"","m","upper","lower","ttest_pval","has_preview_condition","reread_condition","linear","new_p_val","n_sim"
"1",0.00155130257130023,0.00169829317760026,0.0014043119650002,0,"Gathering",0,"linear",0,20000
"2",0.00176212477020836,0.00191456398405016,0.00160968555636656,0,"Gathering",0,"nonlinear",0,20000
"3",0.00110061671817001,0.00124451550490536,0.000956717931434656,0,"Hunting",0,"linear",0,20000
"4",0.00142599969443174,0.00157748788540618,0.00127451150345729,0,"Hunting",0,"nonlinear",0,20000
