"","m","upper","lower","ttest_pval","has_preview_condition","reread_condition","linear","new_p_val","n_sim"
"1",-4.18936059492768e-06,6.84827389103653e-06,-1.52269950808919e-05,1,"Gathering",1,"linear",0.45635,20000
"2",0.000278299922501546,0.000435500791179866,0.000121099053823226,0,"Gathering",1,"nonlinear",0.45635,20000
"3",9.29895417501305e-05,0.000138724370823472,4.72547126767891e-05,0,"Hunting",1,"linear",1e-04,20000
"4",0.000211301559109679,0.000305554695670275,0.000117048422549084,0,"Hunting",1,"nonlinear",1e-04,20000
