"","m","upper","lower","ttest_pval","has_preview_condition","reread_condition","linear","new_p_val","n_sim"
"1",0.00162836490621216,0.00177906758383625,0.00147766222858808,0,"Gathering",0,"linear",0,20000
"2",0.00180370146361413,0.00195942055894421,0.00164798236828404,0,"Gathering",0,"nonlinear",0,20000
"3",0.000668575988331317,0.000927683717408752,0.000409468259253882,0,"Gathering",1,"linear",0,20000
"4",0.000823346721696859,0.00109137113716274,0.00055532230623098,0,"Gathering",1,"nonlinear",0,20000
"5",0.00103369877208633,0.00117653921665153,0.000890858327521125,0,"Hunting",0,"linear",0,20000
"6",0.00141063184055808,0.00156108206473606,0.0012601816163801,0,"Hunting",0,"nonlinear",0,20000
"7",0.000366047640063085,0.000616478555327874,0.000115616724798297,0,"Hunting",1,"linear",0.0037,20000
"8",0.000281964817267161,0.00054142647939832,2.25031551360032e-05,0,"Hunting",1,"nonlinear",0.0037,20000
