"","has_preview_condition","reread_condition","context_name_1","context_type_1","context_name_2","context_type_2","linear","delta_r_1","delta_r_2","diff_delta_r","delta_MSE_1","delta_MSE_2","diff_delta_MSE"
"1","Hunting",0,"P","standard_context","Q-P","regime_comtext","linear",0.010708889221119,0.0116651484949835,0.000956259273864557,-33.3087189096477,-36.7949878795134,-3.48626896986571
"2","Hunting",0,"P","standard_context","Q-P","regime_comtext","nonlinear",0.0112851197998314,0.0122938093009947,0.00100868950116331,-35.1595095308094,-38.8469376125504,-3.68742808174102
"3","Hunting",0,"P","standard_context","fillerQ-P","dots_control_context","linear",0.010708889221119,0.0103410155336856,-0.000367873687433407,-33.3087189096477,-32.2255220405968,1.08319686905088
"4","Hunting",0,"P","standard_context","fillerQ-P","dots_control_context","nonlinear",0.0112851197998314,0.0110861877997377,-0.000198932000093605,-35.1595095308094,-34.6243978775419,0.53511165326745
"5","Hunting",0,"P","standard_context","textFillQ-P","text_control_context","linear",0.010708889221119,0.0104671230833576,-0.000241766137761334,-33.3087189096477,-32.9100460279733,0.398672881674429
"6","Hunting",0,"P","standard_context","textFillQ-P","text_control_context","nonlinear",0.0112851197998314,0.0112972637835105,1.21439836791026e-05,-35.1595095308094,-35.6107164028581,-0.451206872048715
"7","Gathering",1,"P","standard_context","P-P","regime_comtext","linear",0.00757670383572286,-0.000794252913784405,-0.00837095674950726,-19.7196523433558,2.43274206641036,22.1523944097662
"8","Gathering",1,"P","standard_context","P-P","regime_comtext","nonlinear",0.00760361682737089,0.00154968373515131,-0.00605393309221958,-19.6880807067755,-2.32575272312897,17.3623279836465
"9","Gathering",1,"P","standard_context","fillerP-P","dots_control_context","linear",0.00757670383572286,0.0071298863933321,-0.000446817442390751,-19.7196523433558,-18.5177116975738,1.20194064578209
"10","Gathering",1,"P","standard_context","fillerP-P","dots_control_context","nonlinear",0.00760361682737089,0.0074889713883622,-0.000114645439008687,-19.6880807067755,-19.4495465155796,0.238534191195868
"11","Gathering",1,"P","standard_context","textFillP-P","text_control_context","linear",0.00757670383572286,0.00910531077001028,0.00152860693428743,-19.7196523433558,-24.2928860233824,-4.57323368002653
"12","Gathering",1,"P","standard_context","textFillP-P","text_control_context","nonlinear",0.00760361682737089,0.00938184730719616,0.00177823047982527,-19.6880807067755,-25.0512187756158,-5.36313806884027
"13","Hunting",1,"P","standard_context","Qfr-P-Q-P","regime_comtext","linear",0.00328801627707058,-0.00176376419031429,-0.00505178046738487,-5.32459438300066,4.06319585238271,9.38779023538336
"14","Hunting",1,"P","standard_context","Qfr-P-Q-P","regime_comtext","nonlinear",0.00286419827756325,-0.00493529530815434,-0.00779949358571759,-4.44966127985117,11.3863695559303,15.8360308357815
"15","Hunting",1,"P","standard_context","fillerQfr-fillerP-fillerQ-P","dots_control_context","linear",0.00328801627707058,0.00284216933925627,-0.000445846937814312,-5.32459438300066,-4.59515222221944,0.729442160781218
"16","Hunting",1,"P","standard_context","fillerQfr-fillerP-fillerQ-P","dots_control_context","nonlinear",0.00286419827756325,0.00365738129756513,0.000793183020001878,-4.44966127985117,-5.93570268551503,-1.48604140566385
"17","Hunting",1,"P","standard_context","textFillQfr-textFillP-textFillQ-P","text_control_context","linear",0.00328801627707058,0.00297571519083668,-0.000312301086233896,-5.32459438300066,-4.78994140264604,0.534652980354622
"18","Hunting",1,"P","standard_context","textFillQfr-textFillP-textFillQ-P","text_control_context","nonlinear",0.00286419827756325,0.00321504206235529,0.00035084378479204,-4.44966127985117,-5.15344820817063,-0.70378692831946
"19","Gathering",1,"P","standard_context","instFirstReadP-P","prompt_regime_comtext","linear",0.00757670383572286,0.00939228803105384,0.00181558419533098,-19.7196523433558,-25.0199256092565,-5.30027326590061
"20","Gathering",1,"P","standard_context","instFirstReadP-P","prompt_regime_comtext","nonlinear",0.00760361682737089,0.0097785509696267,0.00217493414225581,-19.6880807067755,-26.1087524831055,-6.42067177632998
"21","Hunting",0,"P","standard_context","instFirstReadP-Q-P","prompt_regime_comtext","linear",0.010708889221119,0.0115542481445222,0.000845358923403206,-33.3087189096477,-36.6766632195322,-3.36794430988448
"22","Hunting",0,"P","standard_context","instFirstReadP-Q-P","prompt_regime_comtext","nonlinear",0.0112851197998314,0.0122666100692068,0.000981490269375496,-35.1595095308094,-39.0192650029494,-3.85975547214002
"23","Gathering",1,"P","standard_context","instFirstReadP-P-instReReadP-P","prompt_regime_comtext","linear",0.00757670383572286,-5.10025760203647e-05,-0.00762770641174322,-19.7196523433558,0.676649743118105,20.396302086474
"24","Gathering",1,"P","standard_context","instFirstReadP-P-instReReadP-P","prompt_regime_comtext","nonlinear",0.00760361682737089,0.00108943055261362,-0.00651418627475726,-19.6880807067755,-1.17250137682458,18.5155793299509
"25","Hunting",1,"P","standard_context","instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_comtext","linear",0.00328801627707058,-0.00115881153231231,-0.00444682780938289,-5.32459438300066,2.51085965324091,7.83545403624157
"26","Hunting",1,"P","standard_context","instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_comtext","nonlinear",0.00286419827756325,-0.00248921582270298,-0.00535341410026623,-4.44966127985117,5.4005460162216,9.85020729607277
"27","Hunting",0,"Q-P","regime_comtext","instFirstReadP-Q-P","prompt_regime_comtext","linear",0.0116651484949835,0.0115542481445222,-0.000110900350461351,-36.7949878795134,-36.6766632195322,0.118324659981226
"28","Hunting",0,"Q-P","regime_comtext","instFirstReadP-Q-P","prompt_regime_comtext","nonlinear",0.0122938093009947,0.0122666100692068,-2.71992317878167e-05,-38.8469376125504,-39.0192650029494,-0.172327390399005
"29","Gathering",1,"P-P","regime_comtext","instFirstReadP-P-instReReadP-P","prompt_regime_comtext","linear",-0.000130636929947942,-5.10025760203647e-05,7.96343539275768e-05,0.704874720999214,0.676649743118105,-0.0282249778811092
"30","Gathering",1,"P-P","regime_comtext","instFirstReadP-P-instReReadP-P","prompt_regime_comtext","nonlinear",0.00135457319529242,0.00108943055261362,-0.000265142642678795,-3.02503927049838,-1.17250137682458,1.8525378936738
"31","Hunting",1,"Qfr-P-Q-P","regime_comtext","instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_comtext","linear",-0.000567185210642224,-0.00115881153231231,-0.000591626321670091,1.06779428724258,2.51085965324091,1.44306536599834
"32","Hunting",1,"Qfr-P-Q-P","regime_comtext","instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_comtext","nonlinear",-0.00137785429835893,-0.00248921582270298,-0.00111136152434405,2.69656954269612,5.4005460162216,2.70397647352547
