"time","surp_column","zoom_in","zoom_in_threshold","reread","reread_10_11","filter_hunting"
2024-08-19 15:46:35.394496,"EleutherAI-pythia-70m-Surprisal-Context-fillerP-P",FALSE,8.07026863098145,"1",FALSE,FALSE
2024-09-03 19:20:07.05562,"EleutherAI-pythia-70m-Surprisal-Context-fillerP-P",FALSE,8.14468536376953,"1",FALSE,FALSE
