"","m","upper","lower","ttest_pval","has_preview_condition","reread_condition","linear","new_p_val","n_sim"
"1",0.00162648499776344,0.00177627732614459,0.0014766926693823,0,"Gathering",0,"linear",0,20000
"2",0.00176646899061497,0.00192037712848944,0.0016125608527405,0,"Gathering",0,"nonlinear",0,20000
"3",0.00135723679587454,0.00151204321864373,0.00120243037310534,0,"Hunting",0,"linear",0,20000
"4",0.00155213701239082,0.00171142031815686,0.00139285370662478,0,"Hunting",0,"nonlinear",0,20000
