"","m","upper","lower","ttest_pval","has_preview_condition","reread_condition","linear","new_p_val","n_sim"
"1",2.58702775792265e-05,5.67511980002914e-05,-5.01064284183836e-06,0,"Gathering",1,"linear",0.10155,20000
"2",0.000267568915360695,0.000449919389062268,8.52184416591218e-05,0,"Gathering",1,"nonlinear",0.10155,20000
"3",6.77595818819807e-05,0.000151557857163903,-1.60386933999417e-05,0,"Hunting",1,"linear",0.11125,20000
"4",0.000312051356735298,0.00045910632587794,0.000164996387592655,0,"Hunting",1,"nonlinear",0.11125,20000
