,Unnamed: 0,X,surp_p_val,prev_surp_p_val,has_preview_condition,reread_condition,linear,additive_model,context,context_type,corrected_surp_p_val,corrected_prev_surp_p_val
29,30,30,5.884608397282661e-15,0.0063171036435744,Gathering,1,linear,True,P,standard_contxt,5.88460839728266e-14,0.063171036435744
30,31,31,0.0,0.278779657357241,Gathering,1,nonlinear,True,P,standard_contxt,0.0,1.0
31,32,32,0.0,0.0648585709528924,Gathering,1,nonlinear,True,P,standard_contxt,0.0,0.6485857095289239
32,33,33,0.0,0.0045903076393342,Gathering,1,nonlinear,True,P,standard_contxt,0.0,0.045903076393342
33,34,34,0.0,0.059669103527361,Gathering,1,nonlinear,True,P,standard_contxt,0.0,0.59669103527361
34,35,35,0.0,0.0010591595219751,Gathering,1,nonlinear,True,P,standard_contxt,0.0,0.010591595219751
35,36,36,0.0,0.000271926473071,Gathering,1,nonlinear,True,P,standard_contxt,0.0,0.0027192647307099998
36,37,37,0.0,0.112903604657213,Gathering,1,nonlinear,True,P,standard_contxt,0.0,1.0
37,38,38,0.0,0.0148003906527647,Gathering,1,nonlinear,True,P,standard_contxt,0.0,0.148003906527647
38,39,39,0.0,0.0027475901294707,Gathering,1,nonlinear,True,P,standard_contxt,0.0,0.027475901294707
39,40,40,0.0,8.53695960682521e-05,Gathering,1,nonlinear,True,P,standard_contxt,0.0,0.0008536959606825211
40,41,41,8.67739701260941e-104,1.1010818420581101e-38,Hunting,0,linear,True,P,standard_contxt,8.677397012609411e-103,1.10108184205811e-37
41,42,42,1.3489443789354699e-92,3.27073522487591e-27,Hunting,0,linear,True,P,standard_contxt,1.34894437893547e-91,3.2707352248759103e-26
42,43,43,5.5053754261254295e-96,3.25436254173016e-39,Hunting,0,linear,True,P,standard_contxt,5.50537542612543e-95,3.2543625417301595e-38
43,44,44,1.5667234398830901e-105,4.0710121386733e-29,Hunting,0,linear,True,P,standard_contxt,1.56672343988309e-104,4.0710121386733e-28
44,45,45,9.29217242071812e-116,3.7740953658297897e-34,Hunting,0,linear,True,P,standard_contxt,9.29217242071812e-115,3.77409536582979e-33
45,46,46,6.90187615998272e-110,2.4606068732138903e-31,Hunting,0,linear,True,P,standard_contxt,6.90187615998272e-109,2.46060687321389e-30
46,47,47,4.3586098919675e-106,1.79694844720316e-34,Hunting,0,linear,True,P,standard_contxt,4.3586098919675005e-105,1.79694844720316e-33
47,48,48,3.3993112673036e-89,5.68105755196128e-29,Hunting,0,linear,True,P,standard_contxt,3.3993112673036e-88,5.6810575519612795e-28
48,49,49,9.11260586942543e-128,5.25406151659615e-37,Hunting,0,linear,True,P,standard_contxt,9.11260586942543e-127,5.2540615165961496e-36
49,50,50,2.37939367085412e-101,9.03099811133793e-38,Hunting,0,linear,True,P,standard_contxt,2.37939367085412e-100,9.03099811133793e-37
50,51,51,0.0,0.0,Hunting,0,nonlinear,True,P,standard_contxt,0.0,0.0
51,52,52,0.0,0.0,Hunting,0,nonlinear,True,P,standard_contxt,0.0,0.0
52,53,53,0.0,0.0,Hunting,0,nonlinear,True,P,standard_contxt,0.0,0.0
53,54,54,0.0,0.0,Hunting,0,nonlinear,True,P,standard_contxt,0.0,0.0
54,55,55,0.0,0.0,Hunting,0,nonlinear,True,P,standard_contxt,0.0,0.0
55,56,56,0.0,0.0,Hunting,0,nonlinear,True,P,standard_contxt,0.0,0.0
56,57,57,0.0,0.0,Hunting,0,nonlinear,True,P,standard_contxt,0.0,0.0
57,58,58,0.0,0.0,Hunting,0,nonlinear,True,P,standard_contxt,0.0,0.0
58,59,59,0.0,0.0,Hunting,0,nonlinear,True,P,standard_contxt,0.0,0.0
59,60,60,0.0,0.0,Hunting,0,nonlinear,True,P,standard_contxt,0.0,0.0
60,61,61,8.3783541251306e-07,0.350516494652974,Hunting,1,linear,True,P,standard_contxt,8.3783541251306e-06,1.0
61,62,62,1.34109984074899e-08,0.145110332390342,Hunting,1,linear,True,P,standard_contxt,1.34109984074899e-07,1.0
62,63,63,9.46608184561842e-06,0.225302652348054,Hunting,1,linear,True,P,standard_contxt,9.466081845618419e-05,1.0
63,64,64,1.53509595767938e-07,0.781483841106834,Hunting,1,linear,True,P,standard_contxt,1.5350959576793801e-06,1.0
64,65,65,0.00025764419358,0.0606213934351092,Hunting,1,linear,True,P,standard_contxt,0.0025764419358000005,0.606213934351092
65,66,66,1.37302540988764e-07,0.437046270070378,Hunting,1,linear,True,P,standard_contxt,1.3730254098876401e-06,1.0
66,67,67,4.53175893933178e-08,0.346968244277902,Hunting,1,linear,True,P,standard_contxt,4.5317589393317796e-07,1.0
67,68,68,3.07253549299553e-08,0.107708712545008,Hunting,1,linear,True,P,standard_contxt,3.07253549299553e-07,1.0
68,69,69,1.98092297569115e-06,0.164571853926309,Hunting,1,linear,True,P,standard_contxt,1.98092297569115e-05,1.0
69,70,70,7.34161697003153e-06,0.128344641088179,Hunting,1,linear,True,P,standard_contxt,7.34161697003153e-05,1.0
70,71,71,7.55558445364457e-07,0.227237559992549,Hunting,1,nonlinear,True,P,standard_contxt,7.5555844536445704e-06,1.0
71,72,72,8.12887531065343e-07,0.0278347522747002,Hunting,1,nonlinear,True,P,standard_contxt,8.12887531065343e-06,0.27834752274700203
72,73,73,1.63950331599771e-06,0.199989397869367,Hunting,1,nonlinear,True,P,standard_contxt,1.63950331599771e-05,1.0
73,74,74,1.93724375507909e-06,0.267759708040911,Hunting,1,nonlinear,True,P,standard_contxt,1.9372437550790898e-05,1.0
74,75,75,0.0,0.0228067536737039,Hunting,1,nonlinear,True,P,standard_contxt,0.0,0.228067536737039
75,76,76,6.42661674638001e-06,0.133707668691385,Hunting,1,nonlinear,True,P,standard_contxt,6.426616746380011e-05,1.0
76,77,77,1.99265929223813e-06,0.312284444830031,Hunting,1,nonlinear,True,P,standard_contxt,1.99265929223813e-05,1.0
77,78,78,0.0004957192708896,0.545937838180074,Hunting,1,nonlinear,True,P,standard_contxt,0.004957192708896,1.0
78,79,79,0.0001543007375131,0.664311286938564,Hunting,1,nonlinear,True,P,standard_contxt,0.001543007375131,1.0
79,80,80,1.67160074279749e-05,0.62798275953555,Hunting,1,nonlinear,True,P,standard_contxt,0.00016716007427974898,1.0
80,81,21,1.0966981783012902e-112,1.4020663395635599e-33,Hunting,0,linear,True,Q-P,regime_context,1.0966981783012902e-111,1.4020663395635598e-32
81,82,22,2.2201061128349998e-124,9.623424128037139e-40,Hunting,0,linear,True,Q-P,regime_context,2.2201061128349997e-123,9.623424128037139e-39
82,83,23,1.16440487382104e-121,5.0703832806072e-37,Hunting,0,linear,True,Q-P,regime_context,1.16440487382104e-120,5.0703832806071996e-36
83,84,24,1.4703182079254301e-111,9.423633979991219e-34,Hunting,0,linear,True,Q-P,regime_context,1.4703182079254303e-110,9.423633979991219e-33
84,85,25,1.6035387941886097e-126,5.0731690845401705e-31,Hunting,0,linear,True,Q-P,regime_context,1.6035387941886097e-125,5.0731690845401705e-30
85,86,26,1.8771569765142199e-125,4.4408531718547e-33,Hunting,0,linear,True,Q-P,regime_context,1.8771569765142199e-124,4.4408531718547e-32
86,87,27,9.785642842408459e-140,1.02306014419704e-43,Hunting,0,linear,True,Q-P,regime_context,9.78564284240846e-139,1.02306014419704e-42
87,88,28,6.989970129972651e-117,3.02819994087945e-34,Hunting,0,linear,True,Q-P,regime_context,6.989970129972651e-116,3.02819994087945e-33
88,89,29,1.9636160796112e-136,3.26895030137669e-33,Hunting,0,linear,True,Q-P,regime_context,1.9636160796112e-135,3.26895030137669e-32
89,90,30,3.51691913136577e-141,1.1729735276824999e-34,Hunting,0,linear,True,Q-P,regime_context,3.5169191313657704e-140,1.1729735276824999e-33
90,91,31,0.0,0.0,Hunting,0,nonlinear,True,Q-P,regime_context,0.0,0.0
91,92,32,0.0,0.0,Hunting,0,nonlinear,True,Q-P,regime_context,0.0,0.0
92,93,33,0.0,0.0,Hunting,0,nonlinear,True,Q-P,regime_context,0.0,0.0
93,94,34,0.0,0.0,Hunting,0,nonlinear,True,Q-P,regime_context,0.0,0.0
94,95,35,0.0,0.0,Hunting,0,nonlinear,True,Q-P,regime_context,0.0,0.0
95,96,36,0.0,0.0,Hunting,0,nonlinear,True,Q-P,regime_context,0.0,0.0
96,97,37,0.0,0.0,Hunting,0,nonlinear,True,Q-P,regime_context,0.0,0.0
97,98,38,0.0,0.0,Hunting,0,nonlinear,True,Q-P,regime_context,0.0,0.0
98,99,39,0.0,0.0,Hunting,0,nonlinear,True,Q-P,regime_context,0.0,0.0
99,100,40,0.0,0.0,Hunting,0,nonlinear,True,Q-P,regime_context,0.0,0.0
100,101,1,8.962298927745499e-13,0.157085404481408,Gathering,1,linear,True,fillP-P,control_context,8.962298927745499e-12,1.0
101,102,2,4.4146730967558694e-18,0.327560621079462,Gathering,1,linear,True,fillP-P,control_context,4.414673096755869e-17,1.0
102,103,3,1.31576888949063e-14,0.320781054031955,Gathering,1,linear,True,fillP-P,control_context,1.3157688894906302e-13,1.0
103,104,4,2.22766353856266e-14,0.103427566666581,Gathering,1,linear,True,fillP-P,control_context,2.2276635385626602e-13,1.0
104,105,5,1.27091210565104e-14,0.255694642347201,Gathering,1,linear,True,fillP-P,control_context,1.27091210565104e-13,1.0
105,106,6,1.05660913140396e-16,0.0338054929137074,Gathering,1,linear,True,fillP-P,control_context,1.05660913140396e-15,0.338054929137074
106,107,7,3.57831819993337e-13,0.605938906146019,Gathering,1,linear,True,fillP-P,control_context,3.57831819993337e-12,1.0
107,108,8,3.6270767425696905e-14,0.0237059602448367,Gathering,1,linear,True,fillP-P,control_context,3.6270767425696906e-13,0.23705960244836702
108,109,9,1.36881562242937e-12,0.284524934397458,Gathering,1,linear,True,fillP-P,control_context,1.3688156224293699e-11,1.0
109,110,10,1.24404526830674e-09,0.140881612780031,Gathering,1,linear,True,fillP-P,control_context,1.24404526830674e-08,1.0
110,111,11,0.0,0.0759250464794418,Gathering,1,nonlinear,True,fillP-P,control_context,0.0,0.759250464794418
111,112,12,0.0,0.0891879421786053,Gathering,1,nonlinear,True,fillP-P,control_context,0.0,0.8918794217860531
112,113,13,0.0,0.0234109979858242,Gathering,1,nonlinear,True,fillP-P,control_context,0.0,0.234109979858242
113,114,14,0.0,0.128420737734377,Gathering,1,nonlinear,True,fillP-P,control_context,0.0,1.0
114,115,15,0.0,0.0006114198278498,Gathering,1,nonlinear,True,fillP-P,control_context,0.0,0.006114198278498
115,116,16,0.0,0.0001347668653525,Gathering,1,nonlinear,True,fillP-P,control_context,0.0,0.001347668653525
116,117,17,0.0,0.0038965039664783,Gathering,1,nonlinear,True,fillP-P,control_context,0.0,0.038965039664783
117,118,18,0.0,0.0027609682803607,Gathering,1,nonlinear,True,fillP-P,control_context,0.0,0.027609682803606997
118,119,19,0.0,0.0003508958765792,Gathering,1,nonlinear,True,fillP-P,control_context,0.0,0.003508958765792
119,120,20,0.0,0.0032990144441396,Gathering,1,nonlinear,True,fillP-P,control_context,0.0,0.032990144441396
120,121,21,5.41965540744225e-109,4.09163866828422e-23,Hunting,0,linear,True,fillQ-P,control_context,5.41965540744225e-108,4.09163866828422e-22
121,122,22,2.02550696011416e-117,2.1538942632013197e-30,Hunting,0,linear,True,fillQ-P,control_context,2.02550696011416e-116,2.1538942632013198e-29
122,123,23,5.95640437685505e-93,1.9012452960752302e-20,Hunting,0,linear,True,fillQ-P,control_context,5.9564043768550504e-92,1.9012452960752302e-19
123,124,24,2.6353405701901602e-111,1.1428083027607299e-30,Hunting,0,linear,True,fillQ-P,control_context,2.6353405701901603e-110,1.1428083027607299e-29
124,125,25,2.76966616059446e-121,1.13087670465667e-25,Hunting,0,linear,True,fillQ-P,control_context,2.76966616059446e-120,1.13087670465667e-24
125,126,26,3.1896353809643804e-98,6.9690084739700295e-28,Hunting,0,linear,True,fillQ-P,control_context,3.18963538096438e-97,6.96900847397003e-27
126,127,27,1.5995608595988802e-105,3.16635567724064e-26,Hunting,0,linear,True,fillQ-P,control_context,1.5995608595988802e-104,3.16635567724064e-25
127,128,28,3.21519511493761e-100,6.50129811375337e-25,Hunting,0,linear,True,fillQ-P,control_context,3.2151951149376098e-99,6.50129811375337e-24
128,129,29,4.03104201719297e-107,2.44129268936197e-26,Hunting,0,linear,True,fillQ-P,control_context,4.03104201719297e-106,2.44129268936197e-25
129,130,30,1.23252662208628e-100,1.3116665912005398e-30,Hunting,0,linear,True,fillQ-P,control_context,1.23252662208628e-99,1.3116665912005398e-29
130,131,31,0.0,0.0,Hunting,0,nonlinear,True,fillQ-P,control_context,0.0,0.0
131,132,32,0.0,0.0,Hunting,0,nonlinear,True,fillQ-P,control_context,0.0,0.0
132,133,33,0.0,0.0,Hunting,0,nonlinear,True,fillQ-P,control_context,0.0,0.0
133,134,34,0.0,0.0,Hunting,0,nonlinear,True,fillQ-P,control_context,0.0,0.0
134,135,35,0.0,0.0,Hunting,0,nonlinear,True,fillQ-P,control_context,0.0,0.0
135,136,36,0.0,0.0,Hunting,0,nonlinear,True,fillQ-P,control_context,0.0,0.0
136,137,37,0.0,0.0,Hunting,0,nonlinear,True,fillQ-P,control_context,0.0,0.0
137,138,38,0.0,0.0,Hunting,0,nonlinear,True,fillQ-P,control_context,0.0,0.0
138,139,39,0.0,0.0,Hunting,0,nonlinear,True,fillQ-P,control_context,0.0,0.0
139,140,40,0.0,0.0,Hunting,0,nonlinear,True,fillQ-P,control_context,0.0,0.0
140,141,21,0.0004113013331942,0.00040886648265,Hunting,1,linear,True,fillQfr-fillP-fillQ-P,control_context,0.004113013331942,0.0040886648265
141,142,22,4.93719768825063e-06,0.419587496188873,Hunting,1,linear,True,fillQfr-fillP-fillQ-P,control_context,4.93719768825063e-05,1.0
142,143,23,1.77097119450938e-05,0.800186158294327,Hunting,1,linear,True,fillQfr-fillP-fillQ-P,control_context,0.000177097119450938,1.0
143,144,24,1.27345076102899e-05,0.360989307493493,Hunting,1,linear,True,fillQfr-fillP-fillQ-P,control_context,0.000127345076102899,1.0
144,145,25,0.0267954966701522,0.646134537190823,Hunting,1,linear,True,fillQfr-fillP-fillQ-P,control_context,0.26795496670152197,1.0
145,146,26,1.21276094058427e-05,0.185710934471983,Hunting,1,linear,True,fillQfr-fillP-fillQ-P,control_context,0.00012127609405842699,1.0
146,147,27,1.58239388646913e-07,0.450314943450566,Hunting,1,linear,True,fillQfr-fillP-fillQ-P,control_context,1.58239388646913e-06,1.0
147,148,28,0.0277409719703823,0.0952627616396309,Hunting,1,linear,True,fillQfr-fillP-fillQ-P,control_context,0.277409719703823,0.952627616396309
148,149,29,1.76754485598079e-05,0.401581160436125,Hunting,1,linear,True,fillQfr-fillP-fillQ-P,control_context,0.00017675448559807902,1.0
149,150,30,3.5947514092305297e-12,0.546306101822858,Hunting,1,linear,True,fillQfr-fillP-fillQ-P,control_context,3.5947514092305293e-11,1.0
150,151,31,8.22855789800458e-06,0.673161724630792,Hunting,1,nonlinear,True,fillQfr-fillP-fillQ-P,control_context,8.22855789800458e-05,1.0
151,152,32,1.25067094342013e-06,0.0213108332060506,Hunting,1,nonlinear,True,fillQfr-fillP-fillQ-P,control_context,1.25067094342013e-05,0.213108332060506
152,153,33,5.43762161608896e-06,0.0628859269104188,Hunting,1,nonlinear,True,fillQfr-fillP-fillQ-P,control_context,5.4376216160889605e-05,0.6288592691041881
153,154,34,1.25149753099629e-05,0.614663722433681,Hunting,1,nonlinear,True,fillQfr-fillP-fillQ-P,control_context,0.000125149753099629,1.0
154,155,35,0.0002137924077253,0.0165691311649306,Hunting,1,nonlinear,True,fillQfr-fillP-fillQ-P,control_context,0.0021379240772530003,0.165691311649306
155,156,36,2.64143033346098e-06,0.923964743547694,Hunting,1,nonlinear,True,fillQfr-fillP-fillQ-P,control_context,2.64143033346098e-05,1.0
156,157,37,0.000115934956051,0.0906298857456223,Hunting,1,nonlinear,True,fillQfr-fillP-fillQ-P,control_context,0.00115934956051,0.906298857456223
157,158,38,0.0,0.437594518402431,Hunting,1,nonlinear,True,fillQfr-fillP-fillQ-P,control_context,0.0,1.0
158,159,39,9.02215760320013e-05,0.0172576060850298,Hunting,1,nonlinear,True,fillQfr-fillP-fillQ-P,control_context,0.000902215760320013,0.172576060850298
159,160,40,0.0,0.289730072091307,Hunting,1,nonlinear,True,fillQfr-fillP-fillQ-P,control_context,0.0,1.0
160,161,1,0.169988850683767,0.0100018433049386,Gathering,1,linear,True,P-P,regime_context,1.0,0.100018433049386
161,162,2,0.02329028275474,0.586240512063797,Gathering,1,linear,True,P-P,regime_context,0.2329028275474,1.0
162,163,3,0.295643368753697,0.264220027270326,Gathering,1,linear,True,P-P,regime_context,1.0,1.0
163,164,4,0.0421207511443829,0.128972918626752,Gathering,1,linear,True,P-P,regime_context,0.421207511443829,1.0
164,165,5,0.137922031335802,0.0386444326753847,Gathering,1,linear,True,P-P,regime_context,1.0,0.386444326753847
165,166,6,0.0470946937262165,0.49295909727504,Gathering,1,linear,True,P-P,regime_context,0.47094693726216497,1.0
166,167,7,0.542989935747382,0.948364650139313,Gathering,1,linear,True,P-P,regime_context,1.0,1.0
167,168,8,0.0090319604100992,0.0027919341932166,Gathering,1,linear,True,P-P,regime_context,0.09031960410099199,0.027919341932166
168,169,9,0.392006289934431,0.745095648601702,Gathering,1,linear,True,P-P,regime_context,1.0,1.0
169,170,10,0.0372545777124001,0.147833556800078,Gathering,1,linear,True,P-P,regime_context,0.372545777124001,1.0
170,171,11,0.0109133682617563,0.0064495372196473,Gathering,1,nonlinear,True,P-P,regime_context,0.10913368261756301,0.064495372196473
171,172,12,0.146837153999348,0.0,Gathering,1,nonlinear,True,P-P,regime_context,1.0,0.0
172,173,13,0.770280290416845,0.0734333841367668,Gathering,1,nonlinear,True,P-P,regime_context,1.0,0.734333841367668
173,174,14,0.484934367001057,0.0441022027695466,Gathering,1,nonlinear,True,P-P,regime_context,1.0,0.441022027695466
174,175,15,0.394662563514648,0.0139483126320499,Gathering,1,nonlinear,True,P-P,regime_context,1.0,0.139483126320499
175,176,16,0.61378715482931,0.00198185958014,Gathering,1,nonlinear,True,P-P,regime_context,1.0,0.019818595801400003
176,177,17,0.0328808986216247,4.26334255726468e-06,Gathering,1,nonlinear,True,P-P,regime_context,0.328808986216247,4.2633425572646794e-05
177,178,18,0.0834064178313262,1.70920901025329e-05,Gathering,1,nonlinear,True,P-P,regime_context,0.834064178313262,0.000170920901025329
178,179,19,0.31629333089958,0.0013753899583059,Gathering,1,nonlinear,True,P-P,regime_context,1.0,0.013753899583059
179,180,20,0.283058189285719,1.60010452826542e-06,Gathering,1,nonlinear,True,P-P,regime_context,1.0,1.6001045282654198e-05
180,181,21,0.778086947235819,0.880477156311857,Hunting,1,linear,True,Qfr-P-Q-P,regime_context,1.0,1.0
181,182,22,0.72411609583188,0.0601212719260437,Hunting,1,linear,True,Qfr-P-Q-P,regime_context,1.0,0.601212719260437
182,183,23,0.0641988894444849,0.0855337014131235,Hunting,1,linear,True,Qfr-P-Q-P,regime_context,0.6419888944448491,0.855337014131235
183,184,24,0.26306281024787,0.736931289845147,Hunting,1,linear,True,Qfr-P-Q-P,regime_context,1.0,1.0
184,185,25,0.0533667341572765,0.105574157200519,Hunting,1,linear,True,Qfr-P-Q-P,regime_context,0.5336673415727651,1.0
185,186,26,0.310468710492636,0.0081418827444788,Hunting,1,linear,True,Qfr-P-Q-P,regime_context,1.0,0.081418827444788
186,187,27,0.774318289402234,0.278937853039852,Hunting,1,linear,True,Qfr-P-Q-P,regime_context,1.0,1.0
187,188,28,0.322248639955429,0.619268222756675,Hunting,1,linear,True,Qfr-P-Q-P,regime_context,1.0,1.0
188,189,29,0.977503302418501,0.198953829541993,Hunting,1,linear,True,Qfr-P-Q-P,regime_context,1.0,1.0
189,190,30,0.655117018066588,0.548702244633065,Hunting,1,linear,True,Qfr-P-Q-P,regime_context,1.0,1.0
190,191,31,0.165548466492542,0.174428631505594,Hunting,1,nonlinear,True,Qfr-P-Q-P,regime_context,1.0,1.0
191,192,32,0.0889568739496185,0.0085755417112057,Hunting,1,nonlinear,True,Qfr-P-Q-P,regime_context,0.889568739496185,0.08575541711205699
192,193,33,0.0063971285453823,0.0231238011111536,Hunting,1,nonlinear,True,Qfr-P-Q-P,regime_context,0.063971285453823,0.231238011111536
193,194,34,0.17499989875292,0.0086970569681246,Hunting,1,nonlinear,True,Qfr-P-Q-P,regime_context,1.0,0.086970569681246
194,195,35,0.263325459192844,0.0417027761635798,Hunting,1,nonlinear,True,Qfr-P-Q-P,regime_context,1.0,0.417027761635798
195,196,36,0.590576102830583,0.0727419105067691,Hunting,1,nonlinear,True,Qfr-P-Q-P,regime_context,1.0,0.727419105067691
196,197,37,0.0423049437049394,0.0408383724065398,Hunting,1,nonlinear,True,Qfr-P-Q-P,regime_context,0.423049437049394,0.408383724065398
197,198,38,0.168357066302895,0.0791101181048084,Hunting,1,nonlinear,True,Qfr-P-Q-P,regime_context,1.0,0.791101181048084
198,199,39,0.0693790150997831,0.0182213428732599,Hunting,1,nonlinear,True,Qfr-P-Q-P,regime_context,0.693790150997831,0.182213428732599
199,200,40,0.0436379407071513,0.211351387906325,Hunting,1,nonlinear,True,Qfr-P-Q-P,regime_context,0.436379407071513,1.0
