"","has_preview_condition","reread_condition","context_name_1","context_type_1","context_name_2","context_type_2","linear","delta_r_1","delta_r_2","diff_delta_r","delta_MSE_1","delta_MSE_2","diff_delta_MSE"
"1","Hunting",0,"P","standard_context","Q-P","regime_comtext","linear",0.0102800344378866,0.0113813607080981,0.00110132627021148,-33.1749982286765,-36.6915840605398,-3.51658583186327
"2","Hunting",0,"P","standard_context","Q-P","regime_comtext","nonlinear",0.0106695455023414,0.0117492239081114,0.00107967840577006,-34.4631081509287,-37.9058203089626,-3.44271215803383
"3","Hunting",0,"P","standard_context","fillerQ-P","dots_control_context","linear",0.0102800344378866,0.0092002134015759,-0.00107982103631074,-33.1749982286765,-29.6754529620812,3.49954526659531
"4","Hunting",0,"P","standard_context","fillerQ-P","dots_control_context","nonlinear",0.0106695455023414,0.0101055228471527,-0.000564022655188623,-34.4631081509287,-32.6784053787087,1.78470277222004
"5","Hunting",0,"P","standard_context","textFillQ-P","text_control_context","linear",0.0102800344378866,0.00938376546496109,-0.000896268972925551,-33.1749982286765,-29.9723201409815,3.20267808769495
"6","Hunting",0,"P","standard_context","textFillQ-P","text_control_context","nonlinear",0.0106695455023414,0.0101848426656408,-0.000484702836700573,-34.4631081509287,-32.6073441449807,1.855764005948
"7","Gathering",1,"P","standard_context","P-P","regime_comtext","linear",0.00641294758573299,-0.000171560688411357,-0.00658450827414435,-16.7607779422979,0.53210959369062,17.2928875359885
"8","Gathering",1,"P","standard_context","P-P","regime_comtext","nonlinear",0.00622508416180134,0.000119884202930229,-0.00610519995887111,-15.9841867718715,0.0898369754850137,16.0740237473565
"9","Gathering",1,"P","standard_context","fillerP-P","dots_control_context","linear",0.00641294758573299,0.00568777628747213,-0.000725171298260857,-16.7607779422979,-14.9870313910415,1.77374655125641
"10","Gathering",1,"P","standard_context","fillerP-P","dots_control_context","nonlinear",0.00622508416180134,0.00638863411324589,0.000163549951444547,-15.9841867718715,-16.6641134955062,-0.679926723634708
"11","Gathering",1,"P","standard_context","textFillP-P","text_control_context","linear",0.00641294758573299,0.00550569463244499,-0.000907252953288001,-16.7607779422979,-14.1196198776106,2.64115806468726
"12","Gathering",1,"P","standard_context","textFillP-P","text_control_context","nonlinear",0.00622508416180134,0.00582857956639948,-0.000396504595401859,-15.9841867718715,-14.8802153261186,1.1039714457529
"13","Hunting",1,"P","standard_context","Qfr-P-Q-P","regime_comtext","linear",0.00381603292808062,-0.000251966165924766,-0.00406799909400539,-6.27284465692446,0.489352581464118,6.76219723838858
"14","Hunting",1,"P","standard_context","Qfr-P-Q-P","regime_comtext","nonlinear",0.00390498006343125,0.00149367662830269,-0.00241130343512856,-6.33856406483574,-2.05521743614463,4.28334662869111
"15","Hunting",1,"P","standard_context","fillerQfr-fillerP-fillerQ-P","dots_control_context","linear",0.00381603292808062,0.00362809388853183,-0.000187939039548793,-6.27284465692446,-6.03055713342565,0.242287523498817
"16","Hunting",1,"P","standard_context","fillerQfr-fillerP-fillerQ-P","dots_control_context","nonlinear",0.00390498006343125,0.00404334820966003,0.000138368146228779,-6.33856406483574,-6.71945345466702,-0.380889389831282
"17","Hunting",1,"P","standard_context","textFillQfr-textFillP-textFillQ-P","text_control_context","linear",0.00381603292808062,0.00336061721481286,-0.000455415713267765,-6.27284465692446,-5.52214790221842,0.750696754706041
"18","Hunting",1,"P","standard_context","textFillQfr-textFillP-textFillQ-P","text_control_context","nonlinear",0.00390498006343125,0.00451492159326522,0.000609941529833971,-6.33856406483574,-7.49774454878843,-1.1591804839527
"19","Gathering",1,"P","standard_context","instFirstReadP-P","prompt_regime_comtext","linear",0.00641294758573299,0.00624208374988619,-0.000170863835846802,-16.7607779422979,-16.4972884221697,0.263489520128132
