"","x","y","has_preview_condition","reread_condition"
"1",2.26497400035441e-06,399.813548744194,"Gathering",1
"2",5.32869177941477e-06,402.651199716564,"Gathering",1
"3",8.39240955847512e-06,405.471026441458,"Gathering",1
"4",1.14561273375355e-05,408.275175518511,"Gathering",1
"5",1.45198451165958e-05,411.063349299878,"Gathering",1
"6",1.75835628956562e-05,413.826925253128,"Gathering",1
"7",2.06472806747165e-05,416.57210496303,"Gathering",1
"8",2.37109984537769e-05,419.299714078237,"Gathering",1
"9",2.67747162328372e-05,422.00885225435,"Gathering",1
"10",2.98384340118976e-05,424.689897861157,"Gathering",1
"11",3.2902151790958e-05,427.351818926296,"Gathering",1
"12",3.59658695700183e-05,429.994336348746,"Gathering",1
"13",3.90295873490787e-05,432.614457030576,"Gathering",1
"14",4.2093305128139e-05,435.205706389577,"Gathering",1
"15",4.51570229071994e-05,437.776058322336,"Gathering",1
"16",4.82207406862597e-05,440.325245233112,"Gathering",1
"17",5.12844584653201e-05,442.847830010851,"Gathering",1
"18",5.43481762443804e-05,445.341247063749,"Gathering",1
"19",5.74118940234408e-05,447.812075180793,"Gathering",1
"20",6.04756118025011e-05,450.260059831155,"Gathering",1
"21",6.35393295815615e-05,452.676997704739,"Gathering",1
"22",6.66030473606219e-05,455.064943482615,"Gathering",1
"23",6.96667651396822e-05,457.428700930215,"Gathering",1
"24",7.27304829187426e-05,459.76803005184,"Gathering",1
"25",7.57942006978029e-05,462.071672739425,"Gathering",1
"26",7.88579184768633e-05,464.346954931219,"Gathering",1
"27",8.19216362559236e-05,466.596551547078,"Gathering",1
"28",8.4985354034984e-05,468.820238494454,"Gathering",1
"29",8.80490718140443e-05,471.003451913897,"Gathering",1
"30",9.11127895931047e-05,473.159370878424,"Gathering",1
"31",9.4176507372165e-05,475.288218399825,"Gathering",1
"32",9.72402251512254e-05,477.387457658963,"Gathering",1
"33",0.000100303942930286,479.44599892774,"Gathering",1
"34",0.000103367660709346,481.476389692957,"Gathering",1
"35",0.000106431378488406,483.478442864216,"Gathering",1
"36",0.000109495096267467,485.446631172182,"Gathering",1
"37",0.000112558814046527,487.375209959998,"Gathering",1
"38",0.000115622531825588,489.274479801272,"Gathering",1
"39",0.000118686249604648,491.144272982694,"Gathering",1
"40",0.000121749967383708,492.975864438768,"Gathering",1
"41",0.000124813685162769,494.769360482613,"Gathering",1
"42",0.000127877402941829,496.532521725228,"Gathering",1
"43",0.000130941120720889,498.265200660191,"Gathering",1
"44",0.00013400483849995,499.95531149979,"Gathering",1
"45",0.00013706855627901,501.609231923478,"Gathering",1
"46",0.00014013227405807,503.231929672625,"Gathering",1
"47",0.000143195991837131,504.823278128246,"Gathering",1
"48",0.000146259709616191,506.367714180046,"Gathering",1
"49",0.000149323427395251,507.878217042443,"Gathering",1
"50",0.000152387145174312,509.35675160558,"Gathering",1
"51",0.000155450862953372,510.802091451267,"Gathering",1
"52",0.000158514580732432,512.198490751392,"Gathering",1
"53",0.000161578298511493,513.562403145635,"Gathering",1
"54",0.000164642016290553,514.893746976417,"Gathering",1
"55",0.000167705734069614,516.188009494356,"Gathering",1
"56",0.000170769451848674,517.435801949656,"Gathering",1
"57",0.000173833169627734,518.650632535029,"Gathering",1
"58",0.000176896887406795,519.832441593926,"Gathering",1
"59",0.000179960605185855,520.973359242422,"Gathering",1
"60",0.000183024322964915,522.07059395229,"Gathering",1
"61",0.000186088040743976,523.134539866973,"Gathering",1
"62",0.000189151758523036,524.165159360235,"Gathering",1
"63",0.000192215476302096,525.151202110223,"Gathering",1
"64",0.000195279194081157,526.096618201801,"Gathering",1
"65",0.000198342911860217,527.008566370928,"Gathering",1
"66",0.000201406629639277,527.88703089567,"Gathering",1
"67",0.000204470347418338,528.717404681214,"Gathering",1
"68",0.000207534065197398,529.510428235207,"Gathering",1
"69",0.000210597782976458,530.269951153753,"Gathering",1
"70",0.000213661500755519,530.995979341601,"Gathering",1
"71",0.000216725218534579,531.670618389466,"Gathering",1
"72",0.00021978893631364,532.311353948387,"Gathering",1
"73",0.0002228526540927,532.918700081187,"Gathering",1
"74",0.00022591637187176,533.489833100559,"Gathering",1
"75",0.000228980089650821,534.012237132786,"Gathering",1
"76",0.000232043807429881,534.501453981867,"Gathering",1
"77",0.000235107525208941,534.957532982788,"Gathering",1
"78",0.000238171242988002,535.374400584716,"Gathering",1
"79",0.000241234960767062,535.746333690212,"Gathering",1
"80",0.000244298678546122,536.085447157785,"Gathering",1
"81",0.000247362396325183,536.39181016576,"Gathering",1
"82",0.000250426114104243,536.656207030572,"Gathering",1
"83",0.000253489831883303,536.879576046728,"Gathering",1
"84",0.000256553549662364,537.070624122842,"Gathering",1
"85",0.000259617267441424,537.229439443438,"Gathering",1
"86",0.000262680985220485,537.343811984212,"Gathering",1
"87",0.000265744702999545,537.421124937328,"Gathering",1
"88",0.000268808420778605,537.466740556051,"Gathering",1
"89",0.000271872138557666,537.480765082808,"Gathering",1
"90",0.000274935856336726,537.448178882884,"Gathering",1
"91",0.000277999574115786,537.382514108664,"Gathering",1
"92",0.000281063291894847,537.285893480327,"Gathering",1
"93",0.000284127009673907,537.157327130071,"Gathering",1
"94",0.000287190727452967,536.98254331165,"Gathering",1
"95",0.000290254445232028,536.77751495717,"Gathering",1
"96",0.000293318163011088,536.542382371314,"Gathering",1
"97",0.000296381880790148,536.273241017244,"Gathering",1
"98",0.000299445598569209,535.962266985391,"Gathering",1
"99",0.000302509316348269,535.621987336082,"Gathering",1
"100",0.000305573034127329,535.252556883688,"Gathering",1
"101",0.00030863675190639,534.847367782006,"Gathering",1
"102",0.00031170046968545,534.404679331281,"Gathering",1
"103",0.000314764187464511,533.933718428783,"Gathering",1
"104",0.000317827905243571,533.434653113354,"Gathering",1
"105",0.000320891623022631,532.898411356819,"Gathering",1
"106",0.000323955340801692,532.328908629755,"Gathering",1
"107",0.000327019058580752,531.73225166191,"Gathering",1
"108",0.000330082776359812,531.108620382924,"Gathering",1
"109",0.000333146494138873,530.446741268483,"Gathering",1
"110",0.000336210211917933,529.755704725566,"Gathering",1
"111",0.000339273929696993,529.038707678219,"Gathering",1
"112",0.000342337647476054,528.295940577565,"Gathering",1
"113",0.000345401365255114,527.514210303129,"Gathering",1
"114",0.000348465083034174,526.707255345024,"Gathering",1
"115",0.000351528800813235,525.875599406913,"Gathering",1
"116",0.000354592518592295,525.017343274744,"Gathering",1
"117",0.000357656236371356,524.123967321709,"Gathering",1
"118",0.000360719954150416,523.206998051557,"Gathering",1
"119",0.000363783671929476,522.266643258567,"Gathering",1
"120",0.000366847389708537,521.298866664662,"Gathering",1
"121",0.000369911107487597,520.300267237002,"Gathering",1
"122",0.000372974825266657,519.279429840611,"Gathering",1
"123",0.000376038543045718,518.236568434421,"Gathering",1
"124",0.000379102260824778,517.165798919803,"Gathering",1
"125",0.000382165978603838,516.068280112331,"Gathering",1
"126",0.000385229696382899,514.949916318103,"Gathering",1
"127",0.000388293414161959,513.810926277173,"Gathering",1
"128",0.000391357131941019,512.643876163559,"Gathering",1
"129",0.00039442084972008,511.453901267108,"Gathering",1
"130",0.00039748456749914,510.244502326174,"Gathering",1
"131",0.0004005482852782,509.015901504637,"Gathering",1
"132",0.000403612003057261,507.759417991903,"Gathering",1
"133",0.000406675720836321,506.483564177333,"Gathering",1
"134",0.000409739438615382,505.18972577815,"Gathering",1
"135",0.000412803156394442,503.877468544214,"Gathering",1
"136",0.000415866874173502,502.539143598372,"Gathering",1
"137",0.000418930591952563,501.184057842728,"Gathering",1
"138",0.000421994309731623,499.812436343914,"Gathering",1
"139",0.000425058027510683,498.422326116782,"Gathering",1
"140",0.000428121745289744,497.009993547239,"Gathering",1
"141",0.000431185463068804,495.582350158966,"Gathering",1
"142",0.000434249180847864,494.13962049013,"Gathering",1
"143",0.000437312898626925,492.678631178163,"Gathering",1
"144",0.000440376616405985,491.198958622612,"Gathering",1
"145",0.000443440334185045,489.705418686349,"Gathering",1
"146",0.000446504051964106,488.198234229773,"Gathering",1
"147",0.000449567769743166,486.673305604661,"Gathering",1
"148",0.000452631487522226,485.13291702552,"Gathering",1
"149",0.000455695205301287,483.580090048301,"Gathering",1
"150",0.000458758923080347,482.015044775242,"Gathering",1
