"","X","surp_p_val","prev_surp_p_val","has_preview_condition","reread_condition","linear","additive_model","context","article_level","filter_type","regime_plot","context_type","exclude_RegimeRepeatedReading","only_RegimeRepeatedReading","Regular","filler_plot"
"1",1,1.03709664928554e-21,0.00143580805721419,"Gathering",0,"linear",TRUE,"instFirstReadA-pastP-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"2",2,1.08748684501617e-20,0.00421014165133102,"Gathering",0,"linear",TRUE,"instFirstReadA-pastP-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"3",3,3.50110146360565e-25,0.000706176070747234,"Gathering",0,"linear",TRUE,"instFirstReadA-pastP-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"4",4,2.62831714800907e-26,0.000118961970003474,"Gathering",0,"linear",TRUE,"instFirstReadA-pastP-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"5",5,4.91601216499408e-23,0.0360064331608929,"Gathering",0,"linear",TRUE,"instFirstReadA-pastP-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"6",6,2.93695249913726e-32,0.0438954512557162,"Gathering",0,"linear",TRUE,"instFirstReadA-pastP-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"7",7,6.23734137751785e-24,0.0180572483677994,"Gathering",0,"linear",TRUE,"instFirstReadA-pastP-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"8",8,4.35465394358059e-17,1.1853079589742e-05,"Gathering",0,"linear",TRUE,"instFirstReadA-pastP-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"9",9,4.8715368186853e-21,4.23533209882017e-06,"Gathering",0,"linear",TRUE,"instFirstReadA-pastP-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"10",10,4.27172812463778e-24,0.027514530828307,"Gathering",0,"linear",TRUE,"instFirstReadA-pastP-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"11",11,0,0.000176687854268276,"Gathering",0,"nonlinear",TRUE,"instFirstReadA-pastP-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"12",12,0,0.0130688802500982,"Gathering",0,"nonlinear",TRUE,"instFirstReadA-pastP-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"13",13,0,8.41785892309321e-05,"Gathering",0,"nonlinear",TRUE,"instFirstReadA-pastP-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"14",14,0,7.06882322706881e-05,"Gathering",0,"nonlinear",TRUE,"instFirstReadA-pastP-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"15",15,0,0.00451572362742214,"Gathering",0,"nonlinear",TRUE,"instFirstReadA-pastP-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"16",16,0,1.08557509642671e-06,"Gathering",0,"nonlinear",TRUE,"instFirstReadA-pastP-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"17",17,0,0.000191034883754493,"Gathering",0,"nonlinear",TRUE,"instFirstReadA-pastP-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"18",18,0,0.000388407529509749,"Gathering",0,"nonlinear",TRUE,"instFirstReadA-pastP-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"19",19,0,0.00254347500621122,"Gathering",0,"nonlinear",TRUE,"instFirstReadA-pastP-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"20",20,0,0.000899313205249663,"Gathering",0,"nonlinear",TRUE,"instFirstReadA-pastP-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"21",21,5.03711642643818e-19,0.0190760085362477,"Hunting",0,"linear",TRUE,"instFirstReadA-pastQP-Q-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"22",22,1.82873246895825e-10,0.0400606548628222,"Hunting",0,"linear",TRUE,"instFirstReadA-pastQP-Q-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"23",23,2.94746157407532e-15,0.000140139773365373,"Hunting",0,"linear",TRUE,"instFirstReadA-pastQP-Q-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"24",24,3.71947305184219e-17,3.55800776444097e-05,"Hunting",0,"linear",TRUE,"instFirstReadA-pastQP-Q-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"25",25,2.10103980910617e-15,0.0147028744341161,"Hunting",0,"linear",TRUE,"instFirstReadA-pastQP-Q-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"26",26,3.58167070921916e-15,1.18235505666521e-05,"Hunting",0,"linear",TRUE,"instFirstReadA-pastQP-Q-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"27",27,1.10077826073933e-15,5.59102163467767e-05,"Hunting",0,"linear",TRUE,"instFirstReadA-pastQP-Q-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"28",28,2.37841528135052e-18,8.26834687659501e-06,"Hunting",0,"linear",TRUE,"instFirstReadA-pastQP-Q-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"29",29,5.0133175406337e-15,0.0061847203332764,"Hunting",0,"linear",TRUE,"instFirstReadA-pastQP-Q-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"30",30,1.37301067688836e-09,3.25932778397452e-06,"Hunting",0,"linear",TRUE,"instFirstReadA-pastQP-Q-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"31",31,0,4.9910920555285e-05,"Hunting",0,"nonlinear",TRUE,"instFirstReadA-pastQP-Q-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"32",32,0,2.27116080759315e-05,"Hunting",0,"nonlinear",TRUE,"instFirstReadA-pastQP-Q-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"33",33,0,0.0012066860824862,"Hunting",0,"nonlinear",TRUE,"instFirstReadA-pastQP-Q-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"34",34,0,0.000416522256292184,"Hunting",0,"nonlinear",TRUE,"instFirstReadA-pastQP-Q-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"35",35,0,0.00116386155347892,"Hunting",0,"nonlinear",TRUE,"instFirstReadA-pastQP-Q-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"36",36,0,2.7137236354613e-05,"Hunting",0,"nonlinear",TRUE,"instFirstReadA-pastQP-Q-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"37",37,0,0.00633021213410179,"Hunting",0,"nonlinear",TRUE,"instFirstReadA-pastQP-Q-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"38",38,0,0.00109338765583977,"Hunting",0,"nonlinear",TRUE,"instFirstReadA-pastQP-Q-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"39",39,0,0.00158242779808226,"Hunting",0,"nonlinear",TRUE,"instFirstReadA-pastQP-Q-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"40",40,0,0.00214222643398643,"Hunting",0,"nonlinear",TRUE,"instFirstReadA-pastQP-Q-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"41",1,2.47241354336428e-23,0.000778264088585929,"Gathering",0,"linear",TRUE,"pastP-P","article","exclude_RegimeRepeatedReading",1,"standard_context",1,0,1,1
"42",2,1.82567389606988e-23,0.00317872685025449,"Gathering",0,"linear",TRUE,"pastP-P","article","exclude_RegimeRepeatedReading",1,"standard_context",1,0,1,1
"43",3,8.09422801231821e-20,0.00385081354946462,"Gathering",0,"linear",TRUE,"pastP-P","article","exclude_RegimeRepeatedReading",1,"standard_context",1,0,1,1
"44",4,7.00048740557821e-29,3.45262670530124e-05,"Gathering",0,"linear",TRUE,"pastP-P","article","exclude_RegimeRepeatedReading",1,"standard_context",1,0,1,1
"45",5,1.71948897264611e-23,6.54532694503503e-05,"Gathering",0,"linear",TRUE,"pastP-P","article","exclude_RegimeRepeatedReading",1,"standard_context",1,0,1,1
"46",6,1.89637554099635e-22,0.007166919747751,"Gathering",0,"linear",TRUE,"pastP-P","article","exclude_RegimeRepeatedReading",1,"standard_context",1,0,1,1
"47",7,1.06193240517557e-27,0.00198684213917167,"Gathering",0,"linear",TRUE,"pastP-P","article","exclude_RegimeRepeatedReading",1,"standard_context",1,0,1,1
"48",8,2.05335276928969e-35,0.0107390896958439,"Gathering",0,"linear",TRUE,"pastP-P","article","exclude_RegimeRepeatedReading",1,"standard_context",1,0,1,1
"49",9,1.62614478374696e-19,0.00612872427244078,"Gathering",0,"linear",TRUE,"pastP-P","article","exclude_RegimeRepeatedReading",1,"standard_context",1,0,1,1
