,has_preview_condition,reread_condition,linear,context,context_type,surp_p_val,prev_surp_p_val,surp_symbol,prev_surp_symbol,x_surp,x_prev_surp,y_surp,y_prev_surp,x_context,y_context,symbol_size,font_size
0,Gathering,0,linear,pastP-P,standard_context,2.4380671460366683e-20,0.003973146289454507,***,**,155,155,85,120,255,85,26,26
1,Gathering,0,nonlinear,pastP-P,standard_context,0.0,0.0008944188649691414,***,***,205,205,85,120,305,85,26,26
2,Gathering,1,linear,fillArticle-fillPastP-P,dots_control_context,1.2571179743597912e-05,0.38982479492931643,***,(.),685,685,975,1010,785,975,26,26
3,Gathering,1,linear,pastP-P,standard_context,6.380373977811258e-07,0.19464863706055013,***,(.),155,155,975,1010,255,975,26,26
4,Gathering,1,linear,textFillArticle-textFillPastP-P,text_control_context,1.0313181483668792e-05,0.33974601836324064,***,(.),1220,1220,975,1010,1320,975,26,26
5,Gathering,1,nonlinear,fillArticle-fillPastP-P,dots_control_context,1.5675724982339144e-05,0.0971366553378305,***,(.),735,735,975,1010,835,975,26,26
6,Gathering,1,nonlinear,pastP-P,standard_context,1.1052803777222837e-06,0.06577906415966733,***,(.),205,205,975,1010,305,975,26,26
7,Gathering,1,nonlinear,textFillArticle-textFillPastP-P,text_control_context,6.040853806954519e-07,0.15703687159932003,***,(.),1270,1270,975,1010,1370,975,26,26
8,Hunting,0,linear,fillPastQP-fillerQ-P,dots_control_context,1.0455501904591873e-06,0.012068656336384993,***,*,685,685,530,565,785,530,26,26
9,Hunting,0,linear,pastP-P,standard_context,7.307788164882814e-10,0.000563941354216614,***,***,155,155,530,565,255,530,26,26
10,Hunting,0,linear,textFillPastQP-textFillQ-P,text_control_context,1.4442035191184267e-06,0.00574478472797965,***,**,1220,1220,530,565,1320,530,26,26
11,Hunting,0,nonlinear,fillPastQP-fillerQ-P,dots_control_context,4.05207236042759e-08,0.0107732784997403,***,*,735,735,530,565,835,530,26,26
12,Hunting,0,nonlinear,pastP-P,standard_context,0.0,0.004319923990116817,***,**,205,205,530,565,305,530,26,26
13,Hunting,0,nonlinear,textFillPastQP-textFillQ-P,text_control_context,2.0780493203975698e-08,0.01953376264962036,***,*,1270,1270,530,565,1370,530,26,26
14,Hunting,1,linear,fillArticleQfrP-fillPastQP-fillerQ-P,dots_control_context,0.044118965740182224,0.24619179365922012,*,(.),685,685,1420,1455,785,1420,26,26
15,Hunting,1,linear,pastP-P,standard_context,0.007650921198235958,0.071254792815898,**,(.),155,155,1420,1455,255,1420,26,26
16,Hunting,1,linear,textFillArticleQfrP-textFillPastQP-textFillQ-P,text_control_context,0.017053127349968687,0.16779532930732396,*,(.),1220,1220,1420,1455,1320,1420,26,26
17,Hunting,1,nonlinear,fillArticleQfrP-fillPastQP-fillerQ-P,dots_control_context,0.0813333901517965,0.24050235546280133,(.),(.),735,735,1420,1455,835,1420,26,26
18,Hunting,1,nonlinear,pastP-P,standard_context,0.016043438209466663,0.007586366368588472,*,**,205,205,1420,1455,305,1420,26,26
19,Hunting,1,nonlinear,textFillArticleQfrP-textFillPastQP-textFillQ-P,text_control_context,0.010587608128462236,0.013211249688180507,*,*,1270,1270,1420,1455,1370,1420,26,26
