"","X","surp_p_val","prev_surp_p_val","has_preview_condition","reread_condition","linear","additive_model","context","article_level","filter_type","filler_plot","context_type","exclude_RegimeRepeatedReading","only_RegimeRepeatedReading","Regular","regime_plot"
"1",21,1.89915813668118e-07,7.15335607884793e-06,"Hunting",0,"linear",TRUE,"fillPastQP-fillerQ-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"2",22,2.48228506655362e-07,1.22059461327858e-05,"Hunting",0,"linear",TRUE,"fillPastQP-fillerQ-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"3",23,9.13573068575112e-14,0.00013604507713764,"Hunting",0,"linear",TRUE,"fillPastQP-fillerQ-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"4",24,1.97035804334098e-09,0.000582431077633732,"Hunting",0,"linear",TRUE,"fillPastQP-fillerQ-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"5",25,2.21800367541846e-11,0.0126733743920146,"Hunting",0,"linear",TRUE,"fillPastQP-fillerQ-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"6",26,3.87765219156644e-07,0.00180464538695595,"Hunting",0,"linear",TRUE,"fillPastQP-fillerQ-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"7",27,6.75337244851829e-07,0.103798885863108,"Hunting",0,"linear",TRUE,"fillPastQP-fillerQ-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"8",28,8.90406805652759e-06,4.00607459116255e-05,"Hunting",0,"linear",TRUE,"fillPastQP-fillerQ-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"9",29,1.11795356226966e-10,0.000985012089768384,"Hunting",0,"linear",TRUE,"fillPastQP-fillerQ-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"10",30,4.8082638938701e-08,0.000646749429108646,"Hunting",0,"linear",TRUE,"fillPastQP-fillerQ-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"11",31,0,0.0327688375043186,"Hunting",0,"nonlinear",TRUE,"fillPastQP-fillerQ-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"12",32,0,0.00540968390513213,"Hunting",0,"nonlinear",TRUE,"fillPastQP-fillerQ-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"13",33,0,0.0156132821929258,"Hunting",0,"nonlinear",TRUE,"fillPastQP-fillerQ-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"14",34,0,0.0130199628293392,"Hunting",0,"nonlinear",TRUE,"fillPastQP-fillerQ-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
