,has_preview_condition,reread_condition,linear,context,context_type,surp_p_val,prev_surp_p_val,surp_symbol,prev_surp_symbol,x_surp,x_prev_surp,y_surp,y_prev_surp,x_context,y_context,symbol_size,font_size
0,Gathering,0,linear,instFirstReadA-pastP-P,prompt_regime_context,4.356338298330854e-18,0.013196083977369977,***,*,1220,1220,85,120,1320,85,26,26
1,Gathering,0,linear,pastP-P,standard_context,2.4380671460366683e-20,0.003973146289454507,***,**,155,155,85,120,255,85,26,26
2,Gathering,0,nonlinear,instFirstReadA-pastP-P,prompt_regime_context,0.0,0.002193947475311145,***,**,1270,1270,85,120,1370,85,26,26
3,Gathering,0,nonlinear,pastP-P,standard_context,0.0,0.0008944188649691414,***,***,205,205,85,120,305,85,26,26
4,Gathering,1,linear,Article-pastP-P,regime_context,0.4473350496432259,0.3337204938722294,(.),(.),685,685,975,1010,785,975,26,26
5,Gathering,1,linear,instFirstReadA-Article-instReReadA-pastP-P,prompt_regime_context,0.3157585566760537,0.3092694514727806,(.),(.),1220,1220,975,1010,1320,975,26,26
6,Gathering,1,linear,pastP-P,standard_context,6.380373977811258e-07,0.19464863706055013,***,(.),155,155,975,1010,255,975,26,26
7,Gathering,1,nonlinear,Article-pastP-P,regime_context,0.44518184044179715,0.11426570036473786,(.),(.),735,735,975,1010,835,975,26,26
8,Gathering,1,nonlinear,instFirstReadA-Article-instReReadA-pastP-P,prompt_regime_context,0.3780305662240101,0.041216311790880686,(.),*,1270,1270,975,1010,1370,975,26,26
9,Gathering,1,nonlinear,pastP-P,standard_context,1.1052803777222837e-06,0.06577906415966733,***,(.),205,205,975,1010,305,975,26,26
10,Hunting,0,linear,instFirstReadA-pastQP-Q-P,prompt_regime_context,1.5558987081289362e-10,0.00802792394590461,***,**,1220,1220,530,565,1320,530,26,26
11,Hunting,0,linear,pastP-P,standard_context,7.307788164882814e-10,0.000563941354216614,***,***,155,155,530,565,255,530,26,26
12,Hunting,0,linear,pastQP-Q-P,regime_context,3.0593390254608208e-12,0.0018559394356597709,***,**,685,685,530,565,785,530,26,26
13,Hunting,0,nonlinear,instFirstReadA-pastQP-Q-P,prompt_regime_context,0.0,0.001403508367925303,***,**,1270,1270,530,565,1370,530,26,26
14,Hunting,0,nonlinear,pastP-P,standard_context,0.0,0.004319923990116817,***,**,205,205,530,565,305,530,26,26
15,Hunting,0,nonlinear,pastQP-Q-P,regime_context,1.9498910074689e-06,0.003340950476603445,***,**,735,735,530,565,835,530,26,26
16,Hunting,1,linear,ArticleQfrP-pastQP-Q-P,regime_context,0.4646090511109365,0.5360956684967079,(.),(.),685,685,1420,1455,785,1420,26,26
17,Hunting,1,linear,instFirstReadA-ArticleQfrP-instReReadA-pastQP-Q-P,prompt_regime_context,0.3839671246765305,0.4699498171673427,(.),(.),1220,1220,1420,1455,1320,1420,26,26
18,Hunting,1,linear,pastP-P,standard_context,0.007650921198235958,0.071254792815898,**,(.),155,155,1420,1455,255,1420,26,26
19,Hunting,1,nonlinear,ArticleQfrP-pastQP-Q-P,regime_context,0.3872627183650687,0.4321269618273088,(.),(.),735,735,1420,1455,835,1420,26,26
20,Hunting,1,nonlinear,instFirstReadA-ArticleQfrP-instReReadA-pastQP-Q-P,prompt_regime_context,0.1510492247779788,0.3938419941940726,(.),(.),1270,1270,1420,1455,1370,1420,26,26
21,Hunting,1,nonlinear,pastP-P,standard_context,0.016043438209466663,0.007586366368588472,*,**,205,205,1420,1455,305,1420,26,26
