,has_preview_condition,reread_condition,linear,context,context_type,surp_p_val,prev_surp_p_val,surp_symbol,prev_surp_symbol,x_surp,x_prev_surp,y_surp,y_prev_surp,x_context,y_context,symbol_size,font_size
0,Gathering,0,linear,P,standard_context,1.100874295718749e-120,1.5284774466511743e-18,***,***,155,155,85,120,255,85,26,26
1,Gathering,0,linear,instFirstReadP-P,prompt_regime_context,5.995244549740464e-114,2.614362183140453e-14,***,***,1220,1220,85,120,1320,85,26,26
2,Gathering,0,nonlinear,P,standard_context,0.0,0.0,***,***,205,205,85,120,305,85,26,26
3,Gathering,0,nonlinear,instFirstReadP-P,prompt_regime_context,0.0,0.0,***,***,1270,1270,85,120,1370,85,26,26
4,Gathering,1,linear,P,standard_context,5.176334009942379e-10,0.230582026006435,***,(.),155,155,975,1010,255,975,26,26
5,Gathering,1,linear,P-P,regime_context,0.02205593386844794,0.6167845341440044,*,(.),685,685,975,1010,785,975,26,26
6,Gathering,1,linear,instFirstReadP-P-instReReadP-P,prompt_regime_context,0.023839230326957478,0.6485028827035041,*,(.),1220,1220,975,1010,1320,975,26,26
7,Gathering,1,nonlinear,P,standard_context,0.0,0.054345020875429494,***,(.),205,205,975,1010,305,975,26,26
8,Gathering,1,nonlinear,P-P,regime_context,0.47731164754928895,0.00031977957936244784,(.),***,735,735,975,1010,835,975,26,26
9,Gathering,1,nonlinear,instFirstReadP-P-instReReadP-P,prompt_regime_context,0.34943493708121975,0.01532438363327968,(.),*,1270,1270,975,1010,1370,975,26,26
10,Hunting,0,linear,P,standard_context,1.1434853250837984e-75,3.112724996572415e-14,***,***,155,155,530,565,255,530,26,26
11,Hunting,0,linear,Q-P,regime_context,3.6227113533405815e-91,3.151975253192149e-16,***,***,685,685,530,565,785,530,26,26
12,Hunting,0,linear,instFirstReadP-Q-P,prompt_regime_context,2.531081141025836e-88,2.757023160859912e-14,***,***,1220,1220,530,565,1320,530,26,26
13,Hunting,0,nonlinear,P,standard_context,0.0,0.0,***,***,205,205,530,565,305,530,26,26
14,Hunting,0,nonlinear,Q-P,regime_context,0.0,0.0,***,***,735,735,530,565,835,530,26,26
15,Hunting,0,nonlinear,instFirstReadP-Q-P,prompt_regime_context,0.0,0.0,***,***,1270,1270,530,565,1370,530,26,26
16,Hunting,1,linear,P,standard_context,0.0003799139730309859,0.3750634357803467,***,(.),155,155,1420,1455,255,1420,26,26
17,Hunting,1,linear,Qfr-P-Q-P,regime_context,0.47292763035392094,0.5880171159868176,(.),(.),685,685,1420,1455,785,1420,26,26
18,Hunting,1,linear,instFirstReadP-Qfr-P-instReReadP-Q-P,prompt_regime_context,0.48741457166405705,0.577694105843437,(.),(.),1220,1220,1420,1455,1320,1420,26,26
19,Hunting,1,nonlinear,P,standard_context,0.0074835920413603724,0.11932128003341666,**,(.),205,205,1420,1455,305,1420,26,26
20,Hunting,1,nonlinear,Qfr-P-Q-P,regime_context,0.4250598890143869,0.23382862151618716,(.),(.),735,735,1420,1455,835,1420,26,26
21,Hunting,1,nonlinear,instFirstReadP-Qfr-P-instReReadP-Q-P,prompt_regime_context,0.3086564640956153,0.314033010759543,(.),(.),1270,1270,1420,1455,1370,1420,26,26
