,Unnamed: 0,X,surp_p_val,prev_surp_p_val,has_preview_condition,reread_condition,linear,additive_model,context,context_type,regime_plot,exclude_RegimeRepeatedReading,only_RegimeRepeatedReading,Regular,filler_plot,corrected_surp_p_val,corrected_prev_surp_p_val
0,1,1,2.20343503250965e-143,4.06827416332359e-21,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,2.20343503250965e-142,4.06827416332359e-20
1,2,2,7.65797006216092e-148,1.8923347729633801e-19,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,7.65797006216092e-147,1.8923347729633803e-18
2,3,3,4.3700105126856797e-141,4.9175494211661e-24,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,4.37001051268568e-140,4.9175494211661006e-23
3,4,4,1.8922853476187e-145,2.17532185095485e-22,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,1.8922853476187e-144,2.17532185095485e-21
4,5,5,5.03678886215486e-149,6.5666934552661006e-21,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,5.03678886215486e-148,6.566693455266101e-20
5,6,6,5.24422489396681e-136,1.9380400455035902e-20,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,5.2442248939668105e-135,1.9380400455035903e-19
6,7,7,1.68925445802294e-139,2.8490298413316402e-21,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,1.68925445802294e-138,2.84902984133164e-20
7,8,8,3.71352062157403e-147,2.1547522505041699e-16,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,3.71352062157403e-146,2.15475225050417e-15
8,9,9,1.17311242770312e-144,3.57291188793186e-21,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,1.17311242770312e-143,3.57291188793186e-20
9,10,10,5.07487984783373e-143,8.24402068411352e-24,Gathering,0,linear,True,P,standard_contxt,1,1,0,1,1,5.07487984783373e-142,8.244020684113521e-23
10,11,11,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
11,12,12,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
12,13,13,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
13,14,14,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
14,15,15,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
15,16,16,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
16,17,17,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
17,18,18,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
18,19,19,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
19,20,20,0.0,0.0,Gathering,0,nonlinear,True,P,standard_contxt,1,1,0,1,1,0.0,0.0
20,21,21,1.1602813078017799e-22,0.166012178577848,Gathering,1,linear,True,P,standard_contxt,1,1,0,1,1,1.16028130780178e-21,1.0
21,22,22,1.88371133354114e-11,0.433587513387441,Gathering,1,linear,True,P,standard_contxt,1,1,0,1,1,1.88371133354114e-10,1.0
22,23,23,3.4823691288564704e-15,0.637999148586537,Gathering,1,linear,True,P,standard_contxt,1,1,0,1,1,3.48236912885647e-14,1.0
23,24,24,2.1199812366174502e-20,0.333564172786867,Gathering,1,linear,True,P,standard_contxt,1,1,0,1,1,2.11998123661745e-19,1.0
24,25,25,8.504687468553449e-12,0.851745179824268,Gathering,1,linear,True,P,standard_contxt,1,1,0,1,1,8.504687468553449e-11,1.0
25,26,26,6.84009301685506e-17,0.404090172430397,Gathering,1,linear,True,P,standard_contxt,1,1,0,1,1,6.84009301685506e-16,1.0
26,27,27,2.5038741618724803e-15,0.0102240512079203,Gathering,1,linear,True,P,standard_contxt,1,1,0,1,1,2.5038741618724802e-14,0.10224051207920301
27,28,28,4.10832579587762e-16,0.486284421019034,Gathering,1,linear,True,P,standard_contxt,1,1,0,1,1,4.10832579587762e-15,1.0
28,29,29,1.6344127161354e-09,0.491278249901788,Gathering,1,linear,True,P,standard_contxt,1,1,0,1,1,1.6344127161354e-08,1.0
29,30,30,2.4168157747756398e-18,0.523889067808817,Gathering,1,linear,True,P,standard_contxt,1,1,0,1,1,2.4168157747756397e-17,1.0
