,has_preview_condition,reread_condition,linear,context,context_type,surp_p_val,prev_surp_p_val,surp_symbol,prev_surp_symbol,x_surp,x_prev_surp,y_surp,y_prev_surp,x_context,y_context,symbol_size,font_size
0,Gathering,0,linear,P,standard_context,2.334065020613955e-133,5.57820595462256e-20,***,***,155,155,85,120,255,85,26,26
1,Gathering,0,linear,instFirstReadP-P,prompt_regime_context,7.063293136451772e-117,4.2878375254698993e-16,***,***,1220,1220,85,120,1320,85,26,26
2,Gathering,0,nonlinear,P,standard_context,0.0,0.0,***,***,205,205,85,120,305,85,26,26
3,Gathering,0,nonlinear,instFirstReadP-P,prompt_regime_context,0.0,0.0,***,***,1270,1270,85,120,1370,85,26,26
4,Gathering,1,linear,P,standard_context,1.5298840864431147e-12,0.4505792535649668,***,(.),155,155,975,1010,255,975,26,26
5,Gathering,1,linear,P-P,regime_context,0.005845799160720226,0.5196729190097064,**,(.),685,685,975,1010,785,975,26,26
6,Gathering,1,linear,instFirstReadP-P-instReReadP-P,prompt_regime_context,7.862407609359234e-05,0.679407902478271,***,(.),1220,1220,975,1010,1320,975,26,26
7,Gathering,1,nonlinear,P,standard_context,0.0,0.019559054554458208,***,*,205,205,975,1010,305,975,26,26
8,Gathering,1,nonlinear,P-P,regime_context,0.32536195814393987,0.012832337052942145,(.),*,735,735,975,1010,835,975,26,26
9,Gathering,1,nonlinear,instFirstReadP-P-instReReadP-P,prompt_regime_context,0.029113486757684708,0.0024782862633801945,*,**,1270,1270,975,1010,1370,975,26,26
10,Hunting,0,linear,P,standard_context,1.776054247528665e-80,6.412034735311093e-17,***,***,155,155,530,565,255,530,26,26
11,Hunting,0,linear,Q-P,regime_context,1.6250491398030643e-86,3.4816777931522706e-20,***,***,685,685,530,565,785,530,26,26
12,Hunting,0,linear,instFirstReadP-Q-P,prompt_regime_context,6.49702075895507e-100,5.550351209103001e-20,***,***,1220,1220,530,565,1320,530,26,26
13,Hunting,0,nonlinear,P,standard_context,0.0,0.0,***,***,205,205,530,565,305,530,26,26
14,Hunting,0,nonlinear,Q-P,regime_context,0.0,0.0,***,***,735,735,530,565,835,530,26,26
15,Hunting,0,nonlinear,instFirstReadP-Q-P,prompt_regime_context,0.0,0.0,***,***,1270,1270,530,565,1370,530,26,26
16,Hunting,1,linear,P,standard_context,0.0025109690428678035,0.5789970688114464,**,(.),155,155,1420,1455,255,1420,26,26
17,Hunting,1,linear,Qfr-P-Q-P,regime_context,0.6003010341679667,0.6291143991197585,(.),(.),685,685,1420,1455,785,1420,26,26
18,Hunting,1,linear,instFirstReadP-Qfr-P-instReReadP-Q-P,prompt_regime_context,0.49439553829698457,0.5868049428770562,(.),(.),1220,1220,1420,1455,1320,1420,26,26
19,Hunting,1,nonlinear,P,standard_context,0.0011608457011218051,0.13551303077118468,**,(.),205,205,1420,1455,305,1420,26,26
20,Hunting,1,nonlinear,Qfr-P-Q-P,regime_context,0.39445941202223767,0.25789597113209956,(.),(.),735,735,1420,1455,835,1420,26,26
21,Hunting,1,nonlinear,instFirstReadP-Qfr-P-instReReadP-Q-P,prompt_regime_context,0.339675856587456,0.17113487233696612,(.),(.),1270,1270,1420,1455,1370,1420,26,26
