"","has_preview_condition","reread_condition","context_name_1","context_type_1","context_name_2","context_type_2","linear","delta_r_1","delta_r_2","diff_delta_r","delta_MSE_1","delta_MSE_2","diff_delta_MSE"
"18","Hunting",1,"P","standard_context","textFillQfr-textFillP-textFillQ-P","text_control_context","nonlinear",0.00413558423012809,0.00411575778552241,-1.98264446056862e-05,-6.79913215672332,-6.74978913454834,0.0493430221749804
"19","Gathering",1,"P","standard_context","instFirstReadP-P","prompt_regime_comtext","linear",0.00588143789501205,0.00428144390682139,-0.00159999398819066,-15.9743569642505,-11.3992564644868,4.57510049976372
"20","Gathering",1,"P","standard_context","instFirstReadP-P","prompt_regime_comtext","nonlinear",0.00649559235970398,0.00645485505867588,-4.07373010281042e-05,-17.5969647841521,-17.4314873532221,0.165477430929968
"21","Hunting",0,"P","standard_context","instFirstReadP-Q-P","prompt_regime_comtext","linear",0.00753455523978236,0.00864999870648919,0.00111544346670683,-24.7424333970903,-28.4901482957084,-3.74771489861814
"22","Hunting",0,"P","standard_context","instFirstReadP-Q-P","prompt_regime_comtext","nonlinear",0.00870620181306256,0.0095871750803469,0.000880973267284341,-28.6829419276237,-31.6576119213896,-2.97466999376593
"23","Gathering",1,"P","standard_context","instFirstReadP-P-instReReadP-P","prompt_regime_comtext","linear",0.00588143789501205,0.000941233257122601,-0.00494020463788945,-15.9743569642505,-1.90614163384089,14.0682153304097
"24","Gathering",1,"P","standard_context","instFirstReadP-P-instReReadP-P","prompt_regime_comtext","nonlinear",0.00649559235970398,0.00358812534451489,-0.0029074670151891,-17.5969647841521,-7.62341429335538,9.9735504907967
"25","Hunting",1,"P","standard_context","instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_comtext","linear",0.00296942738177997,-8.22818397062247e-05,-0.00305170922148619,-4.84552913070729,0.232980390360353,5.07850952106764
"26","Hunting",1,"P","standard_context","instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_comtext","nonlinear",0.00413558423012809,0.000957504304447396,-0.0031780799256807,-6.79913215672332,-1.34458870053732,5.454543456186
"27","Hunting",0,"Q-P","regime_comtext","instFirstReadP-Q-P","prompt_regime_comtext","linear",0.00873706997291895,0.00864999870648919,-8.70712664297613e-05,-28.7760035984502,-28.4901482957084,0.285855302741766
"28","Hunting",0,"Q-P","regime_comtext","instFirstReadP-Q-P","prompt_regime_comtext","nonlinear",0.00962046482415421,0.0095871750803469,-3.32897438073132e-05,-31.7598832858239,-31.6576119213896,0.102271364434273
"29","Gathering",1,"P-P","regime_comtext","instFirstReadP-P-instReReadP-P","prompt_regime_comtext","linear",2.06127070254136e-05,0.000941233257122601,0.000920620550097187,0.185170223790919,-1.90614163384089,-2.09131185763181
"30","Gathering",1,"P-P","regime_comtext","instFirstReadP-P-instReReadP-P","prompt_regime_comtext","nonlinear",0.00357947740961964,0.00358812534451489,8.64793489524507e-06,-9.07226744679429,-7.62341429335538,1.4488531534389
"31","Hunting",1,"Qfr-P-Q-P","regime_comtext","instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_comtext","linear",0.000281116788027766,-8.22818397062247e-05,-0.000363398627733991,-0.325812326230334,0.232980390360353,0.558792716590688
"32","Hunting",1,"Qfr-P-Q-P","regime_comtext","instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_comtext","nonlinear",0.000709230325929316,0.000957504304447396,0.000248273978518079,-0.840988835409007,-1.34458870053732,-0.503599865128308
