"","has_preview_condition","reread_condition","context_name_1","context_type_1","context_name_2","context_type_2","linear","delta_r_1","delta_r_2","diff_delta_r","delta_MSE_1","delta_MSE_2","diff_delta_MSE"
"1","Hunting",0,"P","standard_context","Q-P","regime_comtext","linear",0.00753455523978236,0.00873706997291895,0.00120251473313659,-24.7424333970903,-28.7760035984502,-4.03357020135991
"2","Hunting",0,"P","standard_context","Q-P","regime_comtext","nonlinear",0.00870620181306256,0.00962046482415421,0.000914263011091654,-28.6829419276237,-31.7598832858239,-3.0769413582002
"3","Hunting",0,"P","standard_context","fillerQ-P","dots_control_context","linear",0.00753455523978236,0.00719178244043353,-0.000342772799348828,-24.7424333970903,-23.5768809458204,1.16555245126983
"4","Hunting",0,"P","standard_context","fillerQ-P","dots_control_context","nonlinear",0.00870620181306256,0.00866015831450376,-4.6043498558801e-05,-28.6829419276237,-28.5100255287653,0.172916398858433
"5","Hunting",0,"P","standard_context","textFillQ-P","text_control_context","linear",0.00753455523978236,0.00684411971008553,-0.000690435529696831,-24.7424333970903,-22.3548648627238,2.38756853436644
"6","Hunting",0,"P","standard_context","textFillQ-P","text_control_context","nonlinear",0.00870620181306256,0.00879757165205763,9.13698389950757e-05,-28.6829419276237,-28.9051700603886,-0.22222813276494
"7","Gathering",1,"P","standard_context","P-P","regime_comtext","linear",0.00588143789501205,0.00171757263311675,-0.0041638652618953,-15.9743569642505,-3.90502542742797,12.0693315368226
"8","Gathering",1,"P","standard_context","P-P","regime_comtext","nonlinear",0.00649559235970398,0.00390123453215928,-0.0025943578275447,-17.5969647841521,-8.82532355311196,8.77164123104012
"9","Gathering",1,"P","standard_context","fillerP-P","dots_control_context","linear",0.00588143789501205,0.00573763831658433,-0.000143799578427722,-15.9743569642505,-15.5208840741161,0.453472890134435
"10","Gathering",1,"P","standard_context","fillerP-P","dots_control_context","nonlinear",0.00649559235970398,0.00667920153542764,0.000183609175723659,-17.5969647841521,-18.0261873787349,-0.429222594582825
"11","Gathering",1,"P","standard_context","textFillP-P","text_control_context","linear",0.00588143789501205,0.00463472840456941,-0.00124670949044264,-15.9743569642505,-12.3821206846078,3.59223627964275
"12","Gathering",1,"P","standard_context","textFillP-P","text_control_context","nonlinear",0.00649559235970398,0.00654616234891342,5.05699892094369e-05,-17.5969647841521,-17.7284722936565,-0.131507509504445
"13","Hunting",1,"P","standard_context","Qfr-P-Q-P","regime_comtext","linear",0.00296942738177997,-0.000437084202035906,-0.00340651158381587,-4.84552913070729,0.769309408850859,5.61483853955815
"14","Hunting",1,"P","standard_context","Qfr-P-Q-P","regime_comtext","nonlinear",0.00413558423012809,0.000112797069561493,-0.0040227871605666,-6.79913215672332,0.0221741930763528,6.82130634979967
"15","Hunting",1,"P","standard_context","fillerQfr-fillerP-fillerQ-P","dots_control_context","linear",0.00296942738177997,0.00287883660535485,-9.05907764251201e-05,-4.84552913070729,-4.67028052325441,0.175248607452886
"16","Hunting",1,"P","standard_context","fillerQfr-fillerP-fillerQ-P","dots_control_context","nonlinear",0.00413558423012809,0.00492319400613106,0.000787609776002965,-6.79913215672332,-8.13725460710793,-1.33812245038462
"17","Hunting",1,"P","standard_context","textFillQfr-textFillP-textFillQ-P","text_control_context","linear",0.00296942738177997,0.00246002457312464,-0.000509402808655329,-4.84552913070729,-3.95494390151271,0.890585229194585
