"","has_preview_condition","reread_condition","context_name_1","context_type_1","context_name_2","context_type_2","linear","delta_r_1","delta_r_2","diff_delta_r","delta_MSE_1","delta_MSE_2","diff_delta_MSE"
"16","Hunting",1,"P","standard_context","fillerQfr-fillerP-fillerQ-P","dots_control_context","nonlinear",0.00428354436433767,0.00447095771093245,0.000187413346594778,-7.08201046149952,-7.39589835387051,-0.313887892370985
"17","Hunting",1,"P","standard_context","textFillQfr-textFillP-textFillQ-P","text_control_context","linear",0.00292189734843055,0.0023634810736067,-0.00055841627482385,-4.77634001547358,-3.80795211235909,0.96838790311449
"18","Hunting",1,"P","standard_context","textFillQfr-textFillP-textFillQ-P","text_control_context","nonlinear",0.00428354436433767,0.00369093617520942,-0.000592608189128249,-7.08201046149952,-6.04611392588413,1.03589653561539
"19","Gathering",1,"P","standard_context","instFirstReadP-P","prompt_regime_comtext","linear",0.00613068714282075,0.00437285454959324,-0.00175783259322751,-16.5798148711183,-11.649687326264,4.93012754485426
"20","Gathering",1,"P","standard_context","instFirstReadP-P","prompt_regime_comtext","nonlinear",0.00685689809899559,0.00656238876914553,-0.000294509329850062,-18.4941777648473,-17.7025261737708,0.791651591076516
"21","Hunting",0,"P","standard_context","instFirstReadP-Q-P","prompt_regime_comtext","linear",0.00758808635325994,0.00870631558883969,0.00111822923557975,-24.9144714105987,-28.6680807851462,-3.75360937454752
"22","Hunting",0,"P","standard_context","instFirstReadP-Q-P","prompt_regime_comtext","nonlinear",0.00881858623970991,0.00972777174940703,0.000909185509697125,-29.0552893562599,-32.1217599831707,-3.06647062691081
"23","Gathering",1,"P","standard_context","instFirstReadP-P-instReReadP-P","prompt_regime_comtext","linear",0.00613068714282075,0.00191628559367828,-0.00421440154914247,-16.5798148711183,-4.03679692328842,12.5430179478299
"24","Gathering",1,"P","standard_context","instFirstReadP-P-instReReadP-P","prompt_regime_comtext","nonlinear",0.00685689809899559,0.00343326652853708,-0.00342363157045851,-18.4941777648473,-7.13869674779198,11.3554810170554
"25","Hunting",1,"P","standard_context","instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_comtext","linear",0.00292189734843055,0.000123348453515998,-0.00279854889491456,-4.77634001547358,-0.11683098015601,4.65950903531757
"26","Hunting",1,"P","standard_context","instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_comtext","nonlinear",0.00428354436433767,0.000699638899819333,-0.00358390546451834,-7.08201046149952,-0.874180391663685,6.20783006983584
"27","Hunting",0,"Q-P","regime_comtext","instFirstReadP-Q-P","prompt_regime_comtext","linear",0.00893727172073214,0.00870631558883969,-0.000230956131892446,-29.4451953927783,-28.6680807851462,0.777114607632029
"28","Hunting",0,"Q-P","regime_comtext","instFirstReadP-Q-P","prompt_regime_comtext","nonlinear",0.0098112117869846,0.00972777174940703,-8.34400375775701e-05,-32.4016039611452,-32.1217599831707,0.279843977974451
"29","Gathering",1,"P-P","regime_comtext","instFirstReadP-P-instReReadP-P","prompt_regime_comtext","linear",-4.40044972110087e-05,0.00191628559367828,0.00196029009088929,0.370289107375356,-4.03679692328842,-4.40708603066378
"30","Gathering",1,"P-P","regime_comtext","instFirstReadP-P-instReReadP-P","prompt_regime_comtext","nonlinear",0.00340551682995771,0.00343326652853708,2.77496985793685e-05,-8.74479731191605,-7.13869674779198,1.60610056412406
"31","Hunting",1,"Qfr-P-Q-P","regime_comtext","instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_comtext","linear",0.000223724024439029,0.000123348453515998,-0.000100375570923031,-0.218906297242938,-0.11683098015601,0.102075317086928
"32","Hunting",1,"Qfr-P-Q-P","regime_comtext","instFirstReadP-Qfr-P-instReReadP-Q-P","prompt_regime_comtext","nonlinear",0.000707673327457151,0.000699638899819333,-8.03442763781803e-06,-0.831922342050348,-0.874180391663685,-0.0422580496133378
