,has_preview_condition,reread_condition,linear,context,context_type,surp_p_val,prev_surp_p_val,surp_symbol,prev_surp_symbol,x_surp,x_prev_surp,y_surp,y_prev_surp,x_context,y_context,symbol_size,font_size
0,Gathering,0,linear,instFirstReadA-pastP-P,prompt_regime_context,5.511831181558433e-11,0.012274051683134397,***,*,1220,1220,85,120,1320,85,26,26
1,Gathering,0,linear,pastP-P,standard_context,2.519191568458745e-06,0.03579631342370363,***,*,155,155,85,120,255,85,26,26
2,Gathering,0,nonlinear,instFirstReadA-pastP-P,prompt_regime_context,0.0,0.01015145010011186,***,*,1270,1270,85,120,1370,85,26,26
3,Gathering,0,nonlinear,pastP-P,standard_context,0.0,0.0065415154151905784,***,**,205,205,85,120,305,85,26,26
4,Gathering,1,linear,Article-pastP-P,regime_context,0.5402230011016097,0.6227823045962955,(.),(.),685,685,975,1010,785,975,26,26
5,Gathering,1,linear,instFirstReadA-Article-instReReadA-pastP-P,prompt_regime_context,0.56064222449136,0.6191808114100285,(.),(.),1220,1220,975,1010,1320,975,26,26
6,Gathering,1,linear,pastP-P,standard_context,0.0006715007594962069,0.09985872163745249,***,(.),155,155,975,1010,255,975,26,26
7,Gathering,1,nonlinear,Article-pastP-P,regime_context,0.33011614321158717,0.39419363648892997,(.),(.),735,735,975,1010,835,975,26,26
8,Gathering,1,nonlinear,instFirstReadA-Article-instReReadA-pastP-P,prompt_regime_context,0.1837597830927675,0.08345998276692698,(.),(.),1270,1270,975,1010,1370,975,26,26
9,Gathering,1,nonlinear,pastP-P,standard_context,0.0006940291950685686,0.04251233521238143,***,*,205,205,975,1010,305,975,26,26
10,Hunting,0,linear,instFirstReadA-pastQP-Q-P,prompt_regime_context,2.953690736105436e-12,0.013008809080316125,***,*,1220,1220,530,565,1320,530,26,26
11,Hunting,0,linear,pastP-P,standard_context,1.3401108835522827e-12,0.00037391693026918164,***,***,155,155,530,565,255,530,26,26
12,Hunting,0,linear,pastQP-Q-P,regime_context,1.959609283188911e-11,0.00036798710499425327,***,***,685,685,530,565,785,530,26,26
13,Hunting,0,nonlinear,instFirstReadA-pastQP-Q-P,prompt_regime_context,0.0,0.00031970449976418183,***,***,1270,1270,530,565,1370,530,26,26
14,Hunting,0,nonlinear,pastP-P,standard_context,4.3511099734328e-08,7.83814037056117e-05,***,***,205,205,530,565,305,530,26,26
15,Hunting,0,nonlinear,pastQP-Q-P,regime_context,0.0,0.004238289962787881,***,**,735,735,530,565,835,530,26,26
16,Hunting,1,linear,ArticleQfrP-pastQP-Q-P,regime_context,0.34815155376029683,0.6484797500685369,(.),(.),685,685,1420,1455,785,1420,26,26
17,Hunting,1,linear,instFirstReadA-ArticleQfrP-instReReadA-pastQP-Q-P,prompt_regime_context,0.49907862713530093,0.567839494460952,(.),(.),1220,1220,1420,1455,1320,1420,26,26
18,Hunting,1,linear,pastP-P,standard_context,0.0016925414254091854,0.12137163538532189,**,(.),155,155,1420,1455,255,1420,26,26
19,Hunting,1,nonlinear,ArticleQfrP-pastQP-Q-P,regime_context,0.48168699915995833,0.4138471532970156,(.),(.),735,735,1420,1455,835,1420,26,26
20,Hunting,1,nonlinear,instFirstReadA-ArticleQfrP-instReReadA-pastQP-Q-P,prompt_regime_context,0.35781768164124456,0.5694440883979839,(.),(.),1270,1270,1420,1455,1370,1420,26,26
21,Hunting,1,nonlinear,pastP-P,standard_context,0.0037331748186675293,0.08073374427052944,**,(.),205,205,1420,1455,305,1420,26,26
