,has_preview_condition,reread_condition,linear,context,context_type,surp_p_val,prev_surp_p_val,surp_symbol,prev_surp_symbol,x_surp,x_prev_surp,y_surp,y_prev_surp,x_context,y_context,symbol_size,font_size
0,Gathering,0,linear,pastP-P,standard_context,2.519191568458745e-06,0.03579631342370363,***,*,155,155,85,120,255,85,26,26
1,Gathering,0,nonlinear,pastP-P,standard_context,0.0,0.0065415154151905784,***,**,205,205,85,120,305,85,26,26
2,Gathering,1,linear,fillArticle-fillPastP-P,dots_control_context,0.008823217796396566,0.4005686345442333,**,(.),685,685,975,1010,785,975,26,26
3,Gathering,1,linear,pastP-P,standard_context,0.0006715007594962069,0.09985872163745249,***,(.),155,155,975,1010,255,975,26,26
4,Gathering,1,linear,textFillArticle-textFillPastP-P,text_control_context,0.0032387007769373462,0.4362485777472829,**,(.),1220,1220,975,1010,1320,975,26,26
5,Gathering,1,nonlinear,fillArticle-fillPastP-P,dots_control_context,0.0009446271975855352,0.01864101052028541,***,*,735,735,975,1010,835,975,26,26
6,Gathering,1,nonlinear,pastP-P,standard_context,0.0006940291950685686,0.04251233521238143,***,*,205,205,975,1010,305,975,26,26
7,Gathering,1,nonlinear,textFillArticle-textFillPastP-P,text_control_context,0.0016783072853111876,0.005109760936034939,**,**,1270,1270,975,1010,1370,975,26,26
8,Hunting,0,linear,fillPastQP-fillerQ-P,dots_control_context,9.934481241107906e-13,0.00869588250151115,***,**,685,685,530,565,785,530,26,26
9,Hunting,0,linear,pastP-P,standard_context,1.3401108835522827e-12,0.00037391693026918164,***,***,155,155,530,565,255,530,26,26
10,Hunting,0,linear,textFillPastQP-textFillQ-P,text_control_context,1.3614378047356137e-12,0.0016213457347439778,***,**,1220,1220,530,565,1320,530,26,26
11,Hunting,0,nonlinear,fillPastQP-fillerQ-P,dots_control_context,0.0,0.0068754327985184865,***,**,735,735,530,565,835,530,26,26
12,Hunting,0,nonlinear,pastP-P,standard_context,4.3511099734328e-08,7.83814037056117e-05,***,***,205,205,530,565,305,530,26,26
13,Hunting,0,nonlinear,textFillPastQP-textFillQ-P,text_control_context,2.0045621504927198e-07,0.003942358512992882,***,**,1270,1270,530,565,1370,530,26,26
14,Hunting,1,linear,fillArticleQfrP-fillPastQP-fillerQ-P,dots_control_context,0.0033096572526714737,0.22719455256902638,**,(.),685,685,1420,1455,785,1420,26,26
15,Hunting,1,linear,pastP-P,standard_context,0.0016925414254091854,0.12137163538532189,**,(.),155,155,1420,1455,255,1420,26,26
16,Hunting,1,linear,textFillArticleQfrP-textFillPastQP-textFillQ-P,text_control_context,0.06979766142358798,0.47633069602597927,(.),(.),1220,1220,1420,1455,1320,1420,26,26
17,Hunting,1,nonlinear,fillArticleQfrP-fillPastQP-fillerQ-P,dots_control_context,0.020788029055150398,0.14745327698091715,*,(.),735,735,1420,1455,835,1420,26,26
18,Hunting,1,nonlinear,pastP-P,standard_context,0.0037331748186675293,0.08073374427052944,**,(.),205,205,1420,1455,305,1420,26,26
19,Hunting,1,nonlinear,textFillArticleQfrP-textFillPastQP-textFillQ-P,text_control_context,0.06587110985739567,0.13658367353609407,(.),(.),1270,1270,1420,1455,1370,1420,26,26
