"time","surp_column","zoom_in","zoom_in_threshold","reread","reread_10_11","filter_hunting"
2024-08-19 15:05:50.811116,"google-gemma-2-9b-Surprisal-Context-fillArticleQfrP-fillPastQP-fillerQ-P",FALSE,5.11687755584717,"1",TRUE,FALSE
2024-09-04 09:49:33.539006,"google-gemma-2-9b-Surprisal-Context-fillArticleQfrP-fillPastQP-fillerQ-P",FALSE,5.24242477416992,"1",TRUE,FALSE
2024-09-04 10:14:40.483549,"google-gemma-2-9b-Surprisal-Context-fillArticleQfrP-fillPastQP-fillerQ-P",FALSE,5.24242477416992,"1",TRUE,FALSE
