"","X","surp_p_val","prev_surp_p_val","has_preview_condition","reread_condition","linear","additive_model","context","article_level","filter_type","regime_plot","context_type","exclude_RegimeRepeatedReading","only_RegimeRepeatedReading","Regular","filler_plot"
"1",1,9.93108437986538e-11,0.0917261644075566,"Gathering",0,"linear",TRUE,"instFirstReadA-pastP-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"2",2,3.25479034843994e-10,0.00946874956505256,"Gathering",0,"linear",TRUE,"instFirstReadA-pastP-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"3",3,2.11876301204114e-15,0.00103245538700501,"Gathering",0,"linear",TRUE,"instFirstReadA-pastP-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"4",4,7.05443493958373e-13,3.50873952362959e-05,"Gathering",0,"linear",TRUE,"instFirstReadA-pastP-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"5",5,3.731583165664e-13,0.00120732359398544,"Gathering",0,"linear",TRUE,"instFirstReadA-pastP-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"6",6,7.86798467979962e-17,0.0139742627106049,"Gathering",0,"linear",TRUE,"instFirstReadA-pastP-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"7",7,9.21478483911263e-14,0.00269706274792848,"Gathering",0,"linear",TRUE,"instFirstReadA-pastP-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"8",8,1.23611997603569e-10,0.000415213983343138,"Gathering",0,"linear",TRUE,"instFirstReadA-pastP-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"9",9,1.60821957224342e-12,0.00203493086778283,"Gathering",0,"linear",TRUE,"instFirstReadA-pastP-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"10",10,7.52356084907574e-17,0.000149266172849078,"Gathering",0,"linear",TRUE,"instFirstReadA-pastP-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"11",11,0,0.000466648539990511,"Gathering",0,"nonlinear",TRUE,"instFirstReadA-pastP-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"12",12,0,0.000175854246501794,"Gathering",0,"nonlinear",TRUE,"instFirstReadA-pastP-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"13",13,0,0.000357086041547994,"Gathering",0,"nonlinear",TRUE,"instFirstReadA-pastP-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"14",14,0,3.61517633001851e-06,"Gathering",0,"nonlinear",TRUE,"instFirstReadA-pastP-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
"15",15,0,0.00687508784955909,"Gathering",0,"nonlinear",TRUE,"instFirstReadA-pastP-P","article","exclude_RegimeRepeatedReading",1,"prompt_regime_context",1,0,1,0
