"","X","surp_p_val","prev_surp_p_val","has_preview_condition","reread_condition","linear","additive_model","context","article_level","filter_type","filler_plot","context_type","exclude_RegimeRepeatedReading","only_RegimeRepeatedReading","Regular","regime_plot"
"1",21,5.44986959481324e-16,0.00050511521942862,"Hunting",0,"linear",TRUE,"fillPastQP-fillerQ-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"2",22,5.14948256346985e-15,7.40390905745805e-05,"Hunting",0,"linear",TRUE,"fillPastQP-fillerQ-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"3",23,3.11325611099192e-13,0.00482241071853521,"Hunting",0,"linear",TRUE,"fillPastQP-fillerQ-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"4",24,1.7032638385962e-14,1.49733473379275e-05,"Hunting",0,"linear",TRUE,"fillPastQP-fillerQ-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"5",25,6.6810449816848e-14,0.0186071468441286,"Hunting",0,"linear",TRUE,"fillPastQP-fillerQ-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"6",26,1.77318740999303e-12,0.0045176761792112,"Hunting",0,"linear",TRUE,"fillPastQP-fillerQ-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"7",27,7.08002280574544e-12,0.000473594206779607,"Hunting",0,"linear",TRUE,"fillPastQP-fillerQ-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"8",28,6.50989720435992e-13,0.0560848511775053,"Hunting",0,"linear",TRUE,"fillPastQP-fillerQ-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"9",29,2.70645676262366e-14,0.00135067939774629,"Hunting",0,"linear",TRUE,"fillPastQP-fillerQ-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"10",30,2.35356848225362e-15,0.000508338833864312,"Hunting",0,"linear",TRUE,"fillPastQP-fillerQ-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"11",31,0,0.00553898888146526,"Hunting",0,"nonlinear",TRUE,"fillPastQP-fillerQ-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"12",32,0,0.00191441581540336,"Hunting",0,"nonlinear",TRUE,"fillPastQP-fillerQ-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"13",33,0,0.000630303637664309,"Hunting",0,"nonlinear",TRUE,"fillPastQP-fillerQ-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"14",34,0,6.00227004060594e-06,"Hunting",0,"nonlinear",TRUE,"fillPastQP-fillerQ-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"15",35,0,0.00133397104913285,"Hunting",0,"nonlinear",TRUE,"fillPastQP-fillerQ-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"16",36,0,0.022081109177375,"Hunting",0,"nonlinear",TRUE,"fillPastQP-fillerQ-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"17",37,0,0.00313085142183006,"Hunting",0,"nonlinear",TRUE,"fillPastQP-fillerQ-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"18",38,0,0.00179079421752382,"Hunting",0,"nonlinear",TRUE,"fillPastQP-fillerQ-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"19",39,0,8.82979017735597e-06,"Hunting",0,"nonlinear",TRUE,"fillPastQP-fillerQ-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"20",40,0,0.0323190617245725,"Hunting",0,"nonlinear",TRUE,"fillPastQP-fillerQ-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"21",1,0.0188183564093423,0.175936160133694,"Gathering",1,"linear",TRUE,"fillArticle-fillPastP-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"22",2,0.0388440869470926,0.979478684768872,"Gathering",1,"linear",TRUE,"fillArticle-fillPastP-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"23",3,0.00304349968482369,0.385042813476009,"Gathering",1,"linear",TRUE,"fillArticle-fillPastP-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"24",4,5.00565971553163e-05,0.51102727717425,"Gathering",1,"linear",TRUE,"fillArticle-fillPastP-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"25",5,0.0265343105560056,0.194167108062941,"Gathering",1,"linear",TRUE,"fillArticle-fillPastP-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"26",6,0.000152187592865504,0.772376660808863,"Gathering",1,"linear",TRUE,"fillArticle-fillPastP-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"27",7,0.000493056264362484,0.515720714151418,"Gathering",1,"linear",TRUE,"fillArticle-fillPastP-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"28",8,0.000296307322859355,0.0660286657918691,"Gathering",1,"linear",TRUE,"fillArticle-fillPastP-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"29",9,2.47887609605137e-07,0.131888452291733,"Gathering",1,"linear",TRUE,"fillArticle-fillPastP-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"30",10,6.87018494426864e-08,0.274019808782684,"Gathering",1,"linear",TRUE,"fillArticle-fillPastP-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"31",11,1.41729942043645e-05,0.00573761634745673,"Gathering",1,"nonlinear",TRUE,"fillArticle-fillPastP-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"32",12,2.91830854877162e-05,0.11358924046892,"Gathering",1,"nonlinear",TRUE,"fillArticle-fillPastP-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"33",13,5.28761102885911e-06,0.0103433195811117,"Gathering",1,"nonlinear",TRUE,"fillArticle-fillPastP-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"34",14,1.36855014709614e-07,4.84025052068238e-05,"Gathering",1,"nonlinear",TRUE,"fillArticle-fillPastP-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"35",15,0.00313057121731675,0.0380121393202025,"Gathering",1,"nonlinear",TRUE,"fillArticle-fillPastP-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"36",16,9.74019202182319e-07,0.00150158306247694,"Gathering",1,"nonlinear",TRUE,"fillArticle-fillPastP-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"37",17,0.00384259039520973,0.0152765883386815,"Gathering",1,"nonlinear",TRUE,"fillArticle-fillPastP-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
"38",18,0.00239262181378008,0.000622519230767671,"Gathering",1,"nonlinear",TRUE,"fillArticle-fillPastP-P","article","exclude_RegimeRepeatedReading",1,"dots_control_context",1,0,1,0
