,Unnamed: 0,surp_p_val,prev_surp_p_val,converged,has_preview_condition,reread_consecutive_condition,linear,additive_model,corrected_surp_p_val,corrected_prev_surp_p_val
0,1,2.37118082752607e-07,0.387671249415123,True,Gathering,11,linear,True,2.37118082752607e-06,1.0
1,2,0.0006011201143284,0.710886644425122,True,Gathering,11,linear,True,0.006011201143284,1.0
2,3,1.36347501766834e-06,0.0278465843646824,True,Gathering,11,linear,True,1.3634750176683399e-05,0.278465843646824
3,4,0.0005669980470939,0.617204252112349,True,Gathering,11,linear,True,0.005669980470939,1.0
4,5,4.40754430104248e-06,0.767357449704759,True,Gathering,11,linear,True,4.40754430104248e-05,1.0
5,6,8.52103086216112e-05,0.442351172260703,True,Gathering,11,linear,True,0.0008521030862161119,1.0
6,7,1.20503684743346e-06,0.789973148966917,True,Gathering,11,linear,True,1.20503684743346e-05,1.0
7,8,0.0008860508209458,0.324930003525237,True,Gathering,11,linear,True,0.008860508209458001,1.0
8,9,0.0004144603253796,0.267399436519301,True,Gathering,11,linear,True,0.004144603253796,1.0
9,10,0.0002026280303407,0.926891100151625,True,Gathering,11,linear,True,0.002026280303407,1.0
10,11,1.68368322809864e-05,0.308619836691978,True,Gathering,11,nonlinear,True,0.000168368322809864,1.0
11,12,0.0006385827411556,0.280221999191714,True,Gathering,11,nonlinear,True,0.0063858274115559995,1.0
12,13,0.0018253623026885,0.114505180222589,True,Gathering,11,nonlinear,True,0.018253623026885,1.0
13,14,2.75365145019357e-06,0.155904656802924,True,Gathering,11,nonlinear,True,2.75365145019357e-05,1.0
14,15,0.0003076994138597,0.124229070267989,True,Gathering,11,nonlinear,True,0.003076994138597,1.0
15,16,0.0001305126264926,0.0661196242004324,True,Gathering,11,nonlinear,True,0.0013051262649260002,0.6611962420043239
16,17,5.55063284727875e-05,0.0900787879585572,True,Gathering,11,nonlinear,True,0.0005550632847278749,0.9007878795855719
17,18,0.0004019699040082,0.575350812479113,True,Gathering,11,nonlinear,True,0.004019699040082,1.0
18,19,4.02688804135298e-07,0.147955425903858,True,Gathering,11,nonlinear,True,4.02688804135298e-06,1.0
19,20,0.0022161841283362,0.303702657616606,True,Gathering,11,nonlinear,True,0.022161841283362002,1.0
20,21,1.94876184609739e-07,5.99270339795152e-05,True,Gathering,12,linear,True,1.94876184609739e-06,0.000599270339795152
21,22,1.52629571195952e-06,0.0003749411854747,True,Gathering,12,linear,True,1.52629571195952e-05,0.003749411854747
22,23,4.21642575764437e-05,3.06746442816833e-06,True,Gathering,12,linear,True,0.000421642575764437,3.06746442816833e-05
23,24,8.08258833426405e-06,0.0077925353615057,True,Gathering,12,linear,True,8.082588334264049e-05,0.07792535361505701
24,25,2.62514413643466e-06,0.0001045000739845,True,Gathering,12,linear,True,2.62514413643466e-05,0.0010450007398449999
25,26,3.81184092292639e-11,0.0046991849186443,True,Gathering,12,linear,True,3.8118409229263895e-10,0.046991849186443
26,27,2.4764615563152298e-11,0.0005573320649858,True,Gathering,12,linear,True,2.47646155631523e-10,0.0055733206498579995
27,28,4.58769425781392e-10,0.0011572854413711,True,Gathering,12,linear,True,4.58769425781392e-09,0.011572854413711
28,29,2.71286631902487e-08,0.0015161292778782,True,Gathering,12,linear,True,2.7128663190248703e-07,0.015161292778782
29,30,1.17258540795284e-08,8.34975528341936e-05,True,Gathering,12,linear,True,1.17258540795284e-07,0.000834975528341936
30,31,6.29444503519316e-07,0.0017534302273936,True,Gathering,12,nonlinear,True,6.29444503519316e-06,0.017534302273936
31,32,7.83827677486304e-07,0.0011853622698804,True,Gathering,12,nonlinear,True,7.83827677486304e-06,0.011853622698804
32,33,8.35874326038377e-06,0.0662143728095501,True,Gathering,12,nonlinear,True,8.35874326038377e-05,0.662143728095501
33,34,0.0,0.0063090481205829,True,Gathering,12,nonlinear,True,0.0,0.063090481205829
34,35,0.0,0.0195723668009208,True,Gathering,12,nonlinear,True,0.0,0.19572366800920799
35,36,0.0,0.030208750183759,True,Gathering,12,nonlinear,True,0.0,0.30208750183759003
36,37,3.78813421973989e-05,0.002799636313861,True,Gathering,12,nonlinear,True,0.00037881342197398904,0.027996363138610002
37,38,7.34718562545034e-07,0.0094494434318201,True,Gathering,12,nonlinear,True,7.34718562545034e-06,0.09449443431820101
38,39,0.0,0.0003181781584317,True,Gathering,12,nonlinear,True,0.0,0.003181781584317
39,40,0.0,0.0640205986956323,True,Gathering,12,nonlinear,True,0.0,0.640205986956323
40,41,0.016826636679888,0.0392976017165807,True,Hunting,11,linear,True,0.16826636679888,0.392976017165807
41,42,0.0003599461943965,0.0869712525014331,True,Hunting,11,linear,True,0.0035994619439650003,0.869712525014331
42,43,0.26119620280007,0.398539528848502,True,Hunting,11,linear,True,1.0,1.0
43,44,0.0039051337209044,0.0432207612071968,True,Hunting,11,linear,True,0.039051337209043996,0.432207612071968
44,45,0.0102285060790863,0.27293703295399,True,Hunting,11,linear,True,0.102285060790863,1.0
45,46,0.0167058504100744,0.116134285777651,True,Hunting,11,linear,True,0.167058504100744,1.0
46,47,3.42638756445809e-05,0.679729440467716,True,Hunting,11,linear,True,0.000342638756445809,1.0
47,48,0.0411250048329462,0.30330970289682,True,Hunting,11,linear,True,0.411250048329462,1.0
48,49,0.0059725515331706,0.115517893852585,True,Hunting,11,linear,True,0.059725515331706,1.0
49,50,0.0027120895954224,0.520094309817452,True,Hunting,11,linear,True,0.027120895954224,1.0
50,51,0.0004482294896854,0.258893764800956,True,Hunting,11,nonlinear,True,0.004482294896854,1.0
51,52,0.53288328643198,0.0886328566015784,True,Hunting,11,nonlinear,True,1.0,0.8863285660157839
52,53,0.0093247783630153,0.0062458943822412,True,Hunting,11,nonlinear,True,0.09324778363015301,0.062458943822411996
53,54,0.0113951540793071,0.0040715347515841,True,Hunting,11,nonlinear,True,0.113951540793071,0.04071534751584101
54,55,0.0038165983318985,0.180118873208077,True,Hunting,11,nonlinear,True,0.038165983318985,1.0
55,56,0.0010368691205465,0.124777089774188,True,Hunting,11,nonlinear,True,0.010368691205465,1.0
56,57,0.0045489404389799,0.331906782079578,True,Hunting,11,nonlinear,True,0.045489404389798996,1.0
57,58,0.000139572272266,0.732878732579417,True,Hunting,11,nonlinear,True,0.00139572272266,1.0
58,59,0.0188168475903194,0.118065723731333,True,Hunting,11,nonlinear,True,0.188168475903194,1.0
59,60,0.132625850344136,0.0538818413525681,True,Hunting,11,nonlinear,True,1.0,0.538818413525681
60,61,0.0202550933238612,0.869523420564537,True,Hunting,12,linear,True,0.202550933238612,1.0
61,62,0.0003813542243564,0.611126603871047,True,Hunting,12,linear,True,0.0038135422435639998,1.0
62,63,0.153695853982245,0.774269671285434,True,Hunting,12,linear,True,1.0,1.0
63,64,0.0028123576311526,0.482838698919747,True,Hunting,12,linear,True,0.028123576311526,1.0
64,65,7.42276348407092e-06,0.870362294227319,True,Hunting,12,linear,True,7.42276348407092e-05,1.0
65,66,2.88908102856822e-05,0.525378471630477,True,Hunting,12,linear,True,0.000288908102856822,1.0
66,67,0.0011508009778675,0.557812778764788,True,Hunting,12,linear,True,0.011508009778675,1.0
67,68,0.0005633708569606,0.530461549275665,True,Hunting,12,linear,True,0.005633708569606001,1.0
68,69,5.33623960637398e-05,0.110953709196031,True,Hunting,12,linear,True,0.000533623960637398,1.0
69,70,0.0008000583686545,0.923399801283471,True,Hunting,12,linear,True,0.008000583686545,1.0
70,71,0.0028865282152486,0.874899090666286,True,Hunting,12,nonlinear,True,0.028865282152486,1.0
71,72,0.0050410526164877,0.413781617822292,True,Hunting,12,nonlinear,True,0.050410526164877,1.0
72,73,0.000208246916469,0.695671436013068,True,Hunting,12,nonlinear,True,0.0020824691646900003,1.0
73,74,0.0065781577191675,0.650546185791332,True,Hunting,12,nonlinear,True,0.065781577191675,1.0
74,75,0.0012228492942722,0.771601270694858,True,Hunting,12,nonlinear,True,0.012228492942722,1.0
75,76,0.0202680341635722,0.289945399463157,True,Hunting,12,nonlinear,True,0.20268034163572202,1.0
76,77,3.90060639404721e-06,0.295308193979283,True,Hunting,12,nonlinear,True,3.90060639404721e-05,1.0
77,78,0.0003307100954885,0.125503513168806,True,Hunting,12,nonlinear,True,0.003307100954885,1.0
78,79,0.0061649991432535,0.67921639876113,True,Hunting,12,nonlinear,True,0.061649991432535,1.0
79,80,0.0007694552577421,0.453368010181027,True,Hunting,12,nonlinear,True,0.007694552577420999,1.0
