"","x","y","has_preview_condition","reread_consecutive_condition"
"1",0.0115059590289814,0.0756132789789527,"Gathering",11
"2",0.0305438818900696,0.0780920152189673,"Gathering",11
"3",0.049581804751158,0.0805336267862902,"Gathering",11
"4",0.0686197276122462,0.0829323994338834,"Gathering",11
"5",0.0876576504733344,0.0852801038508952,"Gathering",11
"6",0.106695573334423,0.0875755397724695,"Gathering",11
"7",0.125733496195511,0.0898148523607733,"Gathering",11
"8",0.144771419056599,0.091994643558528,"Gathering",11
"9",0.163809341917687,0.0941119845917928,"Gathering",11
"10",0.182847264778776,0.0961644228071296,"Gathering",11
"11",0.201885187639864,0.0981499828942288,"Gathering",11
"12",0.220923110500952,0.100067162627867,"Gathering",11
"13",0.23996103336204,0.101914923341957,"Gathering",11
"14",0.258998956223129,0.103692675422218,"Gathering",11
"15",0.278036879084217,0.105400259171513,"Gathering",11
"16",0.297074801945305,0.107037921462176,"Gathering",11
"17",0.316112724806393,0.108606288641812,"Gathering",11
"18",0.335150647667481,0.110105172127646,"Gathering",11
"19",0.35418857052857,0.111532764160037,"Gathering",11
"20",0.373226493389658,0.112895249474718,"Gathering",11
"21",0.392264416250746,0.114194501177215,"Gathering",11
"22",0.411302339111834,0.115432582149737,"Gathering",11
"23",0.430340261972923,0.1166117074457,"Gathering",11
"24",0.449378184834011,0.117734207301122,"Gathering",11
"25",0.468416107695099,0.118802491255945,"Gathering",11
"26",0.487454030556187,0.119819013837305,"Gathering",11
"27",0.506491953417275,0.120786242210534,"Gathering",11
"28",0.525529876278364,0.121706626153046,"Gathering",11
"29",0.544567799139452,0.122582570652379,"Gathering",11
"30",0.56360572200054,0.123416411373497,"Gathering",11
"31",0.582643644861628,0.124210393183049,"Gathering",11
"32",0.601681567722717,0.124965802056393,"Gathering",11
"33",0.620719490583805,0.125683588880437,"Gathering",11
"34",0.639757413444893,0.126367843792345,"Gathering",11
"35",0.658795336305981,0.127020252741119,"Gathering",11
"36",0.677833259167069,0.127642351802309,"Gathering",11
"37",0.696871182028158,0.128235526514066,"Gathering",11
"38",0.715909104889246,0.12880101386394,"Gathering",11
"39",0.734947027750334,0.129339906693167,"Gathering",11
"40",0.753984950611422,0.129853160263167,"Gathering",11
"41",0.773022873472511,0.130341600712467,"Gathering",11
"42",0.792060796333599,0.130805935120962,"Gathering",11
"43",0.811098719194687,0.131246762892459,"Gathering",11
"44",0.830136642055775,0.131664588165266,"Gathering",11
"45",0.849174564916864,0.132059832964164,"Gathering",11
"46",0.868212487777952,0.132432183628586,"Gathering",11
"47",0.88725041063904,0.132781468253685,"Gathering",11
"48",0.906288333500128,0.133109123483115,"Gathering",11
"49",0.925326256361217,0.133415377587686,"Gathering",11
"50",0.944364179222305,0.133700449500659,"Gathering",11
"51",0.963402102083393,0.133964560474249,"Gathering",11
"52",0.982440024944481,0.134207944785027,"Gathering",11
"53",1.00147794780557,0.134430859377546,"Gathering",11
"54",1.02051587066666,0.13463359236037,"Gathering",11
"55",1.03955379352775,0.134816470292931,"Gathering",11
"56",1.05859171638883,0.134979864224884,"Gathering",11
"57",1.07762963924992,0.13512419447168,"Gathering",11
"58",1.09666756211101,0.135249934130567,"Gathering",11
"59",1.1157054849721,0.135357611360078,"Gathering",11
"60",1.13474340783319,0.135447190956955,"Gathering",11
"61",1.15378133069428,0.135519241269156,"Gathering",11
"62",1.17281925355536,0.135575291500751,"Gathering",11
"63",1.19185717641645,0.135616104058911,"Gathering",11
"64",1.21089509927754,0.135642489181265,"Gathering",11
"65",1.22993302213863,0.135655300697459,"Gathering",11
"66",1.24897094499972,0.135655431159448,"Gathering",11
"67",1.2680088678608,0.135643806438904,"Gathering",11
"68",1.28704679072189,0.135621379888727,"Gathering",11
"69",1.30608471358298,0.135589126162964,"Gathering",11
"70",1.32512263644407,0.135548034785674,"Gathering",11
"71",1.34416055930516,0.135499103554656,"Gathering",11
"72",1.36319848216625,0.135443331860602,"Gathering",11
"73",1.38223640502733,0.135381713996402,"Gathering",11
"74",1.40127432788842,0.135315068442321,"Gathering",11
"75",1.42031225074951,0.135244501015904,"Gathering",11
"76",1.4393501736106,0.135171136247527,"Gathering",11
"77",1.45838809647169,0.135095871023102,"Gathering",11
"78",1.47742601933278,0.135019563365324,"Gathering",11
"79",1.49646394219386,0.134943027137641,"Gathering",11
"80",1.51550186505495,0.134867027111443,"Gathering",11
"81",1.53453978791604,0.13479227442178,"Gathering",11
"82",1.55357771077713,0.134719422433844,"Gathering",11
"83",1.57261563363822,0.134649063039879,"Gathering",11
"84",1.5916535564993,0.134581723404094,"Gathering",11
"85",1.61069147936039,0.134517863171402,"Gathering",11
"86",1.62972940222148,0.134457872154442,"Gathering",11
"87",1.64876732508257,0.134402068512171,"Gathering",11
"88",1.66780524794366,0.134350928452749,"Gathering",11
"89",1.68684317080475,0.134304559905414,"Gathering",11
"90",1.70588109366583,0.134262887818738,"Gathering",11
"91",1.72491901652692,0.13422591404193,"Gathering",11
"92",1.74395693938801,0.134193568255162,"Gathering",11
"93",1.7629948622491,0.134165709668254,"Gathering",11
"94",1.78203278511019,0.134142129270571,"Gathering",11
"95",1.80107070797128,0.134122552629707,"Gathering",11
"96",1.82010863083236,0.13410664323294,"Gathering",11
"97",1.83914655369345,0.134094006361283,"Gathering",11
"98",1.85818447655454,0.134084193481451,"Gathering",11
"99",1.87722239941563,0.134076707136075,"Gathering",11
"100",1.89626032227672,0.134071006307265,"Gathering",11
"101",1.9152982451378,0.134066512223022,"Gathering",11
"102",1.93433616799889,0.134062606686038,"Gathering",11
"103",1.95337409085998,0.134058558004845,"Gathering",11
"104",1.97241201372107,0.134053694988361,"Gathering",11
"105",1.99144993658216,0.134047354051062,"Gathering",11
"106",2.01048785944325,0.134038871421981,"Gathering",11
"107",2.02952578230433,0.13402759063344,"Gathering",11
"108",2.04856370516542,0.134012870012181,"Gathering",11
"109",2.06760162802651,0.133994090096624,"Gathering",11
"110",2.0866395508876,0.1339706609018,"Gathering",11
"111",2.10567747374869,0.133942028952117,"Gathering",11
"112",2.12471539660978,0.133907684001751,"Gathering",11
"113",2.14375331947086,0.13386716536302,"Gathering",11
"114",2.16279124233195,0.133820067764673,"Gathering",11
"115",2.18182916519304,0.133766046664683,"Gathering",11
"116",2.20086708805413,0.133704353977673,"Gathering",11
"117",2.21990501091522,0.13363507606128,"Gathering",11
"118",2.2389429337763,0.133558248600344,"Gathering",11
"119",2.25798085663739,0.13347383309936,"Gathering",11
"120",2.27701877949848,0.133381867790903,"Gathering",11
"121",2.29605670235957,0.133282467785206,"Gathering",11
"122",2.31509462522066,0.133175824301569,"Gathering",11
"123",2.33413254808175,0.133062202975161,"Gathering",11
"124",2.35317047094283,0.132941941243595,"Gathering",11
"125",2.37220839380392,0.132815444828626,"Gathering",11
"126",2.39124631666501,0.132683183339316,"Gathering",11
"127",2.4102842395261,0.132545685033996,"Gathering",11
"128",2.42932216238719,0.132403530789016,"Gathering",11
"129",2.44836008524828,0.132257347332675,"Gathering",11
"130",2.46739800810936,0.132107622382456,"Gathering",11
"131",2.48643593097045,0.13195531328125,"Gathering",11
"132",2.50547385383154,0.131801187466713,"Gathering",11
"133",2.52451177669263,0.131645974003214,"Gathering",11
"134",2.54354969955372,0.13149040141107,"Gathering",11
"135",2.5625876224148,0.131335188245919,"Gathering",11
"136",2.58162554527589,0.131181033683551,"Gathering",11
