"","surp_p_val","prev_surp_p_val","converged","has_preview_condition","reread_consecutive_condition","linear","additive_model"
"1",9.29689223001468e-08,0.669141529721156,TRUE,"Gathering",11,"linear",TRUE
"2",7.01886653749178e-07,0.00811380979640924,TRUE,"Gathering",11,"linear",TRUE
"3",5.24458002228265e-06,0.231594102596218,TRUE,"Gathering",11,"linear",TRUE
"4",8.09777525750423e-07,0.0544464608381226,TRUE,"Gathering",11,"linear",TRUE
"5",1.08464771844182e-08,0.0955920734675137,TRUE,"Gathering",11,"linear",TRUE
"6",8.22905515313496e-07,0.189063771215022,TRUE,"Gathering",11,"linear",TRUE
"7",5.27477841306052e-07,0.0453951295424601,TRUE,"Gathering",11,"linear",TRUE
"8",6.28796577815827e-06,0.0475067738767006,TRUE,"Gathering",11,"linear",TRUE
"9",7.33290403947966e-06,0.158042122376094,TRUE,"Gathering",11,"linear",TRUE
"10",2.05776511669572e-07,0.301070638644356,TRUE,"Gathering",11,"linear",TRUE
"11",8.08479610814317e-07,0.00392681436493847,TRUE,"Gathering",11,"nonlinear",TRUE
"12",3.08775521151716e-07,0.0588228386176208,TRUE,"Gathering",11,"nonlinear",TRUE
"13",7.23800188173751e-07,0.0342906039219363,TRUE,"Gathering",11,"nonlinear",TRUE
"14",0.000171330877728915,0.027854925774153,TRUE,"Gathering",11,"nonlinear",TRUE
"15",9.91327740390568e-06,0.00864685895297884,TRUE,"Gathering",11,"nonlinear",TRUE
"16",2.2968188701511e-06,0.0955166543208036,TRUE,"Gathering",11,"nonlinear",TRUE
"17",2.80060326754428e-05,0.00133270554913889,TRUE,"Gathering",11,"nonlinear",TRUE
"18",4.70403849095469e-07,0.00941926767048518,TRUE,"Gathering",11,"nonlinear",TRUE
"19",2.05458298570549e-05,0.00224291207985533,TRUE,"Gathering",11,"nonlinear",TRUE
"20",0,0.000191385304071479,TRUE,"Gathering",11,"nonlinear",TRUE
"21",7.81022498466463e-15,0.00935018062211302,TRUE,"Gathering",12,"linear",TRUE
"22",1.62752947088158e-20,0.0204120406655639,TRUE,"Gathering",12,"linear",TRUE
"23",1.14188080849891e-18,0.018945881337047,TRUE,"Gathering",12,"linear",TRUE
"24",7.12369370845729e-11,0.0741183342595923,TRUE,"Gathering",12,"linear",TRUE
"25",3.02251032026659e-21,0.0174993171565873,TRUE,"Gathering",12,"linear",TRUE
"26",4.03470242563134e-16,0.470370816414225,TRUE,"Gathering",12,"linear",TRUE
"27",8.17626345367251e-18,0.00375390037622341,TRUE,"Gathering",12,"linear",TRUE
"28",2.95012696493685e-16,0.00849827256259332,TRUE,"Gathering",12,"linear",TRUE
"29",3.88531362995024e-16,0.0162221164160404,TRUE,"Gathering",12,"linear",TRUE
"30",1.85787194217473e-17,0.238009109966846,TRUE,"Gathering",12,"linear",TRUE
"31",0,0.00724395374955533,TRUE,"Gathering",12,"nonlinear",TRUE
