,has_preview_condition,reread_consecutive_condition,linear,surp_p_val,prev_surp_p_val,surp_symbol,prev_surp_symbol,x_surp,y_surp,x_prev_surp,y_prev_surp,symbol_size,font_size
0,Gathering,11,linear,0.029577415854466764,0.14829502226248162,*,(.),180,90,180,125,30,30
1,Gathering,11,nonlinear,0.021028606371358442,0.06435679069904827,*,(.),260,90,260,125,30,30
2,Gathering,12,linear,0.0002786365482622935,0.1367659140347192,***,(.),180,550,180,585,30,30
3,Gathering,12,nonlinear,0.0036550801903755268,0.07409739121556502,**,(.),260,550,260,585,30,30
4,Hunting,11,linear,0.08297348386162072,0.1439455300721752,(.),(.),670,90,670,125,30,30
5,Hunting,11,nonlinear,0.023339022993090236,0.084537328559226,*,(.),750,90,750,125,30,30
6,Hunting,12,linear,0.016645991023916444,0.6086952733640267,*,(.),670,550,670,585,30,30
7,Hunting,12,nonlinear,0.002651556536190521,0.22225853748604693,**,(.),750,550,750,585,30,30
