,has_preview_condition,reread_consecutive_condition,linear,surp_p_val,prev_surp_p_val,surp_symbol,prev_surp_symbol,x_surp,y_surp,x_prev_surp,y_prev_surp,symbol_size,font_size
0,Gathering,11,linear,0.00027636808209589083,0.5262511041445819,***,(.),180,90,180,125,30,30
1,Gathering,11,nonlinear,0.0005595810617548902,0.21666880513357606,***,(.),260,90,260,125,30,30
2,Gathering,12,linear,5.463253811343203e-06,0.0016348400375086176,***,**,180,550,180,585,30,30
3,Gathering,12,nonlinear,4.8388076201333326e-06,0.020183118701183188,***,*,260,550,260,585,30,30
4,Hunting,11,linear,0.035906618572160334,0.2575751810039927,*,(.),670,90,670,125,30,30
5,Hunting,11,nonlinear,0.07150361264621341,0.1899473093261521,(.),(.),750,90,750,125,30,30
6,Hunting,12,linear,0.01797485653349313,0.6256126999018516,*,(.),670,550,670,585,30,30
7,Hunting,12,nonlinear,0.004347393402809535,0.524984111654124,**,(.),750,550,750,585,30,30
