,has_preview_condition,reread_consecutive_condition,linear,surp_p_val,prev_surp_p_val,surp_symbol,prev_surp_symbol,x_surp,y_surp,x_prev_surp,y_prev_surp,symbol_size,font_size
0,Gathering,11,linear,2.567434404686185e-06,0.49220229780575186,***,(.),180,90,180,125,30,30
1,Gathering,11,nonlinear,0.00011602535591592621,0.049319402106901854,***,*,260,90,260,125,30,30
2,Gathering,12,linear,8.318221908939323e-12,0.012013697719007652,***,*,180,550,180,585,30,30
3,Gathering,12,nonlinear,0.0,0.08491109312611557,***,(.),260,550,260,585,30,30
4,Hunting,11,linear,0.0019996527345198093,0.08968815515923241,**,(.),670,90,670,125,30,30
5,Hunting,11,nonlinear,0.0028450517846278175,0.03891179903933127,**,*,750,90,750,125,30,30
6,Hunting,12,linear,0.03157669599821924,0.49181681568445274,*,(.),670,550,670,585,30,30
7,Hunting,12,nonlinear,0.0024103163476939847,0.2696066425462109,**,(.),750,550,750,585,30,30
