"","m","upper","lower","norm_upper","norm_lower","w_norm_CI","w_new_CI","has_preview_condition","reread_consecutive_condition","linear","new_p_val","n_sim"
"1",0.000302541707543931,0.00055693623095506,4.98865173463791e-05,0.000559988259817212,4.50951552706499e-05,0.000514893104546562,0.000507049713608681,"Gathering",11,"linear",0.018,1000
"2",0.00035879661869651,0.00063310995884844,9.58305283641883e-05,0.000624753389288593,9.28398481044271e-05,0.000531913541184166,0.000537279430484251,"Gathering",11,"nonlinear",0.011,1000
"3",0.000612170256709502,0.000965488177250099,0.000262615715986456,0.000962294051251853,0.00026204646216715,0.000700247589084702,0.000702872461263643,"Gathering",12,"linear",0.001,1000
"4",0.000744323997918573,0.00112178759702292,0.000370134604121841,0.00112093089469215,0.000367717101145,0.000753213793547145,0.000751652992901076,"Gathering",12,"nonlinear",0.001,1000
"5",0.000267706654430652,0.000567723614981642,-1.18343744894449e-05,0.000556982750254941,-2.15694413936374e-05,0.000578552191648578,0.000579557989471087,"Hunting",11,"linear",0.074,1000
"6",0.000467044273686755,0.000803141045044462,0.000150242635299456,0.000799983147573337,0.000134105399800172,0.000665877747773164,0.000652898409745006,"Hunting",11,"nonlinear",0.006,1000
"7",0.000433772451365774,0.000773921376177136,0.00010757873343442,0.000762599910386131,0.000104944992345417,0.000657654918040714,0.000666342642742716,"Hunting",12,"linear",0.011,1000
"8",0.000459233074889577,0.000895196037161134,6.93407947659396e-05,0.000860994909498347,5.74712402808066e-05,0.00080352366921754,0.000825855242395195,"Hunting",12,"nonlinear",0.023,1000
