,has_preview_condition,reread_consecutive_condition,linear,surp_p_val,prev_surp_p_val,surp_symbol,prev_surp_symbol,x_surp,y_surp,x_prev_surp,y_prev_surp,symbol_size,font_size
0,Gathering,11,linear,0.0056724023092677624,0.20595347887627174,**,(.),180,90,180,125,30,30
1,Gathering,11,nonlinear,0.009031128763599568,0.109778727363287,**,(.),260,90,260,125,30,30
2,Gathering,12,linear,5.151125360352101e-06,0.015672136220916375,***,*,180,550,180,585,30,30
3,Gathering,12,nonlinear,2.5701323106176722e-05,0.01989346356856312,***,*,260,550,260,585,30,30
4,Hunting,11,linear,0.026256522021374924,0.2997029045507065,*,(.),670,90,670,125,30,30
5,Hunting,11,nonlinear,0.07494321173565517,0.11089559731160126,(.),(.),750,90,750,125,30,30
6,Hunting,12,linear,0.010693129815802196,0.7596617864332311,*,(.),670,550,670,585,30,30
7,Hunting,12,nonlinear,0.011117463251109261,0.4024323106621613,*,(.),750,550,750,585,30,30
