,Unnamed: 0,surp_p_val,prev_surp_p_val,converged,has_preview_condition,reread_consecutive_condition,linear,additive_model,corrected_surp_p_val,corrected_prev_surp_p_val
0,1,0.0001875958043717,0.121325710190508,True,Gathering,11,linear,True,0.0018759580437170001,1.0
1,2,0.0066041669858012,0.0021314080132494,True,Gathering,11,linear,True,0.066041669858012,0.021314080132493998
2,3,0.00146950529805,0.34728533128603,True,Gathering,11,linear,True,0.014695052980499999,1.0
3,4,0.0008261897584157,0.0080176730618071,True,Gathering,11,linear,True,0.008261897584157,0.08017673061807101
4,5,0.0124955694835072,0.354703739406987,True,Gathering,11,linear,True,0.12495569483507199,1.0
5,6,0.0074852391979669,0.178172494805669,True,Gathering,11,linear,True,0.074852391979669,1.0
6,7,0.0198014972884709,0.0926845484908982,True,Gathering,11,linear,True,0.198014972884709,0.926845484908982
7,8,9.59193018414263e-05,0.0225485668830628,True,Gathering,11,linear,True,0.000959193018414263,0.22548566883062798
8,9,0.0009271525812789,0.172733302136929,True,Gathering,11,linear,True,0.009271525812789,1.0
9,10,0.0068311873929737,0.759932014487577,True,Gathering,11,linear,True,0.068311873929737,1.0
10,11,0.0301989347800255,0.0337227991479076,True,Gathering,11,nonlinear,True,0.301989347800255,0.337227991479076
11,12,0.0088647944840036,0.10212289359768,True,Gathering,11,nonlinear,True,0.08864794484003599,1.0
12,13,0.0030372847528952,0.0135595857102075,True,Gathering,11,nonlinear,True,0.030372847528952,0.135595857102075
13,14,0.0012927741392541,0.0875745736329671,True,Gathering,11,nonlinear,True,0.012927741392541,0.875745736329671
14,15,0.0024647635053318,0.0992332355185721,True,Gathering,11,nonlinear,True,0.024647635053317997,0.992332355185721
15,16,0.0240276359805975,0.185241916221061,True,Gathering,11,nonlinear,True,0.240276359805975,1.0
16,17,0.0084104477708408,0.0517332488576669,True,Gathering,11,nonlinear,True,0.08410447770840801,0.517332488576669
17,18,0.0001522126018903,0.0030320090742416,True,Gathering,11,nonlinear,True,0.0015221260189030002,0.030320090742415998
18,19,0.0055473493073008,0.406826606609246,True,Gathering,11,nonlinear,True,0.055473493073008,1.0
19,20,0.0063150903138561,0.11474040526332,True,Gathering,11,nonlinear,True,0.063150903138561,1.0
20,21,2.39385072789834e-06,1.04258565923511e-05,True,Gathering,12,linear,True,2.39385072789834e-05,0.00010425856592351099
21,22,1.22067502727994e-08,0.0001182173335802,True,Gathering,12,linear,True,1.2206750272799398e-07,0.001182173335802
22,23,7.86344052376659e-09,0.00146334388697,True,Gathering,12,linear,True,7.86344052376659e-08,0.0146334388697
23,24,2.45234187722982e-06,1.32460048407194e-05,True,Gathering,12,linear,True,2.45234187722982e-05,0.00013246004840719399
24,25,3.73370015937773e-05,0.132790488121033,True,Gathering,12,linear,True,0.000373370015937773,1.0
25,26,9.27713006142994e-07,0.0019913237157093,True,Gathering,12,linear,True,9.27713006142994e-06,0.019913237157093002
26,27,8.37280617266836e-06,0.006269061061293,True,Gathering,12,linear,True,8.372806172668359e-05,0.06269061061292999
27,28,7.140643067450881e-09,0.0100262398954142,True,Gathering,12,linear,True,7.140643067450881e-08,0.100262398954142
28,29,2.58064563377612e-10,0.0005582240338795,True,Gathering,12,linear,True,2.58064563377612e-09,0.0055822403387949995
29,30,7.13273767965549e-11,0.0034807922998515,True,Gathering,12,linear,True,7.13273767965549e-10,0.034807922998515
30,31,2.0805898814924e-07,0.0423093076318248,True,Gathering,12,nonlinear,True,2.0805898814924002e-06,0.423093076318248
31,32,0.0,0.0010494845534115,True,Gathering,12,nonlinear,True,0.0,0.010494845534115001
32,33,0.0002522472547032,0.0022053205011435,True,Gathering,12,nonlinear,True,0.002522472547032,0.022053205011435
33,34,6.32207737383261e-07,0.0669347345569561,True,Gathering,12,nonlinear,True,6.32207737383261e-06,0.669347345569561
34,35,0.0,0.002036336444003,True,Gathering,12,nonlinear,True,0.0,0.02036336444003
35,36,6.19625307562988e-07,0.0449317022829935,True,Gathering,12,nonlinear,True,6.19625307562988e-06,0.449317022829935
36,37,0.0,0.0007007587732598,True,Gathering,12,nonlinear,True,0.0,0.0070075877325980005
37,38,0.0,0.03416755127688,True,Gathering,12,nonlinear,True,0.0,0.34167551276880004
38,39,5.86615923947598e-07,0.0038365726556821,True,Gathering,12,nonlinear,True,5.86615923947598e-06,0.038365726556821
39,40,2.71946840152415e-06,0.0007628670094769,True,Gathering,12,nonlinear,True,2.71946840152415e-05,0.0076286700947690005
40,41,0.0036726067222242,0.0347030944093282,True,Hunting,11,linear,True,0.036726067222242,0.347030944093282
41,42,0.10475142234455,0.687479021463997,True,Hunting,11,linear,True,1.0,1.0
42,43,0.0141344091411993,0.242062875917824,True,Hunting,11,linear,True,0.141344091411993,1.0
43,44,0.0015202507129713,0.624269208785631,True,Hunting,11,linear,True,0.015202507129713,1.0
44,45,0.0066990387264752,0.189541000740506,True,Hunting,11,linear,True,0.06699038726475201,1.0
45,46,0.0384379323152332,0.120116567504747,True,Hunting,11,linear,True,0.38437932315233203,1.0
46,47,1.95831141496431e-05,0.736249548310622,True,Hunting,11,linear,True,0.000195831141496431,1.0
47,48,0.0015450269939465,0.06364684069484,True,Hunting,11,linear,True,0.015450269939465001,0.6364684069484
48,49,0.0312500471819262,0.22619630721781,True,Hunting,11,linear,True,0.312500471819262,1.0
49,50,0.0605349029610737,0.0727645804617595,True,Hunting,11,linear,True,0.605349029610737,0.727645804617595
50,51,0.0018573635721678,0.0041372155544242,True,Hunting,11,nonlinear,True,0.018573635721678,0.041372155544242
51,52,0.0134696468784608,0.331797411282934,True,Hunting,11,nonlinear,True,0.134696468784608,1.0
52,53,0.0897369544101257,0.145045845687148,True,Hunting,11,nonlinear,True,0.897369544101257,1.0
53,54,0.179093881492866,0.110327279752218,True,Hunting,11,nonlinear,True,1.0,1.0
54,55,0.0005986530391526,0.0438710827162669,True,Hunting,11,nonlinear,True,0.0059865303915259994,0.43871082716266896
55,56,0.0500151420852279,0.191184011795261,True,Hunting,11,nonlinear,True,0.500151420852279,1.0
56,57,0.0506709158309693,0.115941561272065,True,Hunting,11,nonlinear,True,0.506709158309693,1.0
57,58,0.0012698945551356,0.111355464566895,True,Hunting,11,nonlinear,True,0.012698945551355999,1.0
58,59,0.0716425906473519,0.0360690763160088,True,Hunting,11,nonlinear,True,0.716425906473519,0.360690763160088
59,60,0.291077074845094,0.0192270241727916,True,Hunting,11,nonlinear,True,1.0,0.19227024172791599
60,61,0.0021159846794164,0.837493001230833,True,Hunting,12,linear,True,0.021159846794163998,1.0
61,62,0.0148682152170129,0.651785319058604,True,Hunting,12,linear,True,0.148682152170129,1.0
62,63,0.0039773527520613,0.423547083317898,True,Hunting,12,linear,True,0.039773527520613,1.0
63,64,2.22221597389897e-05,0.403411819227499,True,Hunting,12,linear,True,0.000222221597389897,1.0
64,65,0.0001403795719159,0.898391543768364,True,Hunting,12,linear,True,0.001403795719159,1.0
65,66,4.89061423052648e-05,0.999476296837061,True,Hunting,12,linear,True,0.0004890614230526481,1.0
66,67,0.0126422980128812,0.866467854234049,True,Hunting,12,linear,True,0.12642298012881198,1.0
67,68,0.0710609270288999,0.842975748479134,True,Hunting,12,linear,True,0.710609270288999,1.0
68,69,0.000351388977762,0.901050637543515,True,Hunting,12,linear,True,0.00351388977762,1.0
69,70,0.0017036236160281,0.772018560635354,True,Hunting,12,linear,True,0.017036236160281,1.0
70,71,0.0134021327193432,0.393238383128852,True,Hunting,12,nonlinear,True,0.13402132719343202,1.0
71,72,0.0151975484111586,0.736645072974765,True,Hunting,12,nonlinear,True,0.151975484111586,1.0
72,73,0.0199030516560962,0.640179040317238,True,Hunting,12,nonlinear,True,0.199030516560962,1.0
73,74,0.0003373244432094,0.173643319457001,True,Hunting,12,nonlinear,True,0.0033732444320940004,1.0
74,75,8.71248209831643e-05,0.432995593798334,True,Hunting,12,nonlinear,True,0.0008712482098316431,1.0
75,76,0.0110719046727191,0.357991923139764,True,Hunting,12,nonlinear,True,0.11071904672719099,1.0
76,77,0.0041119746924959,0.435303079160842,True,Hunting,12,nonlinear,True,0.041119746924959,1.0
77,78,5.61847959532624e-05,0.425450577059512,True,Hunting,12,nonlinear,True,0.000561847959532624,1.0
78,79,0.0066780156288184,0.303507494707093,True,Hunting,12,nonlinear,True,0.066780156288184,1.0
79,80,0.0403293706703154,0.125368622878212,True,Hunting,12,nonlinear,True,0.40329370670315395,1.0
