"","surp_p_val","prev_surp_p_val","converged","has_preview_condition","reread_consecutive_condition","linear","additive_model"
"1",2.64202399356067e-11,3.40954881207119e-07,TRUE,"Gathering",11,"linear",TRUE
"2",1.080144569569e-16,0.0102862197200647,TRUE,"Gathering",11,"linear",TRUE
"3",2.24574777071322e-09,0.00862967621414878,TRUE,"Gathering",11,"linear",TRUE
"4",2.29284172766928e-12,3.2362164139969e-06,TRUE,"Gathering",11,"linear",TRUE
"5",2.62713507550048e-12,1.31373409911642e-05,TRUE,"Gathering",11,"linear",TRUE
"6",1.71412613054964e-12,4.40779451805609e-06,TRUE,"Gathering",11,"linear",TRUE
"7",8.21764147773030e-12,0.00012301076602427,TRUE,"Gathering",11,"linear",TRUE
"8",8.13970247329809e-10,5.46689379559895e-05,TRUE,"Gathering",11,"linear",TRUE
"9",4.55949564157021e-18,1.90078121003813e-07,TRUE,"Gathering",11,"linear",TRUE
"10",3.33853158016244e-14,0.00134418624133591,TRUE,"Gathering",11,"linear",TRUE
"11",0,0.00012813729720923,TRUE,"Gathering",11,"nonlinear",TRUE
"12",0,4.47256929720918e-05,TRUE,"Gathering",11,"nonlinear",TRUE
"13",4.47073374210127e-07,0.00016951619312694,TRUE,"Gathering",11,"nonlinear",TRUE
"14",0,0.00611754686503113,TRUE,"Gathering",11,"nonlinear",TRUE
"15",0,2.36357117205932e-06,TRUE,"Gathering",11,"nonlinear",TRUE
"16",0,0.00142745025504493,TRUE,"Gathering",11,"nonlinear",TRUE
"17",0,0.0125804399162822,TRUE,"Gathering",11,"nonlinear",TRUE
"18",0,5.06336036852906e-05,TRUE,"Gathering",11,"nonlinear",TRUE
"19",0,0,TRUE,"Gathering",11,"nonlinear",TRUE
"20",0,0.00113793574658172,TRUE,"Gathering",11,"nonlinear",TRUE
"21",6.4975156434142e-21,9.77279643220086e-05,TRUE,"Gathering",12,"linear",TRUE
"22",1.65998244951697e-26,7.42804475644006e-06,TRUE,"Gathering",12,"linear",TRUE
"23",6.2102130656111e-23,2.89894478657196e-09,TRUE,"Gathering",12,"linear",TRUE
"24",7.11783380591216e-23,2.19062146138698e-08,TRUE,"Gathering",12,"linear",TRUE
"25",4.00811147405304e-23,1.15533896406981e-05,TRUE,"Gathering",12,"linear",TRUE
"26",1.24986487433418e-29,0.000285096819354648,TRUE,"Gathering",12,"linear",TRUE
"27",3.67709624154534e-35,1.89953738358585e-06,TRUE,"Gathering",12,"linear",TRUE
"28",3.44040710516699e-21,5.06726828875885e-09,TRUE,"Gathering",12,"linear",TRUE
"29",3.38565926098132e-26,7.47268210455475e-05,TRUE,"Gathering",12,"linear",TRUE
"30",2.75283599164989e-31,6.36204267402482e-06,TRUE,"Gathering",12,"linear",TRUE
"31",0,8.37683921528498e-06,TRUE,"Gathering",12,"nonlinear",TRUE
"32",0,0.000500036904636403,TRUE,"Gathering",12,"nonlinear",TRUE
"33",0,4.06468036895369e-07,TRUE,"Gathering",12,"nonlinear",TRUE
"34",0,7.55886086855062e-05,TRUE,"Gathering",12,"nonlinear",TRUE
"35",0,0.000191459304875741,TRUE,"Gathering",12,"nonlinear",TRUE
