,has_preview_condition,reread_consecutive_condition,linear,surp_p_val,prev_surp_p_val,surp_symbol,prev_surp_symbol,x_surp,y_surp,x_prev_surp,y_prev_surp,symbol_size,font_size
0,Gathering,11,linear,2.863692643806651e-11,0.00031987938138096204,***,***,180,90,180,125,30,30
1,Gathering,11,nonlinear,0.0,0.0011662304281195776,***,**,260,90,260,125,30,30
2,Gathering,12,linear,4.494819053068391e-27,1.704991709083351e-05,***,***,180,550,180,585,30,30
3,Gathering,12,nonlinear,0.0,0.0022275571986272637,***,**,260,550,260,585,30,30
4,Hunting,11,linear,1.0481078731085732e-06,0.02525244988411026,***,*,670,90,670,125,30,30
5,Hunting,11,nonlinear,3.4250357868082e-06,0.013488821457060277,***,*,750,90,750,125,30,30
6,Hunting,12,linear,2.5211361729642896e-05,0.0324803332782371,***,*,670,550,670,585,30,30
7,Hunting,12,nonlinear,0.000437294429109184,0.020738662468783687,***,*,750,550,750,585,30,30
