"","surp_p_val","prev_surp_p_val","converged","has_preview_condition","reread_consecutive_condition","linear","additive_model"
"1",2.64149912957403e-08,0.0445427332373526,TRUE,"Gathering",11,"linear",TRUE
"2",6.84041018151782e-07,0.000141998010777401,TRUE,"Gathering",11,"linear",TRUE
"3",4.06410069063404e-08,0.00208849378617665,TRUE,"Gathering",11,"linear",TRUE
"4",1.45495838413326e-05,0.0673857995488158,TRUE,"Gathering",11,"linear",TRUE
"5",0.000335944220108234,0.0500037140153283,TRUE,"Gathering",11,"linear",TRUE
"6",6.43077945147439e-05,0.220924976668855,TRUE,"Gathering",11,"linear",TRUE
"7",3.08480747245882e-07,0.204173953553898,TRUE,"Gathering",11,"linear",TRUE
"8",0.00098461127980962,0.000287728126147108,TRUE,"Gathering",11,"linear",TRUE
"9",0.0150807646785918,0.00487948010715188,TRUE,"Gathering",11,"linear",TRUE
"10",0.00084375039241165,0.04590726378403,TRUE,"Gathering",11,"linear",TRUE
"11",0.000198002686045529,0.00235193612538559,TRUE,"Gathering",11,"nonlinear",TRUE
"12",8.74930476428282e-05,0.089566722820706,TRUE,"Gathering",11,"nonlinear",TRUE
"13",0.000911878524131715,0.0434841828146109,TRUE,"Gathering",11,"nonlinear",TRUE
"14",0.000256989375688133,0.12028748422472,TRUE,"Gathering",11,"nonlinear",TRUE
"15",0.000226506174115459,0.0115086665177764,TRUE,"Gathering",11,"nonlinear",TRUE
"16",1.25949680063187e-06,0.0355704217976329,TRUE,"Gathering",11,"nonlinear",TRUE
"17",0,0.0144189687435897,TRUE,"Gathering",11,"nonlinear",TRUE
"18",3.64467698299453e-07,0.00738466704686547,TRUE,"Gathering",11,"nonlinear",TRUE
"19",0.00144396470806341,0.00949469618868987,TRUE,"Gathering",11,"nonlinear",TRUE
"20",2.04815434640127e-06,0.000756708541470141,TRUE,"Gathering",11,"nonlinear",TRUE
"21",9.60006565322959e-13,0.0102489619951243,TRUE,"Gathering",12,"linear",TRUE
"22",6.03680605297613e-18,0.213660333930372,TRUE,"Gathering",12,"linear",TRUE
"23",2.7028288105651e-11,0.205106562668873,TRUE,"Gathering",12,"linear",TRUE
"24",1.01583752025803e-13,0.273678129012016,TRUE,"Gathering",12,"linear",TRUE
"25",2.57746198434938e-09,0.108765868837847,TRUE,"Gathering",12,"linear",TRUE
"26",1.77981202553951e-09,0.806506782799249,TRUE,"Gathering",12,"linear",TRUE
"27",2.16233939501173e-11,0.357694935037881,TRUE,"Gathering",12,"linear",TRUE
"28",1.27379777385551e-14,0.227634776811301,TRUE,"Gathering",12,"linear",TRUE
"29",2.31907378000903e-08,0.636235581935746,TRUE,"Gathering",12,"linear",TRUE
"30",2.19407374824564e-11,0.957649766261762,TRUE,"Gathering",12,"linear",TRUE
"31",0,0.674443078599516,TRUE,"Gathering",12,"nonlinear",TRUE
"32",0,0.205463651172676,TRUE,"Gathering",12,"nonlinear",TRUE
"33",-8.79887749327679e-08,0.245353950828478,TRUE,"Gathering",12,"nonlinear",TRUE
"34",0,0.15772244401983,TRUE,"Gathering",12,"nonlinear",TRUE
"35",0,0.263949883654836,TRUE,"Gathering",12,"nonlinear",TRUE
"36",0,0.181055629523565,TRUE,"Gathering",12,"nonlinear",TRUE
"37",0,0.626765563014569,TRUE,"Gathering",12,"nonlinear",TRUE
"38",0,0.0671501951473163,TRUE,"Gathering",12,"nonlinear",TRUE
"39",0,0.189330051378474,TRUE,"Gathering",12,"nonlinear",TRUE
"40",0,0.00967352892001122,TRUE,"Gathering",12,"nonlinear",TRUE
"41",0.0351742190032278,0.0603987553176494,TRUE,"Hunting",11,"linear",TRUE
"42",0.00536414056340406,0.0236067853118876,TRUE,"Hunting",11,"linear",TRUE
"43",0.0448987889399217,0.00581170455654101,TRUE,"Hunting",11,"linear",TRUE
"44",0.199859390307736,0.00265495480480003,TRUE,"Hunting",11,"linear",TRUE
"45",0.00185672966992132,0.250375887126489,TRUE,"Hunting",11,"linear",TRUE
"46",1.17630260694984e-05,0.275360860577377,TRUE,"Hunting",11,"linear",TRUE
"47",0.000462890007679738,0.039062367568776,TRUE,"Hunting",11,"linear",TRUE
"48",3.26887508198157e-06,0.0966995691930003,TRUE,"Hunting",11,"linear",TRUE
"49",0.00341565332447184,0.367373763944349,TRUE,"Hunting",11,"linear",TRUE
"50",0.000834870906483382,0.27759788844428,TRUE,"Hunting",11,"linear",TRUE
"51",0.00124587420797717,0.0303500240160347,TRUE,"Hunting",11,"nonlinear",TRUE
