"","surp_p_val","prev_surp_p_val","converged","has_preview_condition","reread_consecutive_condition","linear","additive_model"
"1",1.95148847647499e-06,0.123223798120458,TRUE,"Gathering",11,"linear",TRUE
"2",2.12253474141021e-09,0.273406321925754,TRUE,"Gathering",11,"linear",TRUE
"3",8.05571572974979e-05,0.962909569972115,TRUE,"Gathering",11,"linear",TRUE
"4",0.000347951075943684,0.0148364682654163,TRUE,"Gathering",11,"linear",TRUE
"5",3.19865067755313e-06,0.917223481840497,TRUE,"Gathering",11,"linear",TRUE
"6",7.87066468462391e-05,0.0337194062408282,TRUE,"Gathering",11,"linear",TRUE
"7",0.000177428554116537,0.566592300703714,TRUE,"Gathering",11,"linear",TRUE
"8",0.0002316635442445,0.353218622675138,TRUE,"Gathering",11,"linear",TRUE
"9",4.45761432401495e-05,0.0073266514532995,TRUE,"Gathering",11,"linear",TRUE
"10",3.60568662901556e-05,0.585829916376033,TRUE,"Gathering",11,"linear",TRUE
"11",0,0.000786842649150465,TRUE,"Gathering",11,"nonlinear",TRUE
"12",2.73222556017028e-05,0.016201274072423,TRUE,"Gathering",11,"nonlinear",TRUE
"13",2.0196307164988e-06,0.0044214654827297,TRUE,"Gathering",11,"nonlinear",TRUE
"14",0.000109647605174512,0.0901735926466247,TRUE,"Gathering",11,"nonlinear",TRUE
"15",0.000173392831448516,0.000624364976418379,TRUE,"Gathering",11,"nonlinear",TRUE
"16",4.34061918186401e-07,0.0230418867210823,TRUE,"Gathering",11,"nonlinear",TRUE
"17",1.36965820501933e-06,0.016381988858139,TRUE,"Gathering",11,"nonlinear",TRUE
"18",6.0677954681787e-05,0.322806628315396,TRUE,"Gathering",11,"nonlinear",TRUE
"19",1.20650917090348e-06,0.00229568345581732,TRUE,"Gathering",11,"nonlinear",TRUE
"20",1.18925250258695e-07,0.0345766994415098,TRUE,"Gathering",11,"nonlinear",TRUE
"21",4.08087530654285e-17,0.00289906548954372,TRUE,"Gathering",12,"linear",TRUE
"22",4.06108748552725e-13,0.00181574865093732,TRUE,"Gathering",12,"linear",TRUE
"23",1.00165777659658e-17,0.000892965760904904,TRUE,"Gathering",12,"linear",TRUE
"24",1.62175401145945e-13,0.0218988625710437,TRUE,"Gathering",12,"linear",TRUE
"25",3.40355853941712e-21,0.256874569404538,TRUE,"Gathering",12,"linear",TRUE
"26",1.81636216809958e-13,0.113044314922629,TRUE,"Gathering",12,"linear",TRUE
"27",1.57132811152182e-11,0.0047861833004975,TRUE,"Gathering",12,"linear",TRUE
"28",1.49451525095277e-14,0.179521284133117,TRUE,"Gathering",12,"linear",TRUE
"29",1.93461127649848e-13,0.0701717119230157,TRUE,"Gathering",12,"linear",TRUE
"30",8.70980113394647e-13,0.0106381301325853,TRUE,"Gathering",12,"linear",TRUE
"31",0,0.157482528770068,TRUE,"Gathering",12,"nonlinear",TRUE
"32",0,0.10811714479197,TRUE,"Gathering",12,"nonlinear",TRUE
"33",0,0.00890258452547055,TRUE,"Gathering",12,"nonlinear",TRUE
"34",0,0.719421632492161,TRUE,"Gathering",12,"nonlinear",TRUE
"35",0,0.00450880615494598,TRUE,"Gathering",12,"nonlinear",TRUE
"36",0,0.00339475083238872,TRUE,"Gathering",12,"nonlinear",TRUE
"37",0,0.201912255257888,TRUE,"Gathering",12,"nonlinear",TRUE
"38",0,0.00591669414020141,TRUE,"Gathering",12,"nonlinear",TRUE
"39",0,0.231113062825115,TRUE,"Gathering",12,"nonlinear",TRUE
"40",0,0.0427634039962242,TRUE,"Gathering",12,"nonlinear",TRUE
"41",0.000382177084333431,0.198822252816168,TRUE,"Hunting",11,"linear",TRUE
"42",0.00067786625776075,0.0185824414200624,TRUE,"Hunting",11,"linear",TRUE
"43",0.00033383101566206,0.0237260922457292,TRUE,"Hunting",11,"linear",TRUE
"44",0.000174145223085295,0.0517009132001913,TRUE,"Hunting",11,"linear",TRUE
"45",9.40406603638069e-05,0.000747108063012956,TRUE,"Hunting",11,"linear",TRUE
"46",8.75884462075926e-06,0.39939636761853,TRUE,"Hunting",11,"linear",TRUE
"47",1.95428683117498e-05,0.0176098341916268,TRUE,"Hunting",11,"linear",TRUE
"48",0.000366239374662297,0.0383992917578102,TRUE,"Hunting",11,"linear",TRUE
"49",0.000249153108012848,0.255924507614591,TRUE,"Hunting",11,"linear",TRUE
"50",0.00100303072028396,0.0015908027451252,TRUE,"Hunting",11,"linear",TRUE
"51",0.0182902566798749,0.445264789740201,TRUE,"Hunting",11,"nonlinear",TRUE
"52",0.000184552746660405,0.00148191171937451,TRUE,"Hunting",11,"nonlinear",TRUE
"53",0.00272739943829503,0.0253823812508987,TRUE,"Hunting",11,"nonlinear",TRUE
"54",0.00057010329739221,0.0163013445838653,TRUE,"Hunting",11,"nonlinear",TRUE
"55",6.99244866342319e-07,0.00595837804736332,TRUE,"Hunting",11,"nonlinear",TRUE
"56",0.000187414364805794,0.000823734748399751,TRUE,"Hunting",11,"nonlinear",TRUE
"57",0.0209020211489396,0.0149121983208724,TRUE,"Hunting",11,"nonlinear",TRUE
"58",6.50817451974817e-05,0.0332520732975228,TRUE,"Hunting",11,"nonlinear",TRUE
"59",0.000127970220975659,0.00411300794325509,TRUE,"Hunting",11,"nonlinear",TRUE
"60",0.000185403106521542,0.108275839526109,TRUE,"Hunting",11,"nonlinear",TRUE
"61",0.00949582866089431,0.0434156217360769,TRUE,"Hunting",12,"linear",TRUE
"62",0.00144762683520181,0.197836531530674,TRUE,"Hunting",12,"linear",TRUE
"63",0.00429343573262242,0.706193875724596,TRUE,"Hunting",12,"linear",TRUE
"64",0.000728293333760834,0.204386947108256,TRUE,"Hunting",12,"linear",TRUE
"65",0.0135155336664248,0.102535012870614,TRUE,"Hunting",12,"linear",TRUE
"66",0.1143127660078,0.619062045174807,TRUE,"Hunting",12,"linear",TRUE
"67",0.0222739659523825,0.751790146010258,TRUE,"Hunting",12,"linear",TRUE
"68",0.00378470521393322,0.805457583469407,TRUE,"Hunting",12,"linear",TRUE
"69",0.0233886868207758,0.00986625593126878,TRUE,"Hunting",12,"linear",TRUE
"70",0.000287527661675817,0.707972636379758,TRUE,"Hunting",12,"linear",TRUE
"71",5.13476304660476e-05,0.275494897161574,TRUE,"Hunting",12,"nonlinear",TRUE
"72",0.000657776027948254,0.193006295759738,TRUE,"Hunting",12,"nonlinear",TRUE
"73",1.76890800444585e-05,0.698022018590754,TRUE,"Hunting",12,"nonlinear",TRUE
"74",0.0011791073845015,0.861605185175421,TRUE,"Hunting",12,"nonlinear",TRUE
"75",0.0048898363941034,0.214814583997208,TRUE,"Hunting",12,"nonlinear",TRUE
"76",4.63248253935733e-05,0.0588594273890126,TRUE,"Hunting",12,"nonlinear",TRUE
"77",7.44112023347565e-05,0.211406426341706,TRUE,"Hunting",12,"nonlinear",TRUE
"78",0.000136587741748573,0.322806664033131,TRUE,"Hunting",12,"nonlinear",TRUE
"79",0.168579503946433,0.373058227280422,TRUE,"Hunting",12,"nonlinear",TRUE
"80",0.00320619456663446,0.550147836543907,TRUE,"Hunting",12,"nonlinear",TRUE
