,Unnamed: 0,surp_p_val,prev_surp_p_val,converged,has_preview_condition,reread_consecutive_condition,linear,additive_model,corrected_surp_p_val,corrected_prev_surp_p_val
0,1,0.0289682657489593,0.496733350358197,True,Gathering,11,linear,True,0.289682657489593,1.0
1,2,4.80822981370392e-05,0.383051859213488,True,Gathering,11,linear,True,0.00048082298137039196,1.0
2,3,0.0001580989801378,0.297809037215446,True,Gathering,11,linear,True,0.001580989801378,1.0
3,4,0.0053920445004667,0.0131142247591928,True,Gathering,11,linear,True,0.053920445004667,0.131142247591928
4,5,0.0004974776334251,0.115272792521281,True,Gathering,11,linear,True,0.004974776334251,1.0
5,6,0.0036032588033023,0.0383301285080676,True,Gathering,11,linear,True,0.036032588033023,0.383301285080676
6,7,0.0135843340815095,0.0158554823050171,True,Gathering,11,linear,True,0.135843340815095,0.158554823050171
7,8,0.0002155625153938,0.0002379074838275,True,Gathering,11,linear,True,0.002155625153938,0.002379074838275
8,9,0.0564399367692452,0.831028295523376,True,Gathering,11,linear,True,0.564399367692452,1.0
9,10,0.0005221025797638,0.115914132753214,True,Gathering,11,linear,True,0.005221025797638,1.0
10,11,1.99404429901406e-05,0.419119189189525,True,Gathering,11,nonlinear,True,0.000199404429901406,1.0
11,12,7.34942242047176e-05,0.136197485056718,True,Gathering,11,nonlinear,True,0.0007349422420471761,1.0
12,13,0.0127315974253912,0.0937691069695902,True,Gathering,11,nonlinear,True,0.127315974253912,0.937691069695902
13,14,0.0162725939153135,0.0434296645319445,True,Gathering,11,nonlinear,True,0.162725939153135,0.434296645319445
14,15,0.0216403583261919,0.327424506449471,True,Gathering,11,nonlinear,True,0.216403583261919,1.0
15,16,0.0296697434284192,0.0658888538202682,True,Gathering,11,nonlinear,True,0.29669743428419204,0.658888538202682
16,17,0.0182454720000608,0.0054771485751695,True,Gathering,11,nonlinear,True,0.182454720000608,0.054771485751695
17,18,0.0328371978337613,0.244351695113228,True,Gathering,11,nonlinear,True,0.328371978337613,1.0
18,19,0.072561938009126,0.542019497685104,True,Gathering,11,nonlinear,True,0.72561938009126,1.0
19,20,0.020373360312015,0.0431082267189573,True,Gathering,11,nonlinear,True,0.20373360312015001,0.43108226718957304
20,21,8.83219929503923e-05,0.0085805163817951,True,Gathering,12,linear,True,0.000883219929503923,0.085805163817951
21,22,5.7755269725548e-05,0.0078735029695165,True,Gathering,12,linear,True,0.00057755269725548,0.07873502969516499
22,23,1.56008115808581e-05,0.135239708957016,True,Gathering,12,linear,True,0.000156008115808581,1.0
23,24,2.02464532305417e-05,0.009730402672628,True,Gathering,12,linear,True,0.000202464532305417,0.09730402672628
24,25,6.20151567306469e-07,0.001161368212396,True,Gathering,12,linear,True,6.20151567306469e-06,0.011613682123959999
25,26,0.0010169410479065,0.004197238038981,True,Gathering,12,linear,True,0.010169410479065001,0.04197238038980999
26,27,3.57826951988055e-06,0.291080665958593,True,Gathering,12,linear,True,3.5782695198805496e-05,1.0
27,28,9.52692822852444e-08,0.0364324972839007,True,Gathering,12,linear,True,9.52692822852444e-07,0.364324972839007
28,29,9.82100502813179e-06,0.0468677330651779,True,Gathering,12,linear,True,9.82100502813179e-05,0.46867733065177897
29,30,1.74539813682698e-05,0.0002109923646743,True,Gathering,12,linear,True,0.00017453981368269802,0.002109923646743
30,31,0.0,0.0284549907758658,True,Gathering,12,nonlinear,True,0.0,0.284549907758658
31,32,1.87392257626207e-05,0.045678535905275,True,Gathering,12,nonlinear,True,0.000187392257626207,0.45678535905275
32,33,0.0004328811322654,0.514623679833505,True,Gathering,12,nonlinear,True,0.004328811322654,1.0
33,34,2.30507240167599e-06,0.18740208647866,True,Gathering,12,nonlinear,True,2.3050724016759897e-05,1.0
34,35,0.0,6.8616814769995e-05,True,Gathering,12,nonlinear,True,0.0,0.00068616814769995
35,36,0.0008697036700217,0.345725956869458,True,Gathering,12,nonlinear,True,0.008697036700217,1.0
36,37,7.55229310739902e-05,0.0349527739646651,True,Gathering,12,nonlinear,True,0.0007552293107399021,0.34952773964665096
37,38,0.0451702959202598,0.0021759643341297,True,Gathering,12,nonlinear,True,0.45170295920259795,0.021759643341297
38,39,8.9914498901944e-07,0.0359904730582846,True,Gathering,12,nonlinear,True,8.9914498901944e-06,0.359904730582846
39,40,5.1932764317808e-06,0.0059839537405224,True,Gathering,12,nonlinear,True,5.1932764317807995e-05,0.059839537405224
40,41,0.022157525402225,0.866190276954299,True,Hunting,11,linear,True,0.22157525402225,1.0
41,42,0.0001777500070615,0.0730446752945306,True,Hunting,11,linear,True,0.001777500070615,0.730446752945306
42,43,0.0065382535622268,0.0963518623001274,True,Hunting,11,linear,True,0.06538253562226799,0.963518623001274
43,44,0.0043390130669336,0.00994445237762,True,Hunting,11,linear,True,0.043390130669336,0.0994445237762
44,45,0.0628256563942849,0.0208155834158783,True,Hunting,11,linear,True,0.628256563942849,0.208155834158783
45,46,0.0979565387054928,0.0486296588212784,True,Hunting,11,linear,True,0.979565387054928,0.486296588212784
46,47,0.477743840807526,0.183043723687428,True,Hunting,11,linear,True,1.0,1.0
47,48,0.0347687965105118,0.0322698692555987,True,Hunting,11,linear,True,0.34768796510511796,0.32269869255598704
48,49,0.0506260610429142,0.0932595358302691,True,Hunting,11,linear,True,0.506260610429142,0.9325953583026909
49,50,0.0026278262164356,0.06196849681443,True,Hunting,11,linear,True,0.026278262164356,0.6196849681443
50,51,0.0139059977310679,0.0429126077156033,True,Hunting,11,nonlinear,True,0.139059977310679,0.42912607715603296
51,52,0.106516273638054,0.0056343062751915,True,Hunting,11,nonlinear,True,1.0,0.056343062751915
52,53,0.0626324732004084,0.335472440326458,True,Hunting,11,nonlinear,True,0.6263247320040841,1.0
53,54,0.0909779924483005,0.218275916995384,True,Hunting,11,nonlinear,True,0.909779924483005,1.0
54,55,0.0103430835532564,0.0875143675186941,True,Hunting,11,nonlinear,True,0.103430835532564,0.875143675186941
55,56,0.0225324816297612,0.0960629905856549,True,Hunting,11,nonlinear,True,0.22532481629761203,0.9606299058565491
56,57,0.0006722049791059,0.171898146994492,True,Hunting,11,nonlinear,True,0.006722049791059,1.0
57,58,0.0285547219768657,0.297141421661564,True,Hunting,11,nonlinear,True,0.285547219768657,1.0
58,59,0.0363151129673178,0.582363629153084,True,Hunting,11,nonlinear,True,0.363151129673178,1.0
59,60,0.0041718797193649,0.109012823739666,True,Hunting,11,nonlinear,True,0.041718797193649,1.0
60,61,1.06897144317303e-06,0.309897689961515,True,Hunting,12,linear,True,1.06897144317303e-05,1.0
61,62,0.0001993651149125,0.458487291727347,True,Hunting,12,linear,True,0.001993651149125,1.0
62,63,0.0023236788264899,0.467858340670535,True,Hunting,12,linear,True,0.023236788264899,1.0
63,64,0.0005867248746601,0.904370761101334,True,Hunting,12,linear,True,0.005867248746601,1.0
64,65,6.92735223937333e-06,0.32978982381893,True,Hunting,12,linear,True,6.927352239373329e-05,1.0
65,66,0.0384273750631474,0.659826713974256,True,Hunting,12,linear,True,0.38427375063147395,1.0
66,67,4.83313644583844e-06,0.606555964156825,True,Hunting,12,linear,True,4.83313644583844e-05,1.0
67,68,3.6056761827359e-06,0.224635159378209,True,Hunting,12,linear,True,3.6056761827359e-05,1.0
68,69,0.0001736413753399,0.25708046380067,True,Hunting,12,linear,True,0.0017364137533989999,1.0
69,70,0.0007810335392425,0.88075281805995,True,Hunting,12,linear,True,0.007810335392425,1.0
70,71,0.000522296398868,0.449908291720955,True,Hunting,12,nonlinear,True,0.0052229639886800005,1.0
71,72,0.0003006339733677,0.305688270454061,True,Hunting,12,nonlinear,True,0.003006339733677,1.0
72,73,0.0066875651026573,0.635122947064638,True,Hunting,12,nonlinear,True,0.066875651026573,1.0
73,74,0.108237253632618,0.421502753572925,True,Hunting,12,nonlinear,True,1.0,1.0
