,has_preview_condition,reread_consecutive_condition,linear,surp_p_val,prev_surp_p_val,corrected_surp_p_val,corrected_prev_surp_p_val,surp_symbol,prev_surp_symbol,x_surp,y_surp,x_prev_surp,y_prev_surp,symbol_size,font_size
0,Gathering,11,linear,7.1384454962085e-05,0.0217516076791611,0.00071384454962085,0.217516076791611,***,(.),180,90,180,125,30,30
1,Gathering,11,nonlinear,6.73213495319125e-05,0.011572743456306,0.000673213495319125,0.11572743456306,***,(.),260,90,260,125,30,30
2,Gathering,12,linear,5.60665956545919e-13,6.24036607348726e-06,5.606659565459189e-12,6.24036607348726e-05,***,***,180,550,180,585,30,30
3,Gathering,12,nonlinear,0.0,2.48653691836687e-06,0.0,2.48653691836687e-05,***,***,260,550,260,585,30,30
4,Hunting,11,linear,1.82887381428763e-05,0.0064461187813934,0.000182887381428763,0.064461187813934,***,(.),670,90,670,125,30,30
5,Hunting,11,nonlinear,0.004129812067141,0.0014704396812976,0.041298120671410005,0.014704396812976,*,*,750,90,750,125,30,30
6,Hunting,12,linear,8.27837555596014e-06,0.124537530215624,8.27837555596014e-05,1.0,***,(.),670,550,670,585,30,30
7,Hunting,12,nonlinear,5.72247869667919e-05,0.0524595500360532,0.0005722478696679191,0.524595500360532,***,(.),750,550,750,585,30,30
