,has_preview_condition,reread_consecutive_condition,linear,surp_p_val,prev_surp_p_val,surp_symbol,prev_surp_symbol,x_surp,y_surp,x_prev_surp,y_prev_surp,symbol_size,font_size
0,Gathering,11,linear,0.0002965450656139816,0.5279335366603435,***,(.),180,90,180,125,30,30
1,Gathering,11,nonlinear,0.00046429263342216524,0.37811958480646163,***,(.),260,90,260,125,30,30
2,Gathering,12,linear,0.0002852782087656576,0.09054552363804717,***,(.),180,550,180,585,30,30
3,Gathering,12,nonlinear,1.191365495678553e-05,0.04103827833748963,***,*,260,550,260,585,30,30
4,Hunting,11,linear,0.05949494611908922,0.25757979138865683,(.),(.),670,90,670,125,30,30
5,Hunting,11,nonlinear,0.042081330614011495,0.059436534589169754,*,(.),750,90,750,125,30,30
6,Hunting,12,linear,0.007082972115683127,0.4898110821013555,**,(.),670,550,670,585,30,30
7,Hunting,12,nonlinear,0.014719811464994723,0.5336854441596999,*,(.),750,550,750,585,30,30
