,has_preview_condition,reread_consecutive_condition,linear,surp_p_val,prev_surp_p_val,surp_symbol,prev_surp_symbol,x_surp,y_surp,x_prev_surp,y_prev_surp,symbol_size,font_size
0,Gathering,11,linear,2.2037089287193867e-06,0.17999664120740522,***,(.),180,90,180,125,30,30
1,Gathering,11,nonlinear,2.3440429570468975e-05,0.02422449665559815,***,*,260,90,260,125,30,30
2,Gathering,12,linear,7.12458622400211e-12,0.08771799697768316,***,(.),180,550,180,585,30,30
3,Gathering,12,nonlinear,0.0,0.07143396745558508,***,(.),260,550,260,585,30,30
4,Hunting,11,linear,0.0028995399089256847,0.08363338160506249,**,(.),670,90,670,125,30,30
5,Hunting,11,nonlinear,0.02449808389901777,0.039007676193165815,*,*,750,90,750,125,30,30
6,Hunting,12,linear,0.016508372101345054,0.5196066136139338,*,(.),670,550,670,585,30,30
7,Hunting,12,nonlinear,0.011107270187623704,0.3874875392156378,*,(.),750,550,750,585,30,30
