"","surp_p_val","prev_surp_p_val","converged","has_preview_condition","reread_consecutive_condition","linear","additive_model"
"1",0.0289682657489593,0.496733350358197,TRUE,"Gathering",11,"linear",TRUE
"2",4.80822981370392e-05,0.383051859213488,TRUE,"Gathering",11,"linear",TRUE
"3",0.000158098980137894,0.297809037215446,TRUE,"Gathering",11,"linear",TRUE
"4",0.0053920445004667,0.0131142247591928,TRUE,"Gathering",11,"linear",TRUE
"5",0.000497477633425129,0.115272792521281,TRUE,"Gathering",11,"linear",TRUE
"6",0.00360325880330231,0.0383301285080676,TRUE,"Gathering",11,"linear",TRUE
"7",0.0135843340815095,0.0158554823050171,TRUE,"Gathering",11,"linear",TRUE
"8",0.000215562515393858,0.00023790748382755,TRUE,"Gathering",11,"linear",TRUE
"9",0.0564399367692452,0.831028295523376,TRUE,"Gathering",11,"linear",TRUE
"10",0.000522102579763824,0.115914132753214,TRUE,"Gathering",11,"linear",TRUE
"11",1.99404429901406e-05,0.419119189189525,TRUE,"Gathering",11,"nonlinear",TRUE
"12",7.34942242047176e-05,0.136197485056718,TRUE,"Gathering",11,"nonlinear",TRUE
"13",0.0127315974253912,0.0937691069695902,TRUE,"Gathering",11,"nonlinear",TRUE
"14",0.0162725939153135,0.0434296645319445,TRUE,"Gathering",11,"nonlinear",TRUE
"15",0.0216403583261919,0.327424506449471,TRUE,"Gathering",11,"nonlinear",TRUE
"16",0.0296697434284192,0.0658888538202682,TRUE,"Gathering",11,"nonlinear",TRUE
"17",0.0182454720000608,0.00547714857516957,TRUE,"Gathering",11,"nonlinear",TRUE
"18",0.0328371978337613,0.244351695113228,TRUE,"Gathering",11,"nonlinear",TRUE
"19",0.072561938009126,0.542019497685104,TRUE,"Gathering",11,"nonlinear",TRUE
"20",0.020373360312015,0.0431082267189573,TRUE,"Gathering",11,"nonlinear",TRUE
"21",8.83219929503923e-05,0.00858051638179519,TRUE,"Gathering",12,"linear",TRUE
"22",5.7755269725548e-05,0.00787350296951658,TRUE,"Gathering",12,"linear",TRUE
"23",1.56008115808581e-05,0.135239708957016,TRUE,"Gathering",12,"linear",TRUE
