,Unnamed: 0,surp_p_val,prev_surp_p_val,converged,has_preview_condition,reread_consecutive_condition,linear,additive_model,corrected_surp_p_val,corrected_prev_surp_p_val
0,1,9.29689223001468e-08,0.669141529721156,True,Gathering,11,linear,True,9.29689223001468e-07,1.0
1,2,7.01886653749178e-07,0.0081138097964092,True,Gathering,11,linear,True,7.01886653749178e-06,0.081138097964092
2,3,5.24458002228265e-06,0.231594102596218,True,Gathering,11,linear,True,5.24458002228265e-05,1.0
3,4,8.09777525750423e-07,0.0544464608381226,True,Gathering,11,linear,True,8.09777525750423e-06,0.544464608381226
4,5,1.08464771844182e-08,0.0955920734675137,True,Gathering,11,linear,True,1.08464771844182e-07,0.9559207346751369
5,6,8.22905515313496e-07,0.189063771215022,True,Gathering,11,linear,True,8.22905515313496e-06,1.0
6,7,5.27477841306052e-07,0.0453951295424601,True,Gathering,11,linear,True,5.27477841306052e-06,0.453951295424601
7,8,6.28796577815827e-06,0.0475067738767006,True,Gathering,11,linear,True,6.28796577815827e-05,0.47506773876700603
8,9,7.33290403947966e-06,0.158042122376094,True,Gathering,11,linear,True,7.33290403947966e-05,1.0
9,10,2.05776511669572e-07,0.301070638644356,True,Gathering,11,linear,True,2.05776511669572e-06,1.0
10,11,8.08479610814317e-07,0.0039268143649384,True,Gathering,11,nonlinear,True,8.08479610814317e-06,0.039268143649383996
11,12,3.08775521151716e-07,0.0588228386176208,True,Gathering,11,nonlinear,True,3.08775521151716e-06,0.588228386176208
12,13,7.23800188173751e-07,0.0342906039219363,True,Gathering,11,nonlinear,True,7.23800188173751e-06,0.342906039219363
13,14,0.0001713308777289,0.027854925774153,True,Gathering,11,nonlinear,True,0.001713308777289,0.27854925774153
14,15,9.91327740390568e-06,0.0086468589529788,True,Gathering,11,nonlinear,True,9.91327740390568e-05,0.086468589529788
15,16,2.2968188701511e-06,0.0955166543208036,True,Gathering,11,nonlinear,True,2.2968188701510998e-05,0.955166543208036
16,17,2.80060326754428e-05,0.0013327055491388,True,Gathering,11,nonlinear,True,0.000280060326754428,0.013327055491388
17,18,4.70403849095469e-07,0.0094192676704851,True,Gathering,11,nonlinear,True,4.70403849095469e-06,0.094192676704851
18,19,2.05458298570549e-05,0.0022429120798553,True,Gathering,11,nonlinear,True,0.000205458298570549,0.022429120798553
19,20,0.0,0.0001913853040714,True,Gathering,11,nonlinear,True,0.0,0.001913853040714
20,21,7.81022498466463e-15,0.009350180622113,True,Gathering,12,linear,True,7.81022498466463e-14,0.09350180622113
21,22,1.62752947088158e-20,0.0204120406655639,True,Gathering,12,linear,True,1.62752947088158e-19,0.204120406655639
22,23,1.14188080849891e-18,0.018945881337047,True,Gathering,12,linear,True,1.14188080849891e-17,0.18945881337047
23,24,7.12369370845729e-11,0.0741183342595923,True,Gathering,12,linear,True,7.12369370845729e-10,0.741183342595923
24,25,3.02251032026659e-21,0.0174993171565873,True,Gathering,12,linear,True,3.0225103202665897e-20,0.174993171565873
25,26,4.03470242563134e-16,0.470370816414225,True,Gathering,12,linear,True,4.03470242563134e-15,1.0
26,27,8.176263453672509e-18,0.0037539003762234,True,Gathering,12,linear,True,8.176263453672509e-17,0.037539003762234
27,28,2.95012696493685e-16,0.0084982725625933,True,Gathering,12,linear,True,2.95012696493685e-15,0.084982725625933
28,29,3.88531362995024e-16,0.0162221164160404,True,Gathering,12,linear,True,3.8853136299502396e-15,0.162221164160404
29,30,1.85787194217473e-17,0.238009109966846,True,Gathering,12,linear,True,1.85787194217473e-16,1.0
30,31,0.0,0.0072439537495553,True,Gathering,12,nonlinear,True,0.0,0.072439537495553
31,32,0.0,0.160817247241098,True,Gathering,12,nonlinear,True,0.0,1.0
32,33,0.0,0.0103846584790192,True,Gathering,12,nonlinear,True,0.0,0.10384658479019201
33,34,0.0,0.100093044747758,True,Gathering,12,nonlinear,True,0.0,1.0
34,35,0.0,0.143750668430392,True,Gathering,12,nonlinear,True,0.0,1.0
35,36,0.0,0.0786554812536052,True,Gathering,12,nonlinear,True,0.0,0.7865548125360521
36,37,0.0,0.0324613000814143,True,Gathering,12,nonlinear,True,0.0,0.32461300081414296
37,38,0.0,0.0702504537597141,True,Gathering,12,nonlinear,True,0.0,0.702504537597141
38,39,0.0,0.0081039315841988,True,Gathering,12,nonlinear,True,0.0,0.08103931584198801
39,40,0.0,0.102578935229096,True,Gathering,12,nonlinear,True,0.0,1.0
40,41,3.94938541639792e-05,0.0945263506672731,True,Hunting,11,linear,True,0.000394938541639792,0.9452635066727311
41,42,0.0011418163634966,0.01907296450753,True,Hunting,11,linear,True,0.011418163634965998,0.1907296450753
42,43,0.0003166783522126,0.0605939697567022,True,Hunting,11,linear,True,0.003166783522126,0.6059396975670219
43,44,0.0082572726117434,0.0714635515245856,True,Hunting,11,linear,True,0.082572726117434,0.714635515245856
44,45,0.0033483669439581,0.171135079486591,True,Hunting,11,linear,True,0.033483669439581,1.0
