"","surp_p_val","prev_surp_p_val","converged","has_preview_condition","reread_consecutive_condition","linear","additive_model"
"1",6.91455266413583e-14,0.00110115891725359,TRUE,"Gathering",11,"linear",TRUE
"2",2.0409721555262e-10,1.73480497139443e-06,TRUE,"Gathering",11,"linear",TRUE
"3",1.2564334691177e-15,0.00038438602396651,TRUE,"Gathering",11,"linear",TRUE
"4",1.33592548196649e-16,1.11290436620321e-05,TRUE,"Gathering",11,"linear",TRUE
"5",3.12084291271968e-13,1.92085167239834e-06,TRUE,"Gathering",11,"linear",TRUE
"6",1.4329460098085e-13,3.73470770368778e-05,TRUE,"Gathering",11,"linear",TRUE
"7",5.55591106475011e-15,1.27910888348851e-06,TRUE,"Gathering",11,"linear",TRUE
"8",8.17398428206687e-11,9.98431626719091e-09,TRUE,"Gathering",11,"linear",TRUE
"9",6.40248624698943e-20,0.00163872843235644,TRUE,"Gathering",11,"linear",TRUE
"10",7.35587375302791e-16,2.10995696907621e-05,TRUE,"Gathering",11,"linear",TRUE
"11",0,0.000847780762794959,TRUE,"Gathering",11,"nonlinear",TRUE
"12",0,0.000475054144703557,TRUE,"Gathering",11,"nonlinear",TRUE
"13",0,0.00109606798412298,TRUE,"Gathering",11,"nonlinear",TRUE
"14",0,0,TRUE,"Gathering",11,"nonlinear",TRUE
"15",0,0.00367181266779482,TRUE,"Gathering",11,"nonlinear",TRUE
"16",0,9.33417368256806e-05,TRUE,"Gathering",11,"nonlinear",TRUE
"17",0,8.09785374864536e-05,TRUE,"Gathering",11,"nonlinear",TRUE
"18",0,0.00153578855861136,TRUE,"Gathering",11,"nonlinear",TRUE
"19",0,6.78620366263427e-05,TRUE,"Gathering",11,"nonlinear",TRUE
"20",0,0.00379361785222998,TRUE,"Gathering",11,"nonlinear",TRUE
"21",9.28039704037093e-31,1.93213670722527e-06,TRUE,"Gathering",12,"linear",TRUE
"22",2.79789066716266e-31,6.52507971117433e-06,TRUE,"Gathering",12,"linear",TRUE
"23",8.60071314346334e-33,2.99628584201043e-08,TRUE,"Gathering",12,"linear",TRUE
"24",2.02975402441707e-26,3.46419223221348e-05,TRUE,"Gathering",12,"linear",TRUE
"25",2.04770446835779e-26,3.60877948321334e-09,TRUE,"Gathering",12,"linear",TRUE
"26",4.01288472480856e-27,1.10332472616687e-05,TRUE,"Gathering",12,"linear",TRUE
"27",3.0574933910287e-41,1.00412347184247e-05,TRUE,"Gathering",12,"linear",TRUE
"28",1.59503522618452e-28,8.98041096613412e-08,TRUE,"Gathering",12,"linear",TRUE
"29",7.36535689785545e-34,3.25266106342641e-07,TRUE,"Gathering",12,"linear",TRUE
"30",1.89488683886293e-34,0.000105876908333819,TRUE,"Gathering",12,"linear",TRUE
"31",0,0.000613520074163099,TRUE,"Gathering",12,"nonlinear",TRUE
"32",0,0.00149566103813414,TRUE,"Gathering",12,"nonlinear",TRUE
"33",0,4.06573401409704e-05,TRUE,"Gathering",12,"nonlinear",TRUE
"34",0,0.0197780253082134,TRUE,"Gathering",12,"nonlinear",TRUE
"35",0,5.18712820696265e-06,TRUE,"Gathering",12,"nonlinear",TRUE
"36",0,0.000269391681854581,TRUE,"Gathering",12,"nonlinear",TRUE
"37",0,5.9358516418806e-05,TRUE,"Gathering",12,"nonlinear",TRUE
"38",0,3.20092499284108e-07,TRUE,"Gathering",12,"nonlinear",TRUE
"39",0,3.80677473943436e-06,TRUE,"Gathering",12,"nonlinear",TRUE
"40",0,9.64403190217844e-06,TRUE,"Gathering",12,"nonlinear",TRUE
"41",3.28685273446206e-11,0.000126567264936539,TRUE,"Hunting",11,"linear",TRUE
"42",7.5675402724553e-09,0.000836340562539909,TRUE,"Hunting",11,"linear",TRUE
"43",4.48897860908121e-14,0.0184621578880861,TRUE,"Hunting",11,"linear",TRUE
"44",6.23012748089326e-07,0.00257642187594131,TRUE,"Hunting",11,"linear",TRUE
"45",9.72853250851006e-06,0.00193198736561019,TRUE,"Hunting",11,"linear",TRUE
"46",1.37652146617911e-08,0.0131191103330928,TRUE,"Hunting",11,"linear",TRUE
"47",2.07864503226944e-11,0.00557705201113121,TRUE,"Hunting",11,"linear",TRUE
"48",3.23005519936671e-09,2.02829207542251e-05,TRUE,"Hunting",11,"linear",TRUE
"49",1.02471101527201e-07,0.149035396133291,TRUE,"Hunting",11,"linear",TRUE
"50",2.4458629580773e-09,0.0608391824857195,TRUE,"Hunting",11,"linear",TRUE
"51",5.01947428177552e-07,0.00109067915935124,TRUE,"Hunting",11,"nonlinear",TRUE
"52",0,0.00424159548477993,TRUE,"Hunting",11,"nonlinear",TRUE
"53",0,0.0299967807397774,TRUE,"Hunting",11,"nonlinear",TRUE
"54",2.62290796948506e-06,0.00033222646730835,TRUE,"Hunting",11,"nonlinear",TRUE
"55",6.75982064818337e-06,0.000114511406265283,TRUE,"Hunting",11,"nonlinear",TRUE
"56",0,0.0957516186773361,TRUE,"Hunting",11,"nonlinear",TRUE
"57",5.52148247451312e-06,1.54707564337109e-06,TRUE,"Hunting",11,"nonlinear",TRUE
"58",0,0.000751108016719848,TRUE,"Hunting",11,"nonlinear",TRUE
"59",0,0.000938983123165815,TRUE,"Hunting",11,"nonlinear",TRUE
"60",1.88441993477229e-05,0.00166916442025572,TRUE,"Hunting",11,"nonlinear",TRUE
"61",1.04972039053735e-07,0.116410572381895,TRUE,"Hunting",12,"linear",TRUE
"62",5.94563657694768e-10,0.00134138365989523,TRUE,"Hunting",12,"linear",TRUE
"63",1.36760618338216e-07,0.0257256765316466,TRUE,"Hunting",12,"linear",TRUE
"64",0.000135753322268945,0.0181031401004813,TRUE,"Hunting",12,"linear",TRUE
"65",9.14749155475986e-07,0.00622274970097472,TRUE,"Hunting",12,"linear",TRUE
"66",2.3196374424709e-08,0.0770773861709939,TRUE,"Hunting",12,"linear",TRUE
"67",0.000100565122758515,0.0354578518167925,TRUE,"Hunting",12,"linear",TRUE
"68",1.44841061583428e-05,0.000385982016454624,TRUE,"Hunting",12,"linear",TRUE
"69",1.97258861195995e-08,0.0424848736546981,TRUE,"Hunting",12,"linear",TRUE
"70",1.11067473616246e-07,0.00159371674853919,TRUE,"Hunting",12,"linear",TRUE
"71",8.29554273984456e-06,0.0099253753205959,TRUE,"Hunting",12,"nonlinear",TRUE
"72",0.000114538174665169,0.00442020817899313,TRUE,"Hunting",12,"nonlinear",TRUE
"73",2.28884918987426e-05,0.00113467354041863,TRUE,"Hunting",12,"nonlinear",TRUE
"74",5.12449906675538e-06,9.64946767034736e-06,TRUE,"Hunting",12,"nonlinear",TRUE
"75",0.00415112548534347,0.0341257837911664,TRUE,"Hunting",12,"nonlinear",TRUE
"76",8.11477397899552e-06,0.111351637841708,TRUE,"Hunting",12,"nonlinear",TRUE
