,Unnamed: 0,surp_p_val,prev_surp_p_val,converged,has_preview_condition,reread_consecutive_condition,linear,additive_model,corrected_surp_p_val,corrected_prev_surp_p_val
0,1,2.64149912957403e-08,0.0445427332373526,True,Gathering,11,linear,True,2.6414991295740297e-07,0.44542733237352594
1,2,6.84041018151782e-07,0.0001419980107774,True,Gathering,11,linear,True,6.84041018151782e-06,0.001419980107774
2,3,4.06410069063404e-08,0.0020884937861766,True,Gathering,11,linear,True,4.0641006906340405e-07,0.020884937861765998
3,4,1.45495838413326e-05,0.0673857995488158,True,Gathering,11,linear,True,0.000145495838413326,0.673857995488158
4,5,0.0003359442201082,0.0500037140153283,True,Gathering,11,linear,True,0.0033594422010820003,0.500037140153283
5,6,6.43077945147439e-05,0.220924976668855,True,Gathering,11,linear,True,0.0006430779451474391,1.0
6,7,3.08480747245882e-07,0.204173953553898,True,Gathering,11,linear,True,3.08480747245882e-06,1.0
7,8,0.0009846112798096,0.0002877281261471,True,Gathering,11,linear,True,0.009846112798096,0.002877281261471
8,9,0.0150807646785918,0.0048794801071518,True,Gathering,11,linear,True,0.15080764678591801,0.048794801071518
9,10,0.0008437503924116,0.04590726378403,True,Gathering,11,linear,True,0.008437503924116,0.45907263784029995
10,11,0.0001980026860455,0.0023519361253855,True,Gathering,11,nonlinear,True,0.001980026860455,0.023519361253855
11,12,8.74930476428282e-05,0.089566722820706,True,Gathering,11,nonlinear,True,0.0008749304764282819,0.89566722820706
12,13,0.0009118785241317,0.0434841828146109,True,Gathering,11,nonlinear,True,0.009118785241317,0.43484182814610906
13,14,0.0002569893756881,0.12028748422472,True,Gathering,11,nonlinear,True,0.002569893756881,1.0
14,15,0.0002265061741154,0.0115086665177764,True,Gathering,11,nonlinear,True,0.0022650617411540002,0.115086665177764
15,16,1.25949680063187e-06,0.0355704217976329,True,Gathering,11,nonlinear,True,1.2594968006318701e-05,0.355704217976329
16,17,0.0,0.0144189687435897,True,Gathering,11,nonlinear,True,0.0,0.144189687435897
17,18,3.64467698299453e-07,0.0073846670468654,True,Gathering,11,nonlinear,True,3.64467698299453e-06,0.073846670468654
18,19,0.0014439647080634,0.0094946961886898,True,Gathering,11,nonlinear,True,0.014439647080634001,0.094946961886898
19,20,2.04815434640127e-06,0.0007567085414701,True,Gathering,11,nonlinear,True,2.04815434640127e-05,0.007567085414701
20,21,9.60006565322959e-13,0.0102489619951243,True,Gathering,12,linear,True,9.60006565322959e-12,0.102489619951243
21,22,6.03680605297613e-18,0.213660333930372,True,Gathering,12,linear,True,6.03680605297613e-17,1.0
22,23,2.7028288105651e-11,0.205106562668873,True,Gathering,12,linear,True,2.7028288105651e-10,1.0
23,24,1.01583752025803e-13,0.273678129012016,True,Gathering,12,linear,True,1.01583752025803e-12,1.0
24,25,2.5774619843493802e-09,0.108765868837847,True,Gathering,12,linear,True,2.5774619843493804e-08,1.0
25,26,1.77981202553951e-09,0.806506782799249,True,Gathering,12,linear,True,1.77981202553951e-08,1.0
26,27,2.16233939501173e-11,0.357694935037881,True,Gathering,12,linear,True,2.1623393950117298e-10,1.0
27,28,1.2737977738555101e-14,0.227634776811301,True,Gathering,12,linear,True,1.27379777385551e-13,1.0
28,29,2.31907378000903e-08,0.636235581935746,True,Gathering,12,linear,True,2.31907378000903e-07,1.0
29,30,2.1940737482456397e-11,0.957649766261762,True,Gathering,12,linear,True,2.1940737482456397e-10,1.0
30,31,0.0,0.674443078599516,True,Gathering,12,nonlinear,True,0.0,1.0
31,32,0.0,0.205463651172676,True,Gathering,12,nonlinear,True,0.0,1.0
32,33,-8.79887749327679e-08,0.245353950828478,True,Gathering,12,nonlinear,True,,1.0
33,34,0.0,0.15772244401983,True,Gathering,12,nonlinear,True,0.0,1.0
