,Unnamed: 0,surp_p_val,prev_surp_p_val,converged,has_preview_condition,reread_consecutive_condition,linear,additive_model,corrected_surp_p_val,corrected_prev_surp_p_val
0,1,2.6420239935606698e-11,3.40954881207119e-07,True,Gathering,11,linear,True,2.64202399356067e-10,3.40954881207119e-06
1,2,1.0801445695690001e-16,0.0102862197200647,True,Gathering,11,linear,True,1.0801445695690001e-15,0.102862197200647
2,3,2.24574777071322e-09,0.0086296762141487,True,Gathering,11,linear,True,2.24574777071322e-08,0.086296762141487
3,4,2.29284172766928e-12,3.2362164139969e-06,True,Gathering,11,linear,True,2.29284172766928e-11,3.2362164139969e-05
4,5,2.62713507550048e-12,1.31373409911642e-05,True,Gathering,11,linear,True,2.6271350755004798e-11,0.00013137340991164201
5,6,1.7141261305496398e-12,4.40779451805609e-06,True,Gathering,11,linear,True,1.7141261305496398e-11,4.40779451805609e-05
6,7,8.2176414777303e-12,0.0001230107660242,True,Gathering,11,linear,True,8.2176414777303e-11,0.001230107660242
7,8,8.13970247329809e-10,5.46689379559895e-05,True,Gathering,11,linear,True,8.13970247329809e-09,0.000546689379559895
8,9,4.55949564157021e-18,1.90078121003813e-07,True,Gathering,11,linear,True,4.55949564157021e-17,1.90078121003813e-06
9,10,3.3385315801624405e-14,0.0013441862413359,True,Gathering,11,linear,True,3.3385315801624406e-13,0.013441862413359
10,11,0.0,0.0001281372972092,True,Gathering,11,nonlinear,True,0.0,0.001281372972092
11,12,0.0,4.47256929720918e-05,True,Gathering,11,nonlinear,True,0.0,0.000447256929720918
12,13,4.47073374210127e-07,0.0001695161931269,True,Gathering,11,nonlinear,True,4.4707337421012704e-06,0.001695161931269
13,14,0.0,0.0061175468650311,True,Gathering,11,nonlinear,True,0.0,0.061175468650311
14,15,0.0,2.36357117205932e-06,True,Gathering,11,nonlinear,True,0.0,2.36357117205932e-05
15,16,0.0,0.0014274502550449,True,Gathering,11,nonlinear,True,0.0,0.014274502550449
16,17,0.0,0.0125804399162822,True,Gathering,11,nonlinear,True,0.0,0.125804399162822
17,18,0.0,5.06336036852906e-05,True,Gathering,11,nonlinear,True,0.0,0.000506336036852906
18,19,0.0,0.0,True,Gathering,11,nonlinear,True,0.0,0.0
19,20,0.0,0.0011379357465817,True,Gathering,11,nonlinear,True,0.0,0.011379357465817
20,21,6.4975156434142006e-21,9.77279643220086e-05,True,Gathering,12,linear,True,6.4975156434142e-20,0.000977279643220086
21,22,1.65998244951697e-26,7.42804475644006e-06,True,Gathering,12,linear,True,1.6599824495169698e-25,7.42804475644006e-05
22,23,6.2102130656111e-23,2.8989447865719604e-09,True,Gathering,12,linear,True,6.210213065611099e-22,2.8989447865719605e-08
23,24,7.11783380591216e-23,2.19062146138698e-08,True,Gathering,12,linear,True,7.11783380591216e-22,2.19062146138698e-07
24,25,4.0081114740530403e-23,1.15533896406981e-05,True,Gathering,12,linear,True,4.00811147405304e-22,0.000115533896406981
25,26,1.24986487433418e-29,0.0002850968193546,True,Gathering,12,linear,True,1.24986487433418e-28,0.002850968193546
26,27,3.6770962415453404e-35,1.89953738358585e-06,True,Gathering,12,linear,True,3.6770962415453405e-34,1.89953738358585e-05
27,28,3.4404071051669904e-21,5.067268288758851e-09,True,Gathering,12,linear,True,3.4404071051669906e-20,5.0672682887588505e-08
28,29,3.38565926098132e-26,7.47268210455475e-05,True,Gathering,12,linear,True,3.38565926098132e-25,0.000747268210455475
29,30,2.75283599164989e-31,6.36204267402482e-06,True,Gathering,12,linear,True,2.7528359916498903e-30,6.362042674024819e-05
30,31,0.0,8.37683921528498e-06,True,Gathering,12,nonlinear,True,0.0,8.37683921528498e-05
31,32,0.0,0.0005000369046364,True,Gathering,12,nonlinear,True,0.0,0.0050003690463640005
32,33,0.0,4.06468036895369e-07,True,Gathering,12,nonlinear,True,0.0,4.06468036895369e-06
33,34,0.0,7.55886086855062e-05,True,Gathering,12,nonlinear,True,0.0,0.000755886086855062
34,35,0.0,0.0001914593048757,True,Gathering,12,nonlinear,True,0.0,0.0019145930487569998
35,36,0.0,0.0002634232816884,True,Gathering,12,nonlinear,True,0.0,0.0026342328168840004
36,37,0.0,1.55679188873492e-07,True,Gathering,12,nonlinear,True,0.0,1.55679188873492e-06
37,38,0.0,1.85692413445793e-06,True,Gathering,12,nonlinear,True,0.0,1.85692413445793e-05
38,39,0.0,8.87238558255898e-06,True,Gathering,12,nonlinear,True,0.0,8.872385582558981e-05
39,40,0.0,1.32835357413708e-06,True,Gathering,12,nonlinear,True,0.0,1.32835357413708e-05
40,41,1.59279552950195e-07,1.14035168961439e-05,True,Hunting,11,linear,True,1.59279552950195e-06,0.000114035168961439
41,42,2.97971002543813e-09,0.0141621687799039,True,Hunting,11,linear,True,2.9797100254381303e-08,0.141621687799039
42,43,5.62294092415842e-10,0.0004511011621576,True,Hunting,11,linear,True,5.6229409241584206e-09,0.0045110116215759995
43,44,5.22877598794442e-10,0.0003553329926378,True,Hunting,11,linear,True,5.22877598794442e-09,0.003553329926378
44,45,1.0610469833538701e-10,0.0038044432521897,True,Hunting,11,linear,True,1.0610469833538701e-09,0.038044432521897
45,46,2.31607664165058e-08,1.06457503296809e-06,True,Hunting,11,linear,True,2.31607664165058e-07,1.06457503296809e-05
46,47,4.17925196332775e-06,1.65437681494152e-06,True,Hunting,11,linear,True,4.1792519633277504e-05,1.65437681494152e-05
47,48,1.87454952473693e-07,1.22646976636906e-06,True,Hunting,11,linear,True,1.87454952473693e-06,1.2264697663690599e-05
48,49,6.287622614164021e-14,1.78273632418294e-05,True,Hunting,11,linear,True,6.28762261416402e-13,0.000178273632418294
49,50,1.5196828653635002e-15,0.0008821299383676,True,Hunting,11,linear,True,1.5196828653635e-14,0.008821299383676
