"","m","upper","lower","ttest_pval","has_preview_condition","reread_consecutive_condition","linear","new_p_val","n_sim"
"1",0.000183078837355941,0.000317574032258494,4.8583642453387e-05,0,"Gathering",11,"linear",0.0078,20000
"2",0.000238170050546644,0.000406142669973996,7.01974311192909e-05,0,"Gathering",11,"nonlinear",0.0078,20000
"3",0.000409699029074791,0.000693780943148955,0.000125617115000627,0,"Gathering",12,"linear",0.0044,20000
"4",0.000476346092104097,0.000763947159258748,0.000188745024949446,0,"Gathering",12,"nonlinear",0.0044,20000
"5",0.000133233680243617,0.000324512866916504,-5.80455064292693e-05,0,"Hunting",11,"linear",0.17295,20000
"6",8.77899311518102e-05,0.000304791777037488,-0.000129211914733868,0,"Hunting",11,"nonlinear",0.17295,20000
"7",0.000175869756443915,0.000376358215620589,-2.46187027327603e-05,0,"Hunting",12,"linear",0.086,20000
"8",0.000169126732529473,0.000381758009061385,-4.35045440024387e-05,0,"Hunting",12,"nonlinear",0.086,20000
