,has_preview_condition,reread_consecutive_condition,linear,surp_p_val,prev_surp_p_val,corrected_surp_p_val,corrected_prev_surp_p_val,surp_symbol,prev_surp_symbol,x_surp,y_surp,x_prev_surp,y_prev_surp,symbol_size,font_size
0,Gathering,11,linear,4.55949564157021e-18,1.90078121003813e-07,4.55949564157021e-17,1.90078121003813e-06,***,***,180,90,180,125,30,30
1,Gathering,11,nonlinear,0.0,0.0,0.0,0.0,***,***,260,90,260,125,30,30
2,Gathering,12,linear,3.6770962415453404e-35,2.8989447865719604e-09,3.6770962415453405e-34,2.8989447865719605e-08,***,***,180,550,180,585,30,30
3,Gathering,12,nonlinear,0.0,1.55679188873492e-07,0.0,1.55679188873492e-06,***,***,260,550,260,585,30,30
4,Hunting,11,linear,1.5196828653635002e-15,1.06457503296809e-06,1.5196828653635e-14,1.06457503296809e-05,***,***,670,90,670,125,30,30
5,Hunting,11,nonlinear,0.0,3.98390418154815e-07,0.0,3.98390418154815e-06,***,***,750,90,750,125,30,30
6,Hunting,12,linear,1.5761214327466e-09,1.42500407347253e-05,1.5761214327466e-08,0.00014250040734725298,***,***,670,550,670,585,30,30
7,Hunting,12,nonlinear,0.0,0.0001448070682174,0.0,0.0014480706821739999,***,**,750,550,750,585,30,30
