,has_preview_condition,reread_consecutive_condition,linear,surp_p_val,prev_surp_p_val,corrected_surp_p_val,corrected_prev_surp_p_val,surp_symbol,prev_surp_symbol,x_surp,y_surp,x_prev_surp,y_prev_surp,symbol_size,font_size
0,Gathering,11,linear,2.1225347414102103e-09,0.0073266514532995,2.1225347414102104e-08,0.073266514532995,***,(.),180,90,180,125,30,30
1,Gathering,11,nonlinear,0.0,0.0006243649764183,0.0,0.006243649764183,***,**,260,90,260,125,30,30
2,Gathering,12,linear,3.40355853941712e-21,0.0008929657609049,3.40355853941712e-20,0.008929657609049,***,**,180,550,180,585,30,30
3,Gathering,12,nonlinear,0.0,0.0033947508323887,0.0,0.033947508323887,***,*,260,550,260,585,30,30
4,Hunting,11,linear,8.75884462075926e-06,0.0007471080630129,8.758844620759259e-05,0.007471080630129001,***,**,670,90,670,125,30,30
5,Hunting,11,nonlinear,6.99244866342319e-07,0.0008237347483997,6.99244866342319e-06,0.008237347483997,***,**,750,90,750,125,30,30
6,Hunting,12,linear,0.0002875276616758,0.0098662559312687,0.002875276616758,0.098662559312687,**,(.),670,550,670,585,30,30
7,Hunting,12,nonlinear,1.76890800444585e-05,0.0588594273890126,0.000176890800444585,0.588594273890126,***,(.),750,550,750,585,30,30
