"","surp_p_val","prev_surp_p_val","converged","has_preview_condition","reread_consecutive_condition","linear","additive_model"
"1",7.95690563306411e-08,0.869538881580941,TRUE,"Gathering",11,"linear",TRUE
"2",2.5150888640213e-05,0.251601656896764,TRUE,"Gathering",11,"linear",TRUE
"3",1.40557446837535e-10,0.486285835130915,TRUE,"Gathering",11,"linear",TRUE
"4",1.07010143455174e-09,0.11669968375605,TRUE,"Gathering",11,"linear",TRUE
"5",5.76859901370769e-14,0.243257606734442,TRUE,"Gathering",11,"linear",TRUE
"6",1.28418795531091e-08,0.0470268038000244,TRUE,"Gathering",11,"linear",TRUE
"7",1.70603423697245e-10,0.706248669729406,TRUE,"Gathering",11,"linear",TRUE
"8",1.60193729142975e-08,0.462057396579357,TRUE,"Gathering",11,"linear",TRUE
"9",2.90187728520218e-07,0.944009344005956,TRUE,"Gathering",11,"linear",TRUE
"10",1.23456049339502e-07,0.795297099843663,TRUE,"Gathering",11,"linear",TRUE
"11",2.53291046359294e-07,0.0150630364823049,TRUE,"Gathering",11,"nonlinear",TRUE
"12",0.000148060958662766,0.133440293706541,TRUE,"Gathering",11,"nonlinear",TRUE
"13",0,0.0362968588197617,TRUE,"Gathering",11,"nonlinear",TRUE
"14",0,0.0363975091905873,TRUE,"Gathering",11,"nonlinear",TRUE
"15",0,0.24037380749299,TRUE,"Gathering",11,"nonlinear",TRUE
"16",0,0.0123863033739557,TRUE,"Gathering",11,"nonlinear",TRUE
"17",0,0.0022104356415209,TRUE,"Gathering",11,"nonlinear",TRUE
"18",0,9.11358394067308e-05,TRUE,"Gathering",11,"nonlinear",TRUE
"19",7.76607645802674e-07,0.0140980644337818,TRUE,"Gathering",11,"nonlinear",TRUE
"20",0.00101116270180446,0.00283657608816856,TRUE,"Gathering",11,"nonlinear",TRUE
"21",4.73417345968898e-15,0.00844263559354807,TRUE,"Gathering",12,"linear",TRUE
"22",8.28674663997644e-11,0.00244106237574245,TRUE,"Gathering",12,"linear",TRUE
"23",2.11435297620657e-14,0.0129381356448556,TRUE,"Gathering",12,"linear",TRUE
"24",9.65231924974052e-16,0.0364004669197985,TRUE,"Gathering",12,"linear",TRUE
"25",8.55214068002482e-15,0.0504601268482053,TRUE,"Gathering",12,"linear",TRUE
"26",3.59020373535729e-15,0.00199511957764935,TRUE,"Gathering",12,"linear",TRUE
"27",2.36775342519607e-14,0.00302053298098457,TRUE,"Gathering",12,"linear",TRUE
"28",2.26457101595926e-13,0.00064113996868089,TRUE,"Gathering",12,"linear",TRUE
"29",1.69565129312803e-17,6.97456273032277e-06,TRUE,"Gathering",12,"linear",TRUE
"30",2.56158177059035e-14,0.00379078271788186,TRUE,"Gathering",12,"linear",TRUE
"31",0,0.00374709913513588,TRUE,"Gathering",12,"nonlinear",TRUE
"32",0,6.78536678824226e-05,TRUE,"Gathering",12,"nonlinear",TRUE
"33",0,0.124777057422698,TRUE,"Gathering",12,"nonlinear",TRUE
"34",0,0.263404620957382,TRUE,"Gathering",12,"nonlinear",TRUE
"35",0,0.365666046382339,TRUE,"Gathering",12,"nonlinear",TRUE
"36",0,0.0329536357360704,TRUE,"Gathering",12,"nonlinear",TRUE
"37",0,0.00476972873729015,TRUE,"Gathering",12,"nonlinear",TRUE
"38",0,0.0380275997988204,TRUE,"Gathering",12,"nonlinear",TRUE
"39",0,0.0106234904759225,TRUE,"Gathering",12,"nonlinear",TRUE
"40",0,0.00507379894761517,TRUE,"Gathering",12,"nonlinear",TRUE
"41",0.0179766777905713,0.0559126521430455,TRUE,"Hunting",11,"linear",TRUE
"42",2.05703008134577e-06,0.0234120849576879,TRUE,"Hunting",11,"linear",TRUE
"43",0.000147358498559383,0.00764143100725188,TRUE,"Hunting",11,"linear",TRUE
"44",0.00010814222253299,0.141702514856923,TRUE,"Hunting",11,"linear",TRUE
"45",0.00089205991406327,0.135813269653263,TRUE,"Hunting",11,"linear",TRUE
"46",0.000234000654275762,0.000480212545791807,TRUE,"Hunting",11,"linear",TRUE
"47",2.43283763926173e-05,0.0356081394010755,TRUE,"Hunting",11,"linear",TRUE
"48",2.68198236917304e-05,0.141747197593456,TRUE,"Hunting",11,"linear",TRUE
"49",0.000402357198812749,0.0741993109197217,TRUE,"Hunting",11,"linear",TRUE
"50",0.000182725836217358,0.280364738514108,TRUE,"Hunting",11,"linear",TRUE
