,Unnamed: 0,surp_p_val,prev_surp_p_val,converged,has_preview_condition,reread_consecutive_condition,linear,additive_model,corrected_surp_p_val,corrected_prev_surp_p_val
0,1,2.00240238397867e-06,0.335824523598903,True,Gathering,11,linear,True,2.00240238397867e-05,1.0
1,2,5.28004754722768e-08,0.921651249361072,True,Gathering,11,linear,True,5.28004754722768e-07,1.0
2,3,9.85223396303406e-08,0.806473541164742,True,Gathering,11,linear,True,9.85223396303406e-07,1.0
3,4,1.01261674681203e-08,0.932399300284588,True,Gathering,11,linear,True,1.01261674681203e-07,1.0
4,5,3.83410677252838e-07,0.495599707092844,True,Gathering,11,linear,True,3.83410677252838e-06,1.0
5,6,4.76571208734186e-05,0.871150966157092,True,Gathering,11,linear,True,0.00047657120873418604,1.0
6,7,3.18477857355183e-07,0.189222813720461,True,Gathering,11,linear,True,3.1847785735518298e-06,1.0
7,8,3.65997653369255e-06,0.566668200886135,True,Gathering,11,linear,True,3.65997653369255e-05,1.0
8,9,6.22681939171658e-05,0.0582633417595231,True,Gathering,11,linear,True,0.0006226819391716579,0.582633417595231
9,10,2.49195131732656e-10,0.885669221444402,True,Gathering,11,linear,True,2.4919513173265597e-09,1.0
10,11,0.0,0.0351763369653765,True,Gathering,11,nonlinear,True,0.0,0.35176336965376503
11,12,9.32907354339596e-06,0.067363469441659,True,Gathering,11,nonlinear,True,9.32907354339596e-05,0.67363469441659
12,13,0.0,0.318547881480197,True,Gathering,11,nonlinear,True,0.0,1.0
13,14,1.35678649992865e-06,0.303280325233583,True,Gathering,11,nonlinear,True,1.35678649992865e-05,1.0
14,15,0.0,0.17117157270687,True,Gathering,11,nonlinear,True,0.0,1.0
15,16,0.0,0.0884976684573118,True,Gathering,11,nonlinear,True,0.0,0.884976684573118
16,17,0.0,0.0731778741433868,True,Gathering,11,nonlinear,True,0.0,0.7317787414338681
17,18,0.0,0.229475554818796,True,Gathering,11,nonlinear,True,0.0,1.0
18,19,1.69755098766711e-06,0.111744382729364,True,Gathering,11,nonlinear,True,1.69755098766711e-05,1.0
19,20,3.38854867110161e-07,0.0113915379612149,True,Gathering,11,nonlinear,True,3.38854867110161e-06,0.113915379612149
20,21,2.31295994472066e-10,0.0055103254620394,True,Gathering,12,linear,True,2.3129599447206598e-09,0.055103254620394
21,22,1.16986754749693e-09,0.0056142774129898,True,Gathering,12,linear,True,1.16986754749693e-08,0.056142774129898
22,23,5.00479170488689e-17,0.162040315961719,True,Gathering,12,linear,True,5.00479170488689e-16,1.0
23,24,2.98265037119278e-17,0.0422404584102348,True,Gathering,12,linear,True,2.98265037119278e-16,0.422404584102348
24,25,1.9199076037849897e-12,0.0021328673722909,True,Gathering,12,linear,True,1.9199076037849897e-11,0.021328673722909
25,26,2.6802406258467097e-11,0.04444790394624,True,Gathering,12,linear,True,2.6802406258467096e-10,0.44447903946239997
26,27,3.5975061836921e-11,0.0088470052944514,True,Gathering,12,linear,True,3.5975061836921e-10,0.088470052944514
27,28,5.2855814400233605e-15,0.963770108574765,True,Gathering,12,linear,True,5.28558144002336e-14,1.0
28,29,1.29306045788927e-12,0.0198386473417207,True,Gathering,12,linear,True,1.29306045788927e-11,0.198386473417207
29,30,1.0304990987292299e-11,0.8581098487452,True,Gathering,12,linear,True,1.0304990987292299e-10,1.0
30,31,0.0,0.14802844069615,True,Gathering,12,nonlinear,True,0.0,1.0
31,32,0.0,0.152358935494607,True,Gathering,12,nonlinear,True,0.0,1.0
32,33,0.0,0.204653603870604,True,Gathering,12,nonlinear,True,0.0,1.0
33,34,0.0,0.0419076943117404,True,Gathering,12,nonlinear,True,0.0,0.419076943117404
34,35,0.0,0.0776150846633361,True,Gathering,12,nonlinear,True,0.0,0.776150846633361
35,36,0.0,0.00099162820992,True,Gathering,12,nonlinear,True,0.0,0.0099162820992
36,37,0.0,0.0175457705879387,True,Gathering,12,nonlinear,True,0.0,0.175457705879387
37,38,0.0,0.0879423634018372,True,Gathering,12,nonlinear,True,0.0,0.879423634018372
38,39,0.0,0.144625682415325,True,Gathering,12,nonlinear,True,0.0,1.0
39,40,0.0,0.0116054008978542,True,Gathering,12,nonlinear,True,0.0,0.11605400897854201
40,41,5.29708419941688e-06,0.0084561517048523,True,Hunting,11,linear,True,5.2970841994168794e-05,0.084561517048523
41,42,0.0003124688117492,0.013342620773193,True,Hunting,11,linear,True,0.003124688117492,0.13342620773193
42,43,9.94400390125876e-05,0.179190810474554,True,Hunting,11,linear,True,0.000994400390125876,1.0
43,44,0.009874946415671,0.0066834710847938,True,Hunting,11,linear,True,0.09874946415671,0.066834710847938
44,45,0.0021979571463994,0.117534913628683,True,Hunting,11,linear,True,0.021979571463994,1.0
45,46,0.0350870950659059,0.136673768036264,True,Hunting,11,linear,True,0.350870950659059,1.0
46,47,0.0023768428024007,0.567607864568803,True,Hunting,11,linear,True,0.023768428024007,1.0
47,48,0.0002686018897052,0.036514898327885,True,Hunting,11,linear,True,0.002686018897052,0.36514898327885004
48,49,0.0019843212658532,0.0045099592012305,True,Hunting,11,linear,True,0.019843212658532,0.045099592012305
49,50,0.000215685755152,0.0099596907234273,True,Hunting,11,linear,True,0.00215685755152,0.09959690723427299
50,51,3.81653767674295e-05,0.0122412246139755,True,Hunting,11,nonlinear,True,0.00038165376767429504,0.12241224613975502
51,52,7.49634265164167e-05,0.0443053005019303,True,Hunting,11,nonlinear,True,0.000749634265164167,0.443053005019303
52,53,0.0,0.280442503868101,True,Hunting,11,nonlinear,True,0.0,1.0
53,54,0.0141477798085076,0.0024967324008008,True,Hunting,11,nonlinear,True,0.141477798085076,0.024967324008008
54,55,3.31728091736427e-05,0.0231490979428872,True,Hunting,11,nonlinear,True,0.00033172809173642704,0.23149097942887198
55,56,0.0004900264997087,0.268055083527632,True,Hunting,11,nonlinear,True,0.004900264997087,1.0
56,57,0.000319720365934,8.20175492288744e-06,True,Hunting,11,nonlinear,True,0.00319720365934,8.20175492288744e-05
57,58,0.0005913561689538,0.0095865870518404,True,Hunting,11,nonlinear,True,0.005913561689538,0.095865870518404
58,59,3.25860821936974e-06,0.0016503626809737,True,Hunting,11,nonlinear,True,3.25860821936974e-05,0.016503626809737
59,60,0.0004426497762171,0.0163619153683219,True,Hunting,11,nonlinear,True,0.0044264977621710005,0.163619153683219
60,61,0.0002943556236473,0.143905009016027,True,Hunting,12,linear,True,0.002943556236473,1.0
61,62,0.0002735992108354,0.150061573848799,True,Hunting,12,linear,True,0.002735992108354,1.0
62,63,0.0121237531812598,0.284249977738325,True,Hunting,12,linear,True,0.121237531812598,1.0
63,64,0.0075217375359376,0.467323384757795,True,Hunting,12,linear,True,0.075217375359376,1.0
64,65,0.0356677060601952,0.88390617694205,True,Hunting,12,linear,True,0.35667706060195203,1.0
65,66,0.0188168804619742,0.959732144815211,True,Hunting,12,linear,True,0.188168804619742,1.0
66,67,4.58280625547534e-06,0.938603791759297,True,Hunting,12,linear,True,4.5828062554753406e-05,1.0
67,68,0.0048592060508177,0.445054868324908,True,Hunting,12,linear,True,0.04859206050817701,1.0
68,69,0.000591641570668,0.240586099558367,True,Hunting,12,linear,True,0.0059164157066800005,1.0
69,70,0.0016787349246285,0.0497636996672321,True,Hunting,12,linear,True,0.016787349246285,0.497636996672321
70,71,0.0073220279544853,0.868945988757633,True,Hunting,12,nonlinear,True,0.073220279544853,1.0
71,72,0.0001797141381298,0.561840148463485,True,Hunting,12,nonlinear,True,0.001797141381298,1.0
72,73,1.48090039910898e-05,0.964815447017442,True,Hunting,12,nonlinear,True,0.00014809003991089802,1.0
73,74,0.0015762056386545,0.3053623400365,True,Hunting,12,nonlinear,True,0.015762056386545,1.0
74,75,0.0009101416471786,0.403818875862889,True,Hunting,12,nonlinear,True,0.009101416471786,1.0
75,76,0.0101795432077604,0.690712769554862,True,Hunting,12,nonlinear,True,0.101795432077604,1.0
