"","m","upper","lower","norm_upper","norm_lower","w_norm_CI","w_new_CI","has_preview_condition","reread_consecutive_condition","linear","new_p_val","n_sim"
"1",0.000306910913302175,0.00048409506862799,0.000126611256143995,0.000494843613759995,0.000118978212844355,0.00037586540091564,0.000357483812483995,"Gathering",11,"linear",0.002,1000
"2",0.00033412034572565,0.00054925237117069,0.000134389433249618,0.000535164168263496,0.000133076523187804,0.000402087645075692,0.000414862937921072,"Gathering",11,"nonlinear",0.001,1000
"3",0.000570511841310688,0.00085723756256087,0.00027722189640051,0.000866783465996325,0.000274240216625052,0.000592543249371272,0.000580015666160359,"Gathering",12,"linear",0.001,1000
"4",0.000579817466272463,0.000884282181627223,0.000305002877831678,0.000876069359322731,0.000283565573222194,0.000592503786100537,0.000579279303795545,"Gathering",12,"nonlinear",0.001,1000
"5",0.000177425554603946,0.000380928981730165,-1.61976664344135e-05,0.000372470694494183,-1.76195852862905e-05,0.000390090279780473,0.000397126648164578,"Hunting",11,"linear",0.074,1000
"6",0.000229397048145494,0.000453694226853503,9.14952374610972e-06,0.000444187470073395,1.4606626217593e-05,0.000429580843855802,0.000444544703107394,"Hunting",11,"nonlinear",0.046,1000
"7",0.000185779607609214,0.000396970636829217,1.75523849594379e-06,0.000374711673455289,-3.15245823686019e-06,0.000377864131692149,0.000395215398333273,"Hunting",12,"linear",0.059,1000
"8",0.000128137893396698,0.00036718630389005,-0.000110090837093386,0.000361915693697223,-0.000105639906903828,0.000467555600601051,0.000477277140983437,"Hunting",12,"nonlinear",0.252,1000
