"","m","upper","lower","ttest_pval","has_preview_condition","reread_consecutive_condition","linear","new_p_val","n_sim"
"1",0.000314451605411533,0.000579859642049437,4.90435687736289e-05,0,"Gathering",11,"linear",0.02015,20000
"2",0.000472801334531804,0.000771138274375052,0.000174464394688555,0,"Gathering",11,"nonlinear",0.02015,20000
"3",0.000872086948814237,0.00130997212497646,0.000434201772652012,0,"Gathering",12,"linear",5e-05,20000
"4",0.00102808104734269,0.00146636011283665,0.00058980198184873,0,"Gathering",12,"nonlinear",5e-05,20000
"5",0.000335192114572345,0.000710084273017355,-3.9700043872665e-05,0,"Hunting",11,"linear",0.0791,20000
"6",0.000412274128201903,0.000814874731551246,9.67352485255874e-06,0,"Hunting",11,"nonlinear",0.0791,20000
"7",0.000480990743841639,0.000851044184752247,0.000110937302931032,0,"Hunting",12,"linear",0.01065,20000
"8",0.000545306004070315,0.000940016020834612,0.000150595987306017,0,"Hunting",12,"nonlinear",0.01065,20000
