,Unnamed: 0,surp_p_val,prev_surp_p_val,converged,has_preview_condition,reread_consecutive_condition,linear,additive_model,corrected_surp_p_val,corrected_prev_surp_p_val
0,1,7.95690563306411e-08,0.869538881580941,True,Gathering,11,linear,True,7.95690563306411e-07,1.0
1,2,2.5150888640213e-05,0.251601656896764,True,Gathering,11,linear,True,0.00025150888640213003,1.0
2,3,1.40557446837535e-10,0.486285835130915,True,Gathering,11,linear,True,1.4055744683753499e-09,1.0
3,4,1.07010143455174e-09,0.11669968375605,True,Gathering,11,linear,True,1.07010143455174e-08,1.0
4,5,5.768599013707691e-14,0.243257606734442,True,Gathering,11,linear,True,5.768599013707691e-13,1.0
5,6,1.28418795531091e-08,0.0470268038000244,True,Gathering,11,linear,True,1.2841879553109099e-07,0.47026803800024397
6,7,1.70603423697245e-10,0.706248669729406,True,Gathering,11,linear,True,1.70603423697245e-09,1.0
7,8,1.60193729142975e-08,0.462057396579357,True,Gathering,11,linear,True,1.6019372914297501e-07,1.0
8,9,2.90187728520218e-07,0.944009344005956,True,Gathering,11,linear,True,2.9018772852021798e-06,1.0
9,10,1.23456049339502e-07,0.795297099843663,True,Gathering,11,linear,True,1.2345604933950201e-06,1.0
10,11,2.53291046359294e-07,0.0150630364823049,True,Gathering,11,nonlinear,True,2.5329104635929403e-06,0.15063036482304898
11,12,0.0001480609586627,0.133440293706541,True,Gathering,11,nonlinear,True,0.001480609586627,1.0
12,13,0.0,0.0362968588197617,True,Gathering,11,nonlinear,True,0.0,0.36296858819761696
13,14,0.0,0.0363975091905873,True,Gathering,11,nonlinear,True,0.0,0.36397509190587296
14,15,0.0,0.24037380749299,True,Gathering,11,nonlinear,True,0.0,1.0
15,16,0.0,0.0123863033739557,True,Gathering,11,nonlinear,True,0.0,0.123863033739557
16,17,0.0,0.0022104356415209,True,Gathering,11,nonlinear,True,0.0,0.022104356415208998
17,18,0.0,9.11358394067308e-05,True,Gathering,11,nonlinear,True,0.0,0.000911358394067308
18,19,7.76607645802674e-07,0.0140980644337818,True,Gathering,11,nonlinear,True,7.76607645802674e-06,0.140980644337818
19,20,0.0010111627018044,0.0028365760881685,True,Gathering,11,nonlinear,True,0.010111627018044002,0.028365760881685
20,21,4.73417345968898e-15,0.008442635593548,True,Gathering,12,linear,True,4.73417345968898e-14,0.08442635593548
21,22,8.286746639976439e-11,0.0024410623757424,True,Gathering,12,linear,True,8.286746639976438e-10,0.024410623757423998
22,23,2.1143529762065702e-14,0.0129381356448556,True,Gathering,12,linear,True,2.1143529762065702e-13,0.129381356448556
23,24,9.65231924974052e-16,0.0364004669197985,True,Gathering,12,linear,True,9.652319249740519e-15,0.364004669197985
24,25,8.55214068002482e-15,0.0504601268482053,True,Gathering,12,linear,True,8.55214068002482e-14,0.504601268482053
