,critical_span_condition,reread_condition,linear,surp_p_val,prev_surp_p_val,surp_symbol,prev_surp_symbol,x_surp,y_surp,x_prev_surp,y_prev_surp,symbol_size,font_size
0,0,0,linear,9.34325166827612e-182,1.718610505070199e-61,***,***,180,90,180,125,30,30
1,0,0,nonlinear,0.0,0.0,***,***,260,90,260,125,30,30
2,0,1,linear,4.990839968931488e-09,0.04491171053204317,***,*,180,550,180,585,30,30
3,0,1,nonlinear,0.0,0.05617841749968013,***,(.),260,550,260,585,30,30
4,1,0,linear,7.769566798826562e-66,3.44081069137527e-27,***,***,670,90,670,125,30,30
5,1,0,nonlinear,0.0,0.0,***,***,750,90,750,125,30,30
6,1,1,linear,3.2749559011711638e-06,0.0018518154137512545,***,**,670,550,670,585,30,30
7,1,1,nonlinear,7.392058438310003e-05,0.002237848065131124,***,**,750,550,750,585,30,30
