"","surp_p_val","prev_surp_p_val","converged","critical_span_condition","reread_condition","linear","additive_model"
"1",2.24370275423125e-123,3.18828639009158e-23,TRUE,0,0,"linear",TRUE
"2",1.3580709019469e-106,1.96286159014239e-22,TRUE,0,0,"linear",TRUE
"3",9.08998940458955e-100,1.83138510474133e-19,TRUE,0,0,"linear",TRUE
"4",1.86724456176346e-100,2.13546520721858e-21,TRUE,0,0,"linear",TRUE
"5",7.12063386458569e-81,8.321497859139e-22,TRUE,0,0,"linear",TRUE
"6",8.61800506983654e-104,6.84526599970375e-26,TRUE,0,0,"linear",TRUE
"7",1.2527948213507e-90,3.62155278916337e-26,TRUE,0,0,"linear",TRUE
"8",1.18653853303872e-107,5.19241610288456e-18,TRUE,0,0,"linear",TRUE
"9",9.79788149707111e-93,7.38641557112857e-23,TRUE,0,0,"linear",TRUE
"10",7.91344509909573e-111,6.24736903574401e-26,TRUE,0,0,"linear",TRUE
"11",0,0,TRUE,0,0,"nonlinear",TRUE
"12",0,0,TRUE,0,0,"nonlinear",TRUE
"13",0,0,TRUE,0,0,"nonlinear",TRUE
"14",0,0,TRUE,0,0,"nonlinear",TRUE
"15",0,0,TRUE,0,0,"nonlinear",TRUE
"16",0,0,TRUE,0,0,"nonlinear",TRUE
"17",0,0,TRUE,0,0,"nonlinear",TRUE
"18",0,0,TRUE,0,0,"nonlinear",TRUE
"19",0,0,TRUE,0,0,"nonlinear",TRUE
"20",0,0,TRUE,0,0,"nonlinear",TRUE
"21",2.17870515904292e-06,0.194487371507387,TRUE,0,1,"linear",TRUE
"22",0.000830415333068547,0.07533548314976,TRUE,0,1,"linear",TRUE
"23",0.00711774682559647,0.429447621303114,TRUE,0,1,"linear",TRUE
"24",0.015996078584431,0.349223999605839,TRUE,0,1,"linear",TRUE
"25",0.000265319079017125,0.049167475402645,TRUE,0,1,"linear",TRUE
"26",7.77433130453621e-06,0.277090970796335,TRUE,0,1,"linear",TRUE
"27",0.00306935113349037,0.129144520811729,TRUE,0,1,"linear",TRUE
"28",0.00489644182631631,0.339510016292033,TRUE,0,1,"linear",TRUE
"29",0.0430005980676377,0.0216254497047933,TRUE,0,1,"linear",TRUE
"30",0.00221050542983668,0.0658660704617676,TRUE,0,1,"linear",TRUE
"31",0.00019429741125021,0.0245261232061631,TRUE,0,1,"nonlinear",TRUE
"32",0.0245128504930234,0.0169329827086036,TRUE,0,1,"nonlinear",TRUE
"33",1.21462799307359e-05,0.313604035123258,TRUE,0,1,"nonlinear",TRUE
"34",0.0133246269915745,0.456475838622622,TRUE,0,1,"nonlinear",TRUE
"35",0.00296746559494998,0.110815511268141,TRUE,0,1,"nonlinear",TRUE
"36",0.00231646373511268,0.059611676436728,TRUE,0,1,"nonlinear",TRUE
"37",0.00920357997337434,0.0121919173094393,TRUE,0,1,"nonlinear",TRUE
"38",0.00356722544582477,0.138645867612716,TRUE,0,1,"nonlinear",TRUE
"39",0.000360926832330355,0.348861700289985,TRUE,0,1,"nonlinear",TRUE
"40",0.00421116452611614,0.0986925654244986,TRUE,0,1,"nonlinear",TRUE
"41",1.07080500019385e-31,3.83290867821417e-11,TRUE,1,0,"linear",TRUE
"42",4.93036801378575e-35,1.93350741889862e-08,TRUE,1,0,"linear",TRUE
"43",1.50672252783406e-45,4.80641810183055e-10,TRUE,1,0,"linear",TRUE
"44",6.71136106052094e-32,4.34872156277929e-09,TRUE,1,0,"linear",TRUE
"45",7.83668977062673e-33,9.02904342780311e-11,TRUE,1,0,"linear",TRUE
"46",2.2729515138722e-43,2.55759586521451e-08,TRUE,1,0,"linear",TRUE
"47",2.05725729431116e-34,1.12248633619907e-10,TRUE,1,0,"linear",TRUE
"48",2.42533320232939e-35,1.59471990841971e-10,TRUE,1,0,"linear",TRUE
"49",1.76417612560086e-28,1.37734326404849e-13,TRUE,1,0,"linear",TRUE
"50",1.04057843914274e-41,8.85872416771584e-12,TRUE,1,0,"linear",TRUE
"51",0,2.40908701321096e-07,TRUE,1,0,"nonlinear",TRUE
"52",0,1.72196072856234e-06,TRUE,1,0,"nonlinear",TRUE
"53",0,0,TRUE,1,0,"nonlinear",TRUE
"54",0,0,TRUE,1,0,"nonlinear",TRUE
"55",0,0,TRUE,1,0,"nonlinear",TRUE
"56",0,0,TRUE,1,0,"nonlinear",TRUE
"57",0,0,TRUE,1,0,"nonlinear",TRUE
"58",0,0,TRUE,1,0,"nonlinear",TRUE
"59",0,0,TRUE,1,0,"nonlinear",TRUE
"60",0,0,TRUE,1,0,"nonlinear",TRUE
"61",0.00192259474868727,0.184543068024763,TRUE,1,1,"linear",TRUE
"62",0.011238931153963,0.481306089558755,TRUE,1,1,"linear",TRUE
"63",6.95511899832483e-06,0.863823968183792,TRUE,1,1,"linear",TRUE
"64",0.000819390125110096,0.179591993268056,TRUE,1,1,"linear",TRUE
"65",0.0301045384982038,0.704883287873507,TRUE,1,1,"linear",TRUE
"66",0.000284103078434738,0.56278341381911,TRUE,1,1,"linear",TRUE
"67",4.58394414016387e-05,0.00924863575585105,TRUE,1,1,"linear",TRUE
"68",0.00165325251771596,0.590821962060203,TRUE,1,1,"linear",TRUE
"69",0.00113165093025341,0.0346192674416671,TRUE,1,1,"linear",TRUE
"70",0.000417965726040131,0.308833478757977,TRUE,1,1,"linear",TRUE
"71",0.00231824182905205,0.0939605820925161,TRUE,1,1,"nonlinear",TRUE
"72",0.00685311835712465,0.00965473108985854,TRUE,1,1,"nonlinear",TRUE
"73",5.31182022145416e-06,0.271152311659259,TRUE,1,1,"nonlinear",TRUE
"74",0.00372885290363223,0.021913474749915,TRUE,1,1,"nonlinear",TRUE
"75",0.00132164004682228,0.0411431459559046,TRUE,1,1,"nonlinear",TRUE
"76",0.0206448998655475,0.00585889425637592,TRUE,1,1,"nonlinear",TRUE
"77",0.0290813918159085,0.00588677141328819,TRUE,1,1,"nonlinear",TRUE
"78",0.0387268869798143,0.0236279786656659,TRUE,1,1,"nonlinear",TRUE
"79",0.00619061655933778,0.0340993329407641,TRUE,1,1,"nonlinear",TRUE
"80",0.0145510905840209,0.00115821659626653,TRUE,1,1,"nonlinear",TRUE
