"","surp_p_val","prev_surp_p_val","converged","critical_span_condition","reread_condition","linear","additive_model"
"1",1.73594601842459e-194,1.97837323649645e-82,TRUE,0,0,"linear",TRUE
"2",6.51407779722989e-226,1.0603422462989e-76,TRUE,0,0,"linear",TRUE
"3",2.46498638783507e-211,1.43295924961185e-74,TRUE,0,0,"linear",TRUE
"4",4.41784439170786e-189,7.63224855877651e-72,TRUE,0,0,"linear",TRUE
"5",7.72894930021596e-202,6.28568549911731e-71,TRUE,0,0,"linear",TRUE
"6",9.34325153806482e-181,1.71860952433396e-60,TRUE,0,0,"linear",TRUE
"7",1.66126724615643e-189,7.93499203364454e-67,TRUE,0,0,"linear",TRUE
"8",6.94200096143804e-189,7.21114603329922e-80,TRUE,0,0,"linear",TRUE
"9",5.94967264680592e-218,1.85875774034644e-67,TRUE,0,0,"linear",TRUE
"10",6.81910763474674e-202,1.29075793161465e-69,TRUE,0,0,"linear",TRUE
"11",0,0,TRUE,0,0,"nonlinear",TRUE
"12",0,0,TRUE,0,0,"nonlinear",TRUE
"13",0,0,TRUE,0,0,"nonlinear",TRUE
"14",0,0,TRUE,0,0,"nonlinear",TRUE
"15",0,0,TRUE,0,0,"nonlinear",TRUE
"16",0,0,TRUE,0,0,"nonlinear",TRUE
"17",0,0,TRUE,0,0,"nonlinear",TRUE
"18",0,0,TRUE,0,0,"nonlinear",TRUE
"19",0,0,TRUE,0,0,"nonlinear",TRUE
"20",0,0,TRUE,0,0,"nonlinear",TRUE
"21",1.01227941409832e-08,0.277645663783343,TRUE,0,1,"linear",TRUE
"22",1.39347095349897e-11,0.0417972077222149,TRUE,0,1,"linear",TRUE
"23",2.71877802440051e-14,0.0121058063875861,TRUE,0,1,"linear",TRUE
"24",5.11929140558569e-09,0.024472674326411,TRUE,0,1,"linear",TRUE
"25",4.6849988776045e-09,0.013860113610845,TRUE,0,1,"linear",TRUE
"26",1.1663079520047e-14,0.0176540935317073,TRUE,0,1,"linear",TRUE
"27",1.52511292579168e-08,0.00805013404262725,TRUE,0,1,"linear",TRUE
"28",2.24380609688646e-09,0.00643014669319529,TRUE,0,1,"linear",TRUE
"29",4.08195083766824e-11,0.0164363462397524,TRUE,0,1,"linear",TRUE
"30",1.24315868415668e-08,0.0306649189827496,TRUE,0,1,"linear",TRUE
"31",0,0.194584098002136,TRUE,0,1,"nonlinear",TRUE
"32",0,0.000242955869944494,TRUE,0,1,"nonlinear",TRUE
"33",0,0.000481698939422237,TRUE,0,1,"nonlinear",TRUE
