,Unnamed: 0,surp_p_val,prev_surp_p_val,converged,critical_span_condition,reread_condition,linear,additive_model,corrected_surp_p_val,corrected_prev_surp_p_val
0,1,1.73594601842459e-194,1.9783732364964498e-82,True,0,0,linear,True,1.73594601842459e-193,1.9783732364964498e-81
1,2,6.51407779722989e-226,1.0603422462989e-76,True,0,0,linear,True,6.51407779722989e-225,1.0603422462989e-75
2,3,2.46498638783507e-211,1.43295924961185e-74,True,0,0,linear,True,2.46498638783507e-210,1.43295924961185e-73
3,4,4.41784439170786e-189,7.63224855877651e-72,True,0,0,linear,True,4.41784439170786e-188,7.632248558776509e-71
4,5,7.72894930021596e-202,6.28568549911731e-71,True,0,0,linear,True,7.72894930021596e-201,6.28568549911731e-70
5,6,9.34325153806482e-181,1.7186095243339602e-60,True,0,0,linear,True,9.34325153806482e-180,1.7186095243339602e-59
6,7,1.66126724615643e-189,7.93499203364454e-67,True,0,0,linear,True,1.66126724615643e-188,7.93499203364454e-66
7,8,6.94200096143804e-189,7.21114603329922e-80,True,0,0,linear,True,6.94200096143804e-188,7.211146033299219e-79
8,9,5.94967264680592e-218,1.85875774034644e-67,True,0,0,linear,True,5.94967264680592e-217,1.85875774034644e-66
9,10,6.81910763474674e-202,1.29075793161465e-69,True,0,0,linear,True,6.81910763474674e-201,1.29075793161465e-68
10,11,0.0,0.0,True,0,0,nonlinear,True,0.0,0.0
11,12,0.0,0.0,True,0,0,nonlinear,True,0.0,0.0
12,13,0.0,0.0,True,0,0,nonlinear,True,0.0,0.0
13,14,0.0,0.0,True,0,0,nonlinear,True,0.0,0.0
14,15,0.0,0.0,True,0,0,nonlinear,True,0.0,0.0
15,16,0.0,0.0,True,0,0,nonlinear,True,0.0,0.0
16,17,0.0,0.0,True,0,0,nonlinear,True,0.0,0.0
17,18,0.0,0.0,True,0,0,nonlinear,True,0.0,0.0
18,19,0.0,0.0,True,0,0,nonlinear,True,0.0,0.0
19,20,0.0,0.0,True,0,0,nonlinear,True,0.0,0.0
20,21,1.01227941409832e-08,0.277645663783343,True,0,1,linear,True,1.01227941409832e-07,1.0
21,22,1.3934709534989698e-11,0.0417972077222149,True,0,1,linear,True,1.3934709534989698e-10,0.417972077222149
22,23,2.71877802440051e-14,0.0121058063875861,True,0,1,linear,True,2.7187780244005103e-13,0.121058063875861
23,24,5.1192914055856906e-09,0.024472674326411,True,0,1,linear,True,5.1192914055856906e-08,0.24472674326410998
24,25,4.6849988776045e-09,0.013860113610845,True,0,1,linear,True,4.6849988776045004e-08,0.13860113610844998
25,26,1.1663079520047e-14,0.0176540935317073,True,0,1,linear,True,1.1663079520047e-13,0.176540935317073
26,27,1.52511292579168e-08,0.0080501340426272,True,0,1,linear,True,1.52511292579168e-07,0.08050134042627201
27,28,2.2438060968864603e-09,0.0064301466931952,True,0,1,linear,True,2.2438060968864603e-08,0.064301466931952
28,29,4.0819508376682394e-11,0.0164363462397524,True,0,1,linear,True,4.0819508376682397e-10,0.164363462397524
29,30,1.24315868415668e-08,0.0306649189827496,True,0,1,linear,True,1.2431586841566798e-07,0.306649189827496
30,31,0.0,0.194584098002136,True,0,1,nonlinear,True,0.0,1.0
31,32,0.0,0.0002429558699444,True,0,1,nonlinear,True,0.0,0.002429558699444
32,33,0.0,0.0004816989394222,True,0,1,nonlinear,True,0.0,0.0048169893942219995
33,34,0.0,0.0406877734586502,True,0,1,nonlinear,True,0.0,0.406877734586502
34,35,0.0,0.0035332431333436,True,0,1,nonlinear,True,0.0,0.035332431333436
35,36,0.0,0.008203420871066,True,0,1,nonlinear,True,0.0,0.08203420871066
36,37,0.0,0.0230903028664262,True,0,1,nonlinear,True,0.0,0.23090302866426202
37,38,0.0,0.0869382988096266,True,0,1,nonlinear,True,0.0,0.869382988096266
38,39,0.0,0.0018879303186431,True,0,1,nonlinear,True,0.0,0.018879303186431003
39,40,0.0,0.202134452727543,True,0,1,nonlinear,True,0.0,1.0
40,41,1.02629901178643e-80,1.65159689564547e-32,True,1,0,linear,True,1.02629901178643e-79,1.65159689564547e-31
41,42,1.37844737932426e-75,1.98807514235454e-26,True,1,0,linear,True,1.37844737932426e-74,1.98807514235454e-25
42,43,3.04569811014074e-80,3.88198493754569e-32,True,1,0,linear,True,3.0456981101407403e-79,3.88198493754569e-31
43,44,3.52037668280441e-72,7.27893363935572e-35,True,1,0,linear,True,3.52037668280441e-71,7.278933639355721e-34
44,45,1.1263552664515501e-68,8.07753018719877e-27,True,1,0,linear,True,1.12635526645155e-67,8.07753018719877e-26
45,46,5.21437357834889e-72,4.2382281177999996e-31,True,1,0,linear,True,5.21437357834889e-71,4.238228117799999e-30
46,47,3.51463759830542e-73,7.32301228910177e-31,True,1,0,linear,True,3.51463759830542e-72,7.323012289101771e-30
47,48,1.01124268166669e-81,2.3414330846591e-29,True,1,0,linear,True,1.01124268166669e-80,2.3414330846591e-28
48,49,2.91578454477149e-90,6.42519941818302e-27,True,1,0,linear,True,2.91578454477149e-89,6.42519941818302e-26
49,50,7.76843953480086e-65,2.13305606788993e-35,True,1,0,linear,True,7.76843953480086e-64,2.1330560678899302e-34
50,51,0.0,0.0,True,1,0,nonlinear,True,0.0,0.0
51,52,0.0,0.0,True,1,0,nonlinear,True,0.0,0.0
52,53,0.0,0.0,True,1,0,nonlinear,True,0.0,0.0
53,54,0.0,0.0,True,1,0,nonlinear,True,0.0,0.0
54,55,0.0,0.0,True,1,0,nonlinear,True,0.0,0.0
55,56,0.0,0.0,True,1,0,nonlinear,True,0.0,0.0
56,57,0.0,0.0,True,1,0,nonlinear,True,0.0,0.0
57,58,0.0,0.0,True,1,0,nonlinear,True,0.0,0.0
58,59,0.0,0.0,True,1,0,nonlinear,True,0.0,0.0
59,60,0.0,0.0,True,1,0,nonlinear,True,0.0,0.0
60,61,1.28000782765021e-06,0.0015638280493498,True,1,1,linear,True,1.2800078276502099e-05,0.015638280493498
61,62,4.91807344223643e-07,2.35760731748533e-05,True,1,1,linear,True,4.91807344223643e-06,0.00023576073174853303
62,63,3.3447268432800402e-09,9.90632910521926e-07,True,1,1,linear,True,3.3447268432800406e-08,9.90632910521926e-06
63,64,1.02253394484409e-08,0.0003720760734543,True,1,1,linear,True,1.02253394484409e-07,0.003720760734543
64,65,3.04813106073438e-08,0.0003016946314215,True,1,1,linear,True,3.04813106073438e-07,0.0030169463142150003
65,66,2.79099256460191e-07,0.0008691236907901,True,1,1,linear,True,2.79099256460191e-06,0.008691236907901
66,67,2.88972224732246e-05,0.0056391331661211,True,1,1,linear,True,0.000288972224732246,0.056391331661211
67,68,3.66696313085455e-07,0.0086759778150036,True,1,1,linear,True,3.66696313085455e-06,0.08675977815003601
68,69,1.39066008883391e-06,1.35096441418698e-05,True,1,1,linear,True,1.39066008883391e-05,0.000135096441418698
69,70,1.4331334560083799e-11,0.0010582443611449,True,1,1,linear,True,1.43313345600838e-10,0.010582443611449001
70,71,0.0006907919829888,0.0003903638226072,True,1,1,nonlinear,True,0.0069079198298880005,0.0039036382260719997
71,72,9.0018046328133e-06,0.0003864166272616,True,1,1,nonlinear,True,9.001804632813301e-05,0.003864166272616
72,73,3.13760281460684e-05,0.0001682077228398,True,1,1,nonlinear,True,0.00031376028146068403,0.001682077228398
73,74,2.09040118154258e-06,0.0005203238509797,True,1,1,nonlinear,True,2.09040118154258e-05,0.0052032385097969995
74,75,0.0,0.0008931131295458,True,1,1,nonlinear,True,0.0,0.008931131295458
75,76,1.04314056414978e-06,2.3641266811425e-06,True,1,1,nonlinear,True,1.04314056414978e-05,2.3641266811424997e-05
76,77,8.44915328979123e-07,0.0001360923957449,True,1,1,nonlinear,True,8.44915328979123e-06,0.0013609239574489999
77,78,7.69786145549123e-07,0.010868635553424,True,1,1,nonlinear,True,7.69786145549123e-06,0.10868635553424001
78,79,2.84678442669106e-06,0.0002964152735678,True,1,1,nonlinear,True,2.8467844266910598e-05,0.0029641527356779997
79,80,4.41000416406823e-07,0.0087165481486593,True,1,1,nonlinear,True,4.41000416406823e-06,0.08716548148659299
