,critical_span_condition,reread_condition,linear,surp_p_val,prev_surp_p_val,corrected_surp_p_val,corrected_prev_surp_p_val,surp_symbol,prev_surp_symbol,x_surp,y_surp,x_prev_surp,y_prev_surp,symbol_size,font_size
0,0,0,linear,9.00009659425828e-86,6.41152402946004e-29,9.00009659425828e-85,6.41152402946004e-28,***,***,180,90,180,125,30,30
1,0,0,nonlinear,0.0,0.0,0.0,0.0,***,***,260,90,260,125,30,30
2,0,1,linear,1.06870621755691e-06,0.0001749612827168,1.06870621755691e-05,0.0017496128271680001,***,**,180,550,180,585,30,30
3,0,1,nonlinear,0.0,0.0294060448784944,0.0,0.29406044878494403,***,(.),260,550,260,585,30,30
4,1,0,linear,2.6850842750819e-34,1.02409262357667e-14,2.6850842750819e-33,1.0240926235766701e-13,***,***,670,90,670,125,30,30
5,1,0,nonlinear,0.0,0.0,0.0,0.0,***,***,750,90,750,125,30,30
6,1,1,linear,1.04850317139211e-05,0.204076810373504,0.000104850317139211,1.0,***,(.),670,550,670,585,30,30
7,1,1,nonlinear,7.86603973045308e-05,0.0185178128896367,0.0007866039730453079,0.18517812889636698,***,(.),750,550,750,585,30,30
