"","surp_p_val","prev_surp_p_val","converged","critical_span_condition","reread_condition","linear","additive_model"
"1",2.87621365263177e-198,7.90373653617444e-66,TRUE,0,0,"linear",TRUE
"2",3.69654401529604e-208,1.82068387113476e-68,TRUE,0,0,"linear",TRUE
"3",4.77522768767302e-184,8.40685547456481e-62,TRUE,0,0,"linear",TRUE
"4",2.12484156414958e-203,6.10432084208838e-72,TRUE,0,0,"linear",TRUE
"5",8.64436935959379e-205,3.23922875570784e-72,TRUE,0,0,"linear",TRUE
"6",4.96940883019669e-187,1.94396060341111e-71,TRUE,0,0,"linear",TRUE
"7",5.84928842527264e-221,2.14224798111411e-68,TRUE,0,0,"linear",TRUE
"8",3.26369310296571e-201,3.04826855097175e-58,TRUE,0,0,"linear",TRUE
"9",2.43878010098842e-195,1.19013241749563e-63,TRUE,0,0,"linear",TRUE
"10",7.83976790941699e-201,8.03422309664731e-72,TRUE,0,0,"linear",TRUE
"11",0,0,TRUE,0,0,"nonlinear",TRUE
"12",0,0,TRUE,0,0,"nonlinear",TRUE
"13",0,0,TRUE,0,0,"nonlinear",TRUE
"14",0,0,TRUE,0,0,"nonlinear",TRUE
"15",0,0,TRUE,0,0,"nonlinear",TRUE
"16",0,0,TRUE,0,0,"nonlinear",TRUE
"17",0,0,TRUE,0,0,"nonlinear",TRUE
"18",0,0,TRUE,0,0,"nonlinear",TRUE
"19",0,0,TRUE,0,0,"nonlinear",TRUE
"20",0,0,TRUE,0,0,"nonlinear",TRUE
"21",1.31684828841637e-08,0.00562113385952642,TRUE,0,1,"linear",TRUE
"22",3.47954808333486e-06,0.0138109989790774,TRUE,0,1,"linear",TRUE
"23",6.93919713090089e-07,0.00999240078355909,TRUE,0,1,"linear",TRUE
"24",1.41004582883843e-05,0.00564480157348915,TRUE,0,1,"linear",TRUE
"25",2.06255675592897e-06,0.00985569946478719,TRUE,0,1,"linear",TRUE
"26",1.3144762795808e-09,0.127625638007048,TRUE,0,1,"linear",TRUE
"27",2.4705232831929e-09,0.0752331306148984,TRUE,0,1,"linear",TRUE
"28",3.40936451783405e-09,0.0315553412649109,TRUE,0,1,"linear",TRUE
"29",9.11621876389815e-08,0.0783758321469821,TRUE,0,1,"linear",TRUE
"30",7.0175895497444e-06,0.0193448188941964,TRUE,0,1,"linear",TRUE
"31",0,0.00630762302920945,TRUE,0,1,"nonlinear",TRUE
"32",6.05539972153846e-06,0.00201125443819183,TRUE,0,1,"nonlinear",TRUE
"33",0,1.92613004365572e-05,TRUE,0,1,"nonlinear",TRUE
"34",0,0.00186662687660516,TRUE,0,1,"nonlinear",TRUE
"35",5.98290618547548e-07,0.0311574763097172,TRUE,0,1,"nonlinear",TRUE
"36",7.94624869349114e-07,0.00325607221174029,TRUE,0,1,"nonlinear",TRUE
"37",0,0.000123729376521164,TRUE,0,1,"nonlinear",TRUE
"38",7.77330167589518e-06,0.0042946587633656,TRUE,0,1,"nonlinear",TRUE
"39",8.75504910770042e-05,0.000410902907413746,TRUE,0,1,"nonlinear",TRUE
"40",0,0.00165344700957609,TRUE,0,1,"nonlinear",TRUE
"41",1.39847598654525e-77,5.32463271015299e-32,TRUE,1,0,"linear",TRUE
"42",3.85693001742742e-67,8.1483898119628e-28,TRUE,1,0,"linear",TRUE
"43",4.88280999869092e-86,3.73589480601499e-37,TRUE,1,0,"linear",TRUE
"44",3.79387177614022e-78,1.70527712139034e-29,TRUE,1,0,"linear",TRUE
"45",7.78707223501861e-64,3.90944281410896e-31,TRUE,1,0,"linear",TRUE
"46",3.8203026872709e-73,1.06919997466684e-40,TRUE,1,0,"linear",TRUE
"47",1.66013935182712e-66,7.99402096967243e-40,TRUE,1,0,"linear",TRUE
"48",7.31000023771146e-76,5.05740068429032e-29,TRUE,1,0,"linear",TRUE
"49",8.63871830414913e-78,7.75363832121408e-26,TRUE,1,0,"linear",TRUE
"50",3.07828321911177e-76,5.22313375566179e-30,TRUE,1,0,"linear",TRUE
"51",0,0,TRUE,1,0,"nonlinear",TRUE
"52",0,0,TRUE,1,0,"nonlinear",TRUE
"53",0,0,TRUE,1,0,"nonlinear",TRUE
"54",0,0,TRUE,1,0,"nonlinear",TRUE
"55",0,0,TRUE,1,0,"nonlinear",TRUE
"56",0,0,TRUE,1,0,"nonlinear",TRUE
"57",0,0,TRUE,1,0,"nonlinear",TRUE
"58",0,0,TRUE,1,0,"nonlinear",TRUE
"59",0,0,TRUE,1,0,"nonlinear",TRUE
"60",0,0,TRUE,1,0,"nonlinear",TRUE
"61",0.0043539304909343,5.6803197694874e-06,TRUE,1,1,"linear",TRUE
"62",2.25145043544264e-05,1.33126455668085e-06,TRUE,1,1,"linear",TRUE
"63",0.000701453759684541,6.49055882911616e-05,TRUE,1,1,"linear",TRUE
"64",2.74789455103735e-06,0.00253987520890552,TRUE,1,1,"linear",TRUE
"65",1.98129740624668e-07,0.00208142571515049,TRUE,1,1,"linear",TRUE
"66",0.000202146398752489,0.00134862627794764,TRUE,1,1,"linear",TRUE
"67",3.60674652837928e-05,3.11284762619469e-06,TRUE,1,1,"linear",TRUE
"68",0.0042089546582795,0.000949488136420613,TRUE,1,1,"linear",TRUE
"69",0.000107023732283101,0.00336220611982251,TRUE,1,1,"linear",TRUE
"70",3.33118677205787e-05,0.00407461358739403,TRUE,1,1,"linear",TRUE
"71",0.000187354868341427,0.0162239770100728,TRUE,1,1,"nonlinear",TRUE
"72",0.0129227083751857,0.0276243571234589,TRUE,1,1,"nonlinear",TRUE
"73",7.449997690534e-06,0.0253057751002603,TRUE,1,1,"nonlinear",TRUE
"74",4.58455923506018e-05,0.000279307770796988,TRUE,1,1,"nonlinear",TRUE
"75",0.107870411821944,0.000462951697505376,TRUE,1,1,"nonlinear",TRUE
"76",0.00395193731331123,0.129034213301085,TRUE,1,1,"nonlinear",TRUE
"77",6.82966860676704e-07,0.00327383194434849,TRUE,1,1,"nonlinear",TRUE
"78",0.0225175806579447,0.00162919829326585,TRUE,1,1,"nonlinear",TRUE
"79",2.76757894773771e-06,0.107526252732998,TRUE,1,1,"nonlinear",TRUE
"80",1.08788962718265e-05,0.000193953236243938,TRUE,1,1,"nonlinear",TRUE
