,Unnamed: 0,surp_p_val,prev_surp_p_val,converged,critical_span_condition,reread_condition,linear,additive_model,corrected_surp_p_val,corrected_prev_surp_p_val
0,1,7.283641029243231e-47,2.25039990521583e-16,True,0,0,linear,True,7.28364102924323e-46,2.25039990521583e-15
1,2,6.48811790641796e-43,5.02115332604086e-19,True,0,0,linear,True,6.48811790641796e-42,5.02115332604086e-18
2,3,9.75235554995006e-48,2.20366323162737e-21,True,0,0,linear,True,9.75235554995006e-47,2.20366323162737e-20
3,4,1.03300327750001e-37,4.9003111067591e-16,True,0,0,linear,True,1.03300327750001e-36,4.9003111067591e-15
4,5,9.165600427409349e-42,1.01614402751207e-17,True,0,0,linear,True,9.165600427409349e-41,1.0161440275120701e-16
5,6,5.31440840981658e-43,3.14864498115534e-15,True,0,0,linear,True,5.31440840981658e-42,3.14864498115534e-14
6,7,9.28183747192031e-29,3.71156253012754e-20,True,0,0,linear,True,9.28183747192031e-28,3.71156253012754e-19
7,8,3.63281232792617e-43,3.05521497279232e-14,True,0,0,linear,True,3.63281232792617e-42,3.05521497279232e-13
8,9,5.81524330146224e-43,8.501595992113211e-19,True,0,0,linear,True,5.815243301462239e-42,8.50159599211321e-18
9,10,4.1054304324369794e-40,4.1947560073419794e-18,True,0,0,linear,True,4.1054304324369796e-39,4.1947560073419794e-17
10,11,0.0,0.0,True,0,0,nonlinear,True,0.0,0.0
11,12,0.0,0.0,True,0,0,nonlinear,True,0.0,0.0
12,13,0.0,0.0,True,0,0,nonlinear,True,0.0,0.0
13,14,0.0,0.0,True,0,0,nonlinear,True,0.0,0.0
14,15,0.0,0.0,True,0,0,nonlinear,True,0.0,0.0
15,16,0.0,0.0,True,0,0,nonlinear,True,0.0,0.0
16,17,0.0,0.0,True,0,0,nonlinear,True,0.0,0.0
17,18,0.0,0.0,True,0,0,nonlinear,True,0.0,0.0
18,19,0.0,0.0,True,0,0,nonlinear,True,0.0,0.0
19,20,0.0,0.0,True,0,0,nonlinear,True,0.0,0.0
20,21,0.0012819462828965,0.0989384811750052,True,0,1,linear,True,0.012819462828965001,0.989384811750052
21,22,0.0073449095168671,0.232218285308824,True,0,1,linear,True,0.073449095168671,1.0
22,23,0.563030401617348,0.061657469189455,True,0,1,linear,True,1.0,0.61657469189455
23,24,0.0227957752476663,0.42295162187196,True,0,1,linear,True,0.227957752476663,1.0
24,25,0.0193582117969589,0.255206533673744,True,0,1,linear,True,0.193582117969589,1.0
25,26,0.0553558984280954,0.0515899152119622,True,0,1,linear,True,0.553558984280954,0.515899152119622
26,27,0.0031720657185857,0.434913387399793,True,0,1,linear,True,0.031720657185857,1.0
27,28,0.137919511570431,0.661787523482668,True,0,1,linear,True,1.0,1.0
28,29,0.0135333674471451,0.100789965341347,True,0,1,linear,True,0.135333674471451,1.0
29,30,0.000814540150898,0.905893631796432,True,0,1,linear,True,0.00814540150898,1.0
30,31,0.0252654935770897,0.304766148208938,True,0,1,nonlinear,True,0.252654935770897,1.0
31,32,1.76714757368912e-05,0.0693567942917304,True,0,1,nonlinear,True,0.000176714757368912,0.6935679429173041
32,33,0.0209875652492129,0.392125073566947,True,0,1,nonlinear,True,0.209875652492129,1.0
33,34,0.0410838545766026,0.0706157271569667,True,0,1,nonlinear,True,0.410838545766026,0.7061572715696671
34,35,0.0206711250344978,0.0037040823058482,True,0,1,nonlinear,True,0.206711250344978,0.037040823058482
35,36,0.0377983772322164,0.289923688380721,True,0,1,nonlinear,True,0.377983772322164,1.0
36,37,0.0182006395330691,0.431681563423718,True,0,1,nonlinear,True,0.18200639533069102,1.0
37,38,0.0725078296347527,0.0747636002887486,True,0,1,nonlinear,True,0.7250782963475271,0.747636002887486
38,39,0.0001228597931632,0.0428810050422996,True,0,1,nonlinear,True,0.001228597931632,0.428810050422996
39,40,0.0001574582972175,0.547126155595313,True,0,1,nonlinear,True,0.0015745829721750002,1.0
40,41,1.2561306559395801e-20,3.80747267864308e-09,True,1,0,linear,True,1.25613065593958e-19,3.80747267864308e-08
41,42,2.0854430383079702e-17,7.13721020310649e-07,True,1,0,linear,True,2.0854430383079703e-16,7.13721020310649e-06
42,43,4.28267832251736e-14,5.22939979897294e-07,True,1,0,linear,True,4.2826783225173603e-13,5.22939979897294e-06
43,44,1.19389433504893e-22,0.0002978622832146,True,1,0,linear,True,1.19389433504893e-21,0.0029786228321460003
44,45,7.54525634552784e-17,1.34473308471693e-06,True,1,0,linear,True,7.545256345527841e-16,1.3447330847169299e-05
45,46,5.350988311485281e-15,2.4476735599939e-05,True,1,0,linear,True,5.350988311485281e-14,0.00024476735599939
46,47,6.83010524411662e-14,1.74563092231375e-06,True,1,0,linear,True,6.830105244116621e-13,1.74563092231375e-05
47,48,4.3891605793176997e-13,0.0001283168089813,True,1,0,linear,True,4.3891605793177e-12,0.001283168089813
48,49,3.3485265280013097e-18,1.83035457026978e-06,True,1,0,linear,True,3.34852652800131e-17,1.83035457026978e-05
49,50,6.49372547081815e-20,5.78761026432797e-06,True,1,0,linear,True,6.49372547081815e-19,5.78761026432797e-05
50,51,0.0,0.0,True,1,0,nonlinear,True,0.0,0.0
51,52,0.0,2.24185201846971e-07,True,1,0,nonlinear,True,0.0,2.0176668166227387e-06
52,53,0.0,0.0,True,1,0,nonlinear,True,0.0,0.0
53,54,0.0,1.42844650552476e-06,True,1,0,nonlinear,True,0.0,1.285601854972284e-05
54,55,0.0,-1.09868848574557e-07,True,1,0,nonlinear,True,0.0,
55,56,0.0,1.91236419224139e-05,True,1,0,nonlinear,True,0.0,0.00017211277730172508
56,57,0.0,1.72001890286211e-07,True,1,0,nonlinear,True,0.0,1.548017012575899e-06
57,58,0.0,1.73589892682458e-07,True,1,0,nonlinear,True,0.0,1.562309034142122e-06
58,59,0.0,0.0,True,1,0,nonlinear,True,0.0,0.0
59,60,0.0,8.02084954565352e-08,True,1,0,nonlinear,True,0.0,7.218764591088168e-07
60,61,0.0035105147723397,0.459341325988562,True,1,1,linear,True,0.035105147723397,1.0
61,62,0.0001585366765606,0.326651619180306,True,1,1,linear,True,0.001585366765606,1.0
62,63,0.20647358096077,0.171613604130559,True,1,1,linear,True,1.0,1.0
63,64,1.83279769372109e-05,0.48145494166367,True,1,1,linear,True,0.000183279769372109,1.0
64,65,0.0058961699763755,0.0426039246371101,True,1,1,linear,True,0.058961699763755,0.426039246371101
65,66,8.81633955496148e-05,0.241378062103776,True,1,1,linear,True,0.000881633955496148,1.0
66,67,0.0189785537073081,0.800906693245165,True,1,1,linear,True,0.189785537073081,1.0
67,68,3.92870421801108e-06,0.367263032953467,True,1,1,linear,True,3.92870421801108e-05,1.0
68,69,0.0016078716609832,0.803463871296898,True,1,1,linear,True,0.016078716609831997,1.0
69,70,0.007461812207555,0.0442695215549818,True,1,1,linear,True,0.07461812207555,0.44269521554981806
70,71,0.0710465464359078,0.0239525994902683,True,1,1,nonlinear,True,0.710465464359078,0.239525994902683
71,72,0.0047774410632957,0.0672959699356101,True,1,1,nonlinear,True,0.047774410632956996,0.672959699356101
72,73,0.000949737766434,0.0218368681838212,True,1,1,nonlinear,True,0.009497377664340001,0.218368681838212
73,74,0.0785836768507988,0.0034095959233281,True,1,1,nonlinear,True,0.785836768507988,0.034095959233281
74,75,0.0050362950394527,0.144789151485746,True,1,1,nonlinear,True,0.050362950394527005,1.0
75,76,4.28878731401072e-05,0.0704539301674075,True,1,1,nonlinear,True,0.000428878731401072,0.7045393016740751
76,77,0.0163296867844922,0.204881789107899,True,1,1,nonlinear,True,0.163296867844922,1.0
77,78,0.0009483554970831,0.0033285667432456,True,1,1,nonlinear,True,0.009483554970830999,0.033285667432456
78,79,0.0129849605012411,0.0138913555750887,True,1,1,nonlinear,True,0.129849605012411,0.13891355575088699
79,80,0.133431339087437,0.0115729261061189,True,1,1,nonlinear,True,1.0,0.11572926106118901
