,critical_span_condition,reread_condition,linear,surp_p_val,prev_surp_p_val,surp_symbol,prev_surp_symbol,x_surp,y_surp,x_prev_surp,y_prev_surp,symbol_size,font_size
0,0,0,linear,7.120633865848283e-82,5.37882442867233e-19,***,***,180,90,180,125,30,30
1,0,0,nonlinear,0.0,0.0,***,***,260,90,260,125,30,30
2,0,1,linear,0.007739640931585748,0.1930898979035403,**,(.),180,550,180,585,30,30
3,0,1,nonlinear,0.0060670747283486735,0.15803582180021544,**,(.),260,550,260,585,30,30
4,1,0,linear,1.7659992264323344e-29,5.014973281810981e-09,***,***,670,90,670,125,30,30
5,1,0,nonlinear,0.0,1.962869429883436e-07,***,***,750,90,750,125,30,30
6,1,1,linear,0.0047625221338808066,0.39204551647436814,**,(.),670,550,670,585,30,30
7,1,1,nonlinear,0.012342205076148135,0.05084554394198136,*,(.),750,550,750,585,30,30
