,Unnamed: 0,surp_p_val,prev_surp_p_val,converged,critical_span_condition,reread_condition,linear,additive_model,corrected_surp_p_val,corrected_prev_surp_p_val
0,1,2.6698131061975097e-55,7.00571867483279e-18,True,0,0,linear,True,2.66981310619751e-54,7.005718674832791e-17
1,2,1.37038519064693e-44,1.25962652417913e-16,True,0,0,linear,True,1.37038519064693e-43,1.25962652417913e-15
2,3,1.87580001659073e-46,1.5917476073284e-17,True,0,0,linear,True,1.8758000165907302e-45,1.5917476073283998e-16
3,4,8.29626379048915e-37,1.63941211728229e-17,True,0,0,linear,True,8.296263790489149e-36,1.6394121172822901e-16
4,5,2.4549371609007203e-44,5.2070109651875805e-20,True,0,0,linear,True,2.4549371609007203e-43,5.2070109651875805e-19
5,6,6.74586306314488e-39,4.04822687889404e-23,True,0,0,linear,True,6.745863063144879e-38,4.04822687889404e-22
6,7,1.85038530969698e-41,8.34175458011304e-21,True,0,0,linear,True,1.85038530969698e-40,8.341754580113039e-20
7,8,9.16544557415645e-40,8.520320138881559e-18,True,0,0,linear,True,9.16544557415645e-39,8.520320138881558e-17
8,9,8.73695984089133e-49,2.0479463579166598e-22,True,0,0,linear,True,8.73695984089133e-48,2.0479463579166597e-21
9,10,1.58033623136865e-41,1.00266112677822e-21,True,0,0,linear,True,1.58033623136865e-40,1.00266112677822e-20
10,11,0.0,0.0,True,0,0,nonlinear,True,0.0,0.0
11,12,0.0,0.0,True,0,0,nonlinear,True,0.0,0.0
12,13,0.0,0.0,True,0,0,nonlinear,True,0.0,0.0
13,14,0.0,0.0,True,0,0,nonlinear,True,0.0,0.0
14,15,0.0,0.0,True,0,0,nonlinear,True,0.0,0.0
15,16,0.0,0.0,True,0,0,nonlinear,True,0.0,0.0
16,17,0.0,0.0,True,0,0,nonlinear,True,0.0,0.0
17,18,0.0,0.0,True,0,0,nonlinear,True,0.0,0.0
18,19,0.0,0.0,True,0,0,nonlinear,True,0.0,0.0
19,20,0.0,0.0,True,0,0,nonlinear,True,0.0,0.0
20,21,0.0009293961425509,0.476325921918477,True,0,1,linear,True,0.009293961425509,1.0
21,22,0.0023254276683329,0.330103016138939,True,0,1,linear,True,0.023254276683329002,1.0
22,23,0.0001706989828304,0.0262865570424487,True,0,1,linear,True,0.001706989828304,0.262865570424487
23,24,0.0379306578537629,0.0027917906721735,True,0,1,linear,True,0.379306578537629,0.027917906721735
24,25,0.059490063507896,0.107262532106379,True,0,1,linear,True,0.59490063507896,1.0
25,26,1.72488672268951e-06,0.0205608417424222,True,0,1,linear,True,1.72488672268951e-05,0.205608417424222
26,27,0.0003387810251804,0.111559284601614,True,0,1,linear,True,0.003387810251804,1.0
27,28,0.0003221382774501,0.0058605578441562,True,0,1,linear,True,0.003221382774501,0.058605578441562
28,29,1.79297494396625e-05,0.475816359192971,True,0,1,linear,True,0.000179297494396625,1.0
29,30,0.0772189802177467,0.59028696438115,True,0,1,linear,True,0.772189802177467,1.0
30,31,0.0002027023051585,0.545352955497382,True,0,1,nonlinear,True,0.002027023051585,1.0
31,32,0.0006621046752365,0.295616381250562,True,0,1,nonlinear,True,0.006621046752365,1.0
32,33,0.0052819193622727,0.335474989101317,True,0,1,nonlinear,True,0.052819193622727,1.0
33,34,0.0022239060600267,0.0238116084228864,True,0,1,nonlinear,True,0.022239060600267,0.23811608422886402
34,35,0.0008030078843586,0.0399712467688459,True,0,1,nonlinear,True,0.008030078843586001,0.39971246768845897
35,36,0.0432349926318922,0.41067312670726,True,0,1,nonlinear,True,0.432349926318922,1.0
36,37,0.0008440086936597,0.845282357695609,True,0,1,nonlinear,True,0.008440086936597,1.0
37,38,0.0076282477935673,0.0312864865542176,True,0,1,nonlinear,True,0.076282477935673,0.31286486554217596
38,39,0.0050648468755211,0.138722589547641,True,0,1,nonlinear,True,0.05064846875521099,1.0
39,40,0.0848159959439829,0.064837106127109,True,0,1,nonlinear,True,0.848159959439829,0.64837106127109
40,41,6.97130262837475e-11,1.05091562825754e-05,True,1,0,linear,True,6.971302628374749e-10,0.000105091562825754
41,42,1.61269718450576e-13,5.2495778349231205e-09,True,1,0,linear,True,1.61269718450576e-12,5.2495778349231205e-08
42,43,2.1331393028688502e-14,7.42849632548714e-07,True,1,0,linear,True,2.1331393028688502e-13,7.428496325487141e-06
43,44,4.19411444925771e-13,0.0008279756623636,True,1,0,linear,True,4.19411444925771e-12,0.008279756623636
44,45,1.2546434536522699e-11,4.10792743864474e-06,True,1,0,linear,True,1.25464345365227e-10,4.1079274386447405e-05
45,46,2.5771863420835598e-12,5.14742309087948e-06,True,1,0,linear,True,2.57718634208356e-11,5.14742309087948e-05
46,47,3.28944708299224e-13,3.88580087871295e-08,True,1,0,linear,True,3.28944708299224e-12,3.88580087871295e-07
47,48,9.44054743981835e-12,4.76161150808223e-07,True,1,0,linear,True,9.44054743981835e-11,4.76161150808223e-06
48,49,3.98388196699432e-15,7.00986212101356e-10,True,1,0,linear,True,3.98388196699432e-14,7.00986212101356e-09
49,50,4.7744503543514104e-15,1.07164694032611e-08,True,1,0,linear,True,4.7744503543514104e-14,1.07164694032611e-07
50,51,0.0,1.3651042956031e-06,True,1,0,nonlinear,True,0.0,1.3651042956031e-05
51,52,0.0,2.791411105596e-07,True,1,0,nonlinear,True,0.0,2.791411105596e-06
52,53,0.0,0.0,True,1,0,nonlinear,True,0.0,0.0
53,54,0.0,0.0,True,1,0,nonlinear,True,0.0,0.0
54,55,0.0,0.0,True,1,0,nonlinear,True,0.0,0.0
55,56,0.0,0.0001021047583078,True,1,0,nonlinear,True,0.0,0.001021047583078
56,57,0.0,0.0,True,1,0,nonlinear,True,0.0,0.0
57,58,0.0,0.0,True,1,0,nonlinear,True,0.0,0.0
58,59,0.0,0.0,True,1,0,nonlinear,True,0.0,0.0
59,60,0.0,8.65049388026895e-06,True,1,0,nonlinear,True,0.0,8.65049388026895e-05
60,61,0.0047120186027842,0.467138969647197,True,1,1,linear,True,0.047120186027842,1.0
61,62,0.0072769925067445,0.788732048002489,True,1,1,linear,True,0.07276992506744501,1.0
62,63,0.0004742976653983,0.257371371245567,True,1,1,linear,True,0.004742976653983,1.0
63,64,0.0935808996491171,0.124526146787096,True,1,1,linear,True,0.935808996491171,1.0
64,65,0.003325400384342,0.348063731704926,True,1,1,linear,True,0.033254003843420005,1.0
65,66,0.0049967588312201,0.670017879096459,True,1,1,linear,True,0.049967588312201,1.0
66,67,0.0004778893971922,0.55656345556129,True,1,1,linear,True,0.004778893971922,1.0
67,68,0.0001933348471753,0.847268961789405,True,1,1,linear,True,0.001933348471753,1.0
68,69,0.0111288507686744,0.448774649297452,True,1,1,linear,True,0.11128850768674399,1.0
69,70,0.0257605328939046,0.537509690066025,True,1,1,linear,True,0.257605328939046,1.0
70,71,0.0279649831935083,0.136444707662014,True,1,1,nonlinear,True,0.27964983193508297,1.0
71,72,0.0179433950329696,0.783782287467969,True,1,1,nonlinear,True,0.179433950329696,1.0
72,73,0.0048001970323302,0.256211615706706,True,1,1,nonlinear,True,0.048001970323302,1.0
73,74,0.0765085948092026,0.120410319758249,True,1,1,nonlinear,True,0.765085948092026,1.0
74,75,0.0021159638140533,0.294685785045568,True,1,1,nonlinear,True,0.021159638140532996,1.0
75,76,0.0126995172773631,0.501837050961517,True,1,1,nonlinear,True,0.126995172773631,1.0
76,77,0.0405207307261932,0.27351618516187,True,1,1,nonlinear,True,0.405207307261932,1.0
77,78,0.0019696499607944,0.204885728479792,True,1,1,nonlinear,True,0.019696499607944,1.0
78,79,0.0316550205161832,0.588391914789952,True,1,1,nonlinear,True,0.31655020516183197,1.0
79,80,0.0133981392779048,0.811779708450175,True,1,1,nonlinear,True,0.133981392779048,1.0
